Weblink_to_slide_at_NHMUK_Data_Portal,IRN,ZF_PF_no.,Slide_square_no.,Genus,cf.,Species,Sub_species,Notes_on_slides,Geologic_time,Grade,No_of_individuals,Observations_M.C.Rillo.2015,Buckley_Slide_SL_no.,Former_Museum_no.,IRN_Residue_OBD,Vessel,Station_no.,Collection_date,Collection_info,Sea_Depth_meters_NOAA,Sea_Depth_meters,Sea_Depth_fathoms,Sea_Depth_feet,Tow,Sample_depth_min_cm,Sample_depth_max_cm,Lat.decimal,Long.decimal,Lat.degrees,Lat.minutes,Lat.seconds,Lat.N.S,Long.degrees,Long.minutes,Long.seconds,Long.W.E,Ocean_Sea
http://data.nhm.ac.uk/object/929ded24-ebf2-4278-bacd-71be744d0cbd,5465551,6551,,Globigerinita,,humilis,,,,,15,,171,,16641,RV Horizon,Cap HG 38,01/02/53,,-3617,3590,1963,11778,0,4,8,-14.27333,-120.68,14,16,24,S,120,40,48,W,Pacific ocean
http://data.nhm.ac.uk/object/40682836-6287-4566-bee8-8e272b556cf3,5465552,6552,,Globigerinita,,humilis,,,,,9,,102,,16642,RV Horizon,Cap HG 40,02/02/53,,-3641,3550,1941,11646,0,1,4,-15.21833,-117.50667,15,13,6,S,117,30,24,W,Pacific ocean
http://data.nhm.ac.uk/object/e888cbc7-7605-4c4e-8d15-7e72f251360d,5465553,6553,,Globigerinita,,humilis,,Parker,,,10,very small and hard to focus,132,M.408,34991,HMS Challenger,338,21/03/1876,,-3740,3639,1990,11940,0,,,-21.25,-14.03333,21,15,0,S,14,2,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/e5ef5f00-352c-4ff0-bcc6-e5a123c1097a,5465554,6554,*,Globigerinita,,humilis-cristata,,,,,17,Residue OBD: 01/01/1958,254,,16651,RV Spencer F. Baird,DWBG 120,01/02/58,,-3039,3060,1673,10038,0,13,20,-27.93333,-106.91667,27,56,0,S,106,55,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/296e73d9-650c-4abd-bb1d-051b25414b5d,5465555,6555,,Globigerinita,,humilis,,,,,6,,278,,16652,RV Spencer F. Baird,DWBG 121,03/02/58,,-2819,3320,1815,10890,0,10,14,-27.15,-109.83333,27,9,0,S,109,50,0,W,Pacific ocean
http://data.nhm.ac.uk/object/cf2c1e78-266b-4989-a3cf-40ed94d06fda,5465556,6556,,Globigerinita,,humilis,,,,,15,,297,,16653,RV Spencer F. Baird,DWBG 130,11/02/58,Gravity corer,-3034,3120,1706,10236,0,12,15,-14.73333,-112.1,14,44,0,S,112,6,0,W,Pacific ocean
http://data.nhm.ac.uk/object/0e0d7f54-0c35-454c-89e0-bc75f33581aa,5465557,6557,,Globigerinita,,humilis,,,,,16,,317,,16657,RV Argo,MSN 53 G,05/12/60,,-2810,3658,2000,12000,0,4,9,-16.41667,66.03333,16,25,0,S,66,2,0,E,Indian ocean
http://data.nhm.ac.uk/object/149f5ec7-aa49-408f-9d81-29b484f7dab0,5465558,6558,,Globigerinita,,humilis,,,,,17,,328,"1,963,930",16656,RV Horizon,DWHG 79,07/02/58,,-3362,NA,NA,NA,0,7,11,-23.60833,-118.225,23,36,30,S,118,13,30,W,Pacific ocean
http://data.nhm.ac.uk/object/66f0b7e6-59ef-45c8-a0b6-cfaaa2aa9bf5,5465559,6559,,Globigerinita,,humilis,,,,,10,,362,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,-4346,4042,2210,13260,0,various levels in core,,7.19333,63.0425,7,11,36,N,63,2,33,E,Indian ocean
http://data.nhm.ac.uk/object/cfc68ef1-4f50-4808-ab58-f0ccdfcf278d,5465560,6560,,Globigerinita,,humilis,,,,127-250 mu,3,,384,M.3787,34671,HMS Egeria,,31/10/1887,,-2708,2869,1569,9414,0,,,-19.56667,64.63333,19,34,0,S,64,38,0,E,Indian ocean
http://data.nhm.ac.uk/object/fa14ae84-3a56-4486-a928-aef4d2b798a5,5465561,6561,,Globigerinita,,humilis,,,,127-250 mu,15,,501,M.3791,34676,HMS Egeria,XX,12/11/1887,,-4646,4510,2466,14796,0,,,-23.23472,56.30417,23,14,5,S,56,18,15,E,Indian ocean
http://data.nhm.ac.uk/object/7f69564c-591a-4db4-8262-495694fca8a6,5465562,6562,,Globigerinita,,humilis,,,,,2,,703,M.284,33668,HMS Challenger,220,11/03/1875,,-2213,2012,1100,6600,0,,,-0.7,147,0,42,0,S,147,0,0,E,Pacific ocean
http://data.nhm.ac.uk/object/b839340c-dac9-41b8-b9db-2f80aad1fbf2,5465563,6563,,Globigerinita,,humilis,,,Zone N21,,11,Slide: Long 6 4  E,1170,"1968,O242",18483,RV Argo,Dodo 117 P,18/06/64,Piston core,-3407,3398,1858,11148,0,99,102,-18.35,62.06667,18,21,0,S,62,4,0,E,Indian ocean
http://data.nhm.ac.uk/object/cfdae535-f51c-4796-af07-7cefbfaae604,5465564,6564,,Globigerinita,,humilis,,,Zone N20,,1,Slide: Long 6 4  E,1185,"1968,O243",18484,RV Argo,Dodo 117 P,18/06/64,Piston core,-3407,3398,1858,11148,0,251,254,-18.35,62.06667,18,21,0,S,62,4,0,E,Indian ocean
http://data.nhm.ac.uk/object/c885e5a5-cfc9-4d91-b135-cf0eec1bb010,5465565,6565,,Globigerinita,,iota,,,,,8,very small and hard to focus,166,,16641,RV Horizon,Cap HG 38,01/02/53,,-3617,3590,1963,11778,0,4,8,-14.27333,-120.68,14,16,24,S,120,40,48,W,Pacific ocean
http://data.nhm.ac.uk/object/305d2991-1d88-446f-a573-e7938a2a41a8,5465566,6566,,Globigerinita,,iota,,,,,2,,220,"1,963,923",16648,RV Spencer F. Baird,DWBG 70,07/12/57,,-2677,2580,1411,8466,0,0,8,-48.475,-113.28333,48,28,30,S,113,17,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/27f59e0b-f0e8-4c0b-a77c-6de6f22c912a,5465567,6567,,Globigerinita,,iota,,,,,8,,233,,16650,RV Spencer F. Baird,DWBG 114,23/01/58,,-3157,3090,1690,10140,0,8,12,-18.33333,-79.34167,18,20,0,S,79,20,30,W,Pacific ocean
http://data.nhm.ac.uk/object/adc38c32-20eb-4def-91e7-e41deea28d79,5465568,6568,,Globigerinita,,iota,,,,,5,,276,,16652,RV Spencer F. Baird,DWBG 121,03/02/58,,-2819,3320,1815,10890,0,10,14,-27.15,-109.83333,27,9,0,S,109,50,0,W,Pacific ocean
http://data.nhm.ac.uk/object/d8e9c96e-45e9-48ac-b25c-e95ee237f036,5465569,6569,,Globigerinita,,iota,,P21 ; Topotypes ; Parker,,,5,,,"1,963,369",16367,RV Spencer F. Baird,DWBG 73,11/12/57,,-3132,3080,1684,10104,0,0,2,-43.8,-108.15,43,48,0,S,108,9,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/13187149-b4c0-464d-b5f7-fc340ddf3ad5,5465570,6570,,Globigerinita,,iota,,"dissected off 1963,369 ; 02/03/1972",,,3,,,"1,963,369",16367,RV Spencer F. Baird,DWBG 73,11/12/57,,-3132,3080,1684,10104,0,0,2,-43.8,-108.15,43,48,0,S,108,9,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/d8a00aa3-c7e9-4f52-8fc0-2f58bea491d3,5465571,6571,,Orbulina ,,universa,,,,,6,,83,,16654,RV Spencer F. Baird,DWBG 137,15/02/58,,-2712,2770,1515,9090,0,5,9,-9.88333,-110.68333,9,53,0,S,110,41,0,W,Pacific ocean
http://data.nhm.ac.uk/object/5dfbb22b-5f61-4550-b90e-38f45f4d10d6,5465572,6572,,Orbulina ,,universa,,,,,5,,115,M.408,34991,HMS Challenger,338,21/03/1876,,-3740,3639,1990,11940,0,,,-21.25,-14.03333,21,15,0,S,14,2,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/934152e0-1b7a-40d7-9f20-328e29d09e3d,5465573,6573,,Orbulina ,,universa,,,,,7,,136,"1,963,367",16365,Capricorn,BG 24,03/01/53,,-4347,2780,1520,9120,0,5,10,-19.475,-173.73333,19,28,30,S,173,44,0,W,Pacific ocean
http://data.nhm.ac.uk/object/58cfa3b3-3558-4d11-bcf1-e95a01160203,5465574,6574,,Orbulina ,,universa,,,,,3,,180,,16645,RV Spencer F. Baird,DWBG 11,31/10/57,,-3415,4155,2272,13632,0,7,10,5.43333,-131.31667,5,26,0,N,131,19,0,W,Pacific ocean
http://data.nhm.ac.uk/object/a375ff21-e33a-42a7-8946-dfddcd2da4da,5465575,6575,,Orbulina ,,universa,,,,,0,all broken!!,195,,16646,RV Spencer F. Baird,DWBG 36,23/11/57,,-2312,3680,2012,12072,0,3,7,-26.31667,-147.11667,26,19,0,S,147,7,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/4fa78943-36fd-4743-8d60-94943dcf4351,5465576,6576,,Orbulina ,,universa,,,,+250 mu,4,,356,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,-4346,4042,2210,13260,0,4,5.5,7.19333,63.0425,7,11,36,N,63,2,33,E,Indian ocean
http://data.nhm.ac.uk/object/120aceb4-9dc4-454b-b753-111d7d2b40da,5465577,6577,1,Orbulina ,,universa,,,,+250 mu,2,,466,M.7487,37148,HMS Sealark,181,09/11/05,,-3507,3758,2055,12330,0,,,-7.59167,61.48333,7,35,30,S,61,29,0,E,Indian ocean
http://data.nhm.ac.uk/object/deda40d1-a475-462f-9a1a-2fd67cfc696a,6722161,6577,2,"C. nitida; G. crassa, G. ruber",,"nitida, crassaformis, ruber",,,,+250 mu,9,,466,M.7487,37148,HMS Sealark,181,09/11/05,,-3507,3758,2055,12330,0,,,-7.59167,61.48333,7,35,30,S,61,29,0,E,Indian ocean
http://data.nhm.ac.uk/object/460a21ea-849f-4b9e-a4e7-59d8a739c762,5465578,6578,,Orbulina ,,universa,,,,,3,,612,,17273,RNZFA Tui,N.Z.1.0.B.74,09/09/58,,-124,869,475,2850,0,,,-20.95,-175.23333,20,57,0,S,175,14,0,W,Pacific ocean near Tonga island
http://data.nhm.ac.uk/object/53cf092c-f5f9-47a5-993f-be830687edda,5465579,6579,,Orbulina ,,universa,,,,,10,,629,,17240,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,,-3021,2268,1240,7440,0,,,-28.88333,170,28,53,0,S,170,0,0,E,"Pacific ocean, Tasman sea"
http://data.nhm.ac.uk/object/db06b601-c082-4505-8f5c-6c5f255122e6,5465580,6580,,Orbulina ,,universa,,,,,6,"Slide: Long 178 50 E, sea depth 1070 fms",657,,17229,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,,-2464,1920,1070,6420,0,,,-33.88333,173.83333,33,53,0,S,173,50,0,E,"Pacific ocean, Tasman sea"
http://data.nhm.ac.uk/object/31ff831e-04ae-4725-bfd8-b79dd6095c71,5465581,6581,,Orbulina ,,universa,,Biorbulina,,,10,,680,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,-1137,1148,628,3768,0,,,-39.76667,167.75,39,46,0,S,167,45,0,E,"Pacific ocean, Tasman sea"
http://data.nhm.ac.uk/object/1408a050-457d-4cc0-8089-1126ae8e443a,5465582,6582,,Orbulina ,,universa,,,,,5,,691,,17262,HMNZS Pukaki,N.Z.1.0.B.32,01/01/57,,-746,768,420,2520,0,,,-53.63333,169.86667,53,38,0,S,169,52,0,E,Pacific ocean
http://data.nhm.ac.uk/object/e1d23c06-69c2-4cd5-b790-9b6ef0956db8,5465583,6583,,Orbulina ,,sp,,?,,,1,Slide: Long 145 41 3 W,772,M.7059,36704,HMS Penguin,723,20/09/1897,,-3952,4071,2226,13356,0,,,-13.17167,-175.68833,13,10,18,S,175,41,18,W,Pacific ocean
http://data.nhm.ac.uk/object/2a321a9b-10a8-4ee4-90a2-b7f15812528e,5465584,6584,,Orbulina ,,universa,,Biorbulina,Pleistocene Gunz,,5,Sample depth: 5-8?,946,"1965,O39",17359,RV Vema,V 15-164,03/05/59,,-4123,3380,1848,11088,0,5,6,-9.75,-34.4,9,45,0,S,34,24,0,W,Atlantic ocean near Brazil
http://data.nhm.ac.uk/object/c07fc7f4-07af-46c0-ba7f-b71bdea41a4e,5465585,6585,,Orbulina ,,universa,,,,,2,"Slide: Lat 21 11  S, but it's land!",1042,"1967,O367",18269,Zapiola,,01/09/63,Surface plankton tow,-3537,NA,NA,NA,1,tow,tow,-28.18333,-43.56667,28,11,0,S,43,34,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/d8789a9d-03d3-4e79-a51b-e334ed52dfe2,5465586,6586,,Orbulina ,,universa,,,,,9,Did not find IRN,1062,"1967,O387",NA,"W. Equatorial, Atlantic",,03/04/63,,NA,0-200,NA,NA,1,tow,tow,NA,NA,NA,NA,NA,,NA,NA,NA,,
http://data.nhm.ac.uk/object/fa83ac80-0e6a-467a-bd37-89e88994b4ea,5465587,6587,,Orbulina ,,universa,,,,,3,,1069,,18718,Anton Bruun (A.B.) cruise 2,137,10/07/63,Be net,-4968,0-125,NA,NA,1,tow,tow,-14.83333,79.93333,14,50,0,S,79,56,0,E,Indian ocean
http://data.nhm.ac.uk/object/924817e3-b210-464e-9582-a5b340c32ddf,5465588,6588,,Orbulina ,,universa,,,,,1,,1091,,18720,Anton Bruun (A.B.) cruise 2,St. 144 ; no. 834,17/07/63,,-4379,500-1000,NA,NA,1,tow,tow,4.3,80.13333,4,18,0,N,80,8,0,E,Indian ocean
http://data.nhm.ac.uk/object/e9559b21-047e-4a10-820d-546e7f059cb2,5465589,6589,,Orbulina ,,universa,,,,,5,,1098,,18719,Anton Bruun (A.B.) cruise 2,"Stn 139, no. 796",12/07/63,,-5228,0-250,NA,NA,1,tow,tow,-8.61667,79.56667,8,37,0,S,79,34,0,E,Indian ocean
http://data.nhm.ac.uk/object/994ee81c-7928-4dc9-85fb-a50b24b67e06,5465590,6590,1,G.,,"aequilateralis, eggeri, sacculifera",,,,,14,,1110,,NA,J.I.O.E. Meteor,202,18/02/65,,-2809,0-200,NA,NA,1,tow,tow,13.59667,70.83333,13,35,48,N,70,50,0,E,Indian ocean
http://data.nhm.ac.uk/object/f43993e7-705e-4c29-bc77-ae1c1f652e7b,6722162,6590,2,Orbulina ,,universa,,,,,6,,1110,,NA,J.I.O.E. Meteor,202,18/02/65,,-2809,0-200,NA,NA,1,tow,tow,13.59667,70.83333,13,35,48,N,70,50,0,E,Indian ocean
http://data.nhm.ac.uk/object/503faa94-3b2c-4599-b702-ed00c80a08e3,5465591,6591,,Orbulina ,,universa,,,Zone N21,,15,Slide: Long 6 4  E,1162,"1968,O242",18483,RV Argo,Dodo 117 P,18/06/64,Piston core,-3407,3398,1858,11148,0,99,102,-18.35,62.06667,18,21,0,S,62,4,0,E,Indian ocean
http://data.nhm.ac.uk/object/47560e5d-9f39-4433-8ad2-705f9822ecb7,5465592,6592,,Orbulina ,,sp,,,Zone N18 base,,5,,1243,"1968,O384",18532,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,789,791,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/7b508e51-2d32-4e42-a26d-248578f19531,5465593,6593,,Orbulina ,,universa,,,,,8,,1388,"1968,O445",18594,Oceanographer,15B & 15U,17/08/67,,-2506,50,27,162,1,tow,tow,-16.63333,113.05,16,38,0,S,113,3,0,E,Indian ocean
http://data.nhm.ac.uk/object/6d720184-1bcf-4f76-b15c-4b09ed391158,5465594,6594,,Orbulina ,,universa,,,,,7,,1395,"1968,O446",18595,Oceanographer,Stn 16,17/08/67,,-1590,50,27,162,1,tow,tow,-18.38333,113.36667,18,23,0,S,113,22,0,E,Indian ocean
http://data.nhm.ac.uk/object/f37afc11-f06c-4c9d-8d2a-e3c6bcd5a0f9,5465595,6595,,Orbulina ,,universa,,,Zone Lower N19,,7,,1469,"1968,O380",18529,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,544,546,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/cfd50ec4-e2ce-403a-a6a9-e63d29dc4eef,5465596,6596,,Orbulina ,,universa,,,,,4,,1553,"1968,O463",18612,Oceanographer,Stn 16-8,18/08/67,,-1590,50,27,162,1,tow,tow,-18.38333,113.38333,18,23,0,S,113,23,0,E,Indian ocean
http://data.nhm.ac.uk/object/0f205856-c16b-4e32-a19a-98906cdd91e1,5465597,6597,,Orbulina ,,universa,,,,,9,,1618,"1971,O87",NA,,Core 68,NA,,-1500,1498,819,4914,0,Top Section,0,35.68333,-4.08333,35,41,0,N,4,5,0,W,Mediterranean sea
http://data.nhm.ac.uk/object/b8d5979a-2665-4c7e-8ad8-4aa353841bfe,5465598,6598,,Orbulina ,,universa,,,,,5,,1625,"1971,O87",NA,,Core 68,NA,,-1500,1498,819,4914,0,40,40,35.68333,-4.08333,35,41,0,N,4,5,0,W,Mediterranean sea
http://data.nhm.ac.uk/object/d26233b5-2289-4aa2-bdac-31e2fd413982,5465599,6599,,Orbulina ,,universa,,,,,10,,1638,"1971,O87",NA,,Core 68,NA,,-1500,1498,819,4914,0,80,80,35.68333,-4.08333,35,41,0,N,4,5,0,W,Mediterranean sea
http://data.nhm.ac.uk/object/783250f1-12fc-4688-8735-3098f99dc814,5465600,6600,,Orbulina ,,universa,,,,,4,,1648,"1971,O87",NA,,Core 68,NA,,-1500,1498,819,4914,0,160,160,35.68333,-4.08333,35,41,0,N,4,5,0,W,Mediterranean sea
http://data.nhm.ac.uk/object/2c32eb79-5ffe-4266-ac21-df83d921e128,5465601,6601,,Orbulina ,,universa,,,,,4,,1655,"1971,O87",NA,,Core 68,NA,,-1500,1498,819,4914,0,340,340,35.68333,-4.08333,35,41,0,N,4,5,0,W,Mediterranean sea
http://data.nhm.ac.uk/object/74f6295c-7241-4d30-8e46-985ce0ed473e,5465602,6602,,Orbulina ,,universa,,Biorbulina,,,3,,1662,"1971,O87",NA,,Core 68,NA,,-1500,1498,819,4914,0,400,400,35.68333,-4.08333,35,41,0,N,4,5,0,W,Mediterranean sea
http://data.nhm.ac.uk/object/26d608d1-9553-46d7-a368-84410be4cc35,5465603,6603,,Orbulina ,,universa,,P22 ; from Dr. Puwi (?) Aug. 1967 sosc.(?),,,1,,,,NA,,,NA,Mediterranean Bay of Naples,NA,bottom-250,NA,NA,1,tow,tow,NA,NA,NA,NA,NA,,NA,NA,NA,,
http://data.nhm.ac.uk/object/b49fe174-84ce-4cbf-9291-1eb3e005af5a,5465604,6604,,Pulleniatina ,,obliquiloculata,,showing shell structure ; presented by Dr. Parker 1963,,,1,hard to define a position_,58,,16370,RV Spencer F. Baird,DWBG 134,14/02/58,,-3296,3230,1766,10596,0,0,3,-11.7,-109.71667,11,42,0,S,109,43,0,W,Pacific ocean
http://data.nhm.ac.uk/object/16d5fc14-6778-474a-8142-cc69accd2e8e,5465605,6605,,Pulleniatina ,,obliquiloculata,,,,,6,,81,,16654,RV Spencer F. Baird,DWBG 137,15/02/58,,-2712,2770,1515,9090,0,5,9,-9.88333,-110.68333,9,53,0,S,110,41,0,W,Pacific ocean
http://data.nhm.ac.uk/object/b70f5e19-8c50-4e51-9fa8-5463cc6b86e3,5465606,6606,,Pulleniatina ,,obliquiloculata,,,,,6,,106,,16642,RV Horizon,Cap HG 40,02/02/53,,-3641,3550,1941,11646,0,1,4,-15.21833,-117.50667,15,13,6,S,117,30,24,W,Pacific ocean
http://data.nhm.ac.uk/object/bb1554cb-8e7c-4feb-8872-8d648e1531f5,5465607,6607,,Pulleniatina ,,obliquiloculata,,,,,4,,118,M.408,34991,HMS Challenger,338,21/03/1876,,-3740,3639,1990,11940,0,,,-21.25,-14.03333,21,15,0,S,14,2,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/86b296e1-b19f-4fbc-b439-93d79d1d3711,5465608,6608,*,Pulleniatina ,,obliquiloculata,,,,,10,,146,"1,963,916",16640,RV Horizon,Cap HG 37,31/01/53,,-3456,3850,2105,12630,0,4,8,-13.09167,-124.28,13,5,30,S,124,16,48,W,Pacific ocean
http://data.nhm.ac.uk/object/bb5d756b-7c82-4ecf-9b49-b4dde41c42cb,5465609,6609,,Pulleniatina ,,obliquiloculata,,,,,8,,158,,16641,RV Horizon,Cap HG 38,01/02/53,,-3617,3590,1963,11778,0,4,8,-14.27333,-120.68,14,16,24,S,120,40,48,W,Pacific ocean
http://data.nhm.ac.uk/object/5218026d-68ff-4492-acec-dbe46f86e738,5465610,6610,,Pulleniatina ,,obliquiloculata,,,,,11,,178,,16645,RV Spencer F. Baird,DWBG 11,31/10/57,,-3415,4155,2272,13632,0,7,10,5.43333,-131.31667,5,26,0,N,131,19,0,W,Pacific ocean
http://data.nhm.ac.uk/object/9b6f9d29-320b-4c9e-8f77-f4a4b257cad6,5465611,6611,,Pulleniatina ,,obliquiloculata,,,,,4,,234,,16650,RV Spencer F. Baird,DWBG 114,23/01/58,,-3157,3090,1690,10140,0,8,12,-18.33333,-79.34167,18,20,0,S,79,20,30,W,Pacific ocean
http://data.nhm.ac.uk/object/f9da9665-ff49-4adf-a37f-3ccc3b583318,5465612,6612,,Pulleniatina ,,obliquiloculata,,,,,8,,282,,16653,RV Spencer F. Baird,DWBG 130,11/02/58,Gravity corer,-3034,3120,1706,10236,0,12,15,-14.73333,-112.1,14,44,0,S,112,6,0,W,Pacific ocean
http://data.nhm.ac.uk/object/ddc34c72-d03e-482f-9ba1-b7fc64d588d4,5465613,6613,,Pulleniatina ,,obliquiloculata,,,,,6,,304,,16657,RV Argo,MSN 53 G,05/12/60,,-2810,3658,2000,12000,0,4,9,-16.41667,66.03333,16,25,0,S,66,2,0,E,Indian ocean
http://data.nhm.ac.uk/object/18733051-213d-4a0d-a2be-0c5da117f331,5465614,6614,,Pulleniatina ,,obliquiloculata,,,,+250 mu,8,,352,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,-4346,4042,2210,13260,0,4,5.5,7.19333,63.0425,7,11,36,N,63,2,33,E,Indian ocean
http://data.nhm.ac.uk/object/09999709-c8fc-46dc-905a-ee3d95c52a2b,5465615,6615,,Pulleniatina ,,obliquiloculata,,,,,10,,366,M.3787,34671,HMS Egeria,,31/10/1887,,-2708,2869,1569,9414,0,,,-19.56667,64.63333,19,34,0,S,64,38,0,E,Indian ocean
http://data.nhm.ac.uk/object/4e9a8663-48e9-4964-9813-7deca6f2933f,5465616,6616,,Pulleniatina ,,obliquiloculata,,,,,11,,389,M.7525.A,37190,HMS Sealark,,31/07/05,,-3322,3919,2143,12858,0,,,-12.11667,64.125,12,7,0,S,64,7,30,E,Indian ocean
http://data.nhm.ac.uk/object/87ee941e-8239-4397-968c-478daeb85597,5465617,6617,,Pulleniatina ,,obliquiloculata,,,,,7,,419,M.4292,35238,HMS Egeria,,01/04/1894,,-2658,2749,1503,9018,0,,,7.08333,73.80417,7,5,0,N,73,48,15,E,Indian ocean near coast
http://data.nhm.ac.uk/object/a1fd52c9-9919-4f17-88ba-815d631d3a8c,5465618,6618,,Pulleniatina ,,obliquiloculata,,,,,13,"Slide: 02/11/1905, Lat 2 41 1 S",439,M.7488,37149,HMS Sealark,186,12/11/05,,-3594,3475,1900,11400,0,,,-2.70167,67.38333,2,42,6,S,67,23,0,E,Indian ocean
http://data.nhm.ac.uk/object/3e8582ad-6fb9-4d67-a3e0-a4e15c728d79,5465619,6619,,Pulleniatina ,,obliquiloculata,,,,+250 mu,14,,461,M.7487,37148,HMS Sealark,181,09/11/05,,-3507,3758,2055,12330,0,,,-7.59167,61.48333,7,35,30,S,61,29,0,E,Indian ocean
http://data.nhm.ac.uk/object/61162c91-282b-45b9-b914-e027b36eab28,5465620,6620,,Pulleniatina ,,obliquiloculata,,,,+250 mu,11,,487,M.7469,37130,HMS Sealark,52,29/07/05,,-3694,4082,2232,13392,0,,,-8.41667,65.63333,8,25,0,S,65,38,0,E,Indian ocean
http://data.nhm.ac.uk/object/b0cd686b-90ae-424c-999e-a5693c922528,5465621,6621,,Pulleniatina ,,obliquiloculata,,,,+250 mu,5,,495,M.3791,34676,HMS Egeria,XX,12/11/1887,,-4646,4510,2466,14796,0,,,-23.23472,56.30417,23,14,5,S,56,18,15,E,Indian ocean
http://data.nhm.ac.uk/object/21213b21-f685-4444-a6e6-9c262e7bdc5b,5465622,6622,,Pulleniatina ,,obliquiloculata,,,,+250 mu,18,,527,M.5248,36057,HMS Penguin,12,17/04/1891,,-3829,3758,2055,12330,0,,,-24.89167,110.39167,24,53,30,S,110,23,30,E,Indian ocean near coast
http://data.nhm.ac.uk/object/007a142c-6409-4395-9ad1-e6a52a6af268,5465623,6623,,Pulleniatina ,,obliquiloculata,,,,+250 mu,13,,546,M.5246,36053,HMS Penguin,9,16/04/1891,,-3350,3676,2010,12060,0,,,-26.93667,111.18167,26,56,12,S,111,10,54,E,Indian ocean near coast
http://data.nhm.ac.uk/object/925840ec-e1d3-4a01-8892-487a2875f3fa,5465624,6624,,Pulleniatina ,,obliquiloculata,,,,,3,,565,M.5241,36043,HMS Penguin,5,16/04/1891,,-1206,1443,789,4734,0,,,-28.00833,112.45833,28,0,30,S,112,27,30,E,Indian ocean near coast
http://data.nhm.ac.uk/object/a6e10171-39ef-4700-a013-fda6bf3e0eda,5465625,6625,,Pulleniatina ,,obliquiloculata,,,,,10,,583,M.4944,35818,HMIMS Investigator,15,22/11/06,,-2680,2140,1170,7020,0,,,20.44222,68.84028,20,36,32,N,68,50,25,E,Indian ocean/Arabian sea
http://data.nhm.ac.uk/object/49015e46-5ac4-4cec-8a1b-2ccbb0825c35,5465626,6626,,Pulleniatina ,,obliquiloculata,,,,,12,,623,,17240,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,,-3021,2268,1240,7440,0,,,-28.88333,170,28,53,0,S,170,0,0,E,"Pacific ocean, Tasman sea"
http://data.nhm.ac.uk/object/77c87306-9ae0-4aa8-b646-74965e53ef0f,5465627,6627,,Pulleniatina ,,obliquiloculata,,,,,11,Slide: Long 178 50 E,669,,17229,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,,-2464,1920,1050,6300,0,,,-33.88333,173.83333,33,53,0,S,173,50,0,E,"Pacific ocean, Tasman sea"
http://data.nhm.ac.uk/object/b56a5045-224d-428b-a5e0-4d8ca1628905,5465628,6628,*,Pulleniatina ,,obliquiloculata,,,,,18,,710,M.284,33668,HMS Challenger,220,11/03/1875,,-2213,2012,1100,6600,0,,,-0.7,147,0,42,0,S,147,0,0,E,Pacific ocean
http://data.nhm.ac.uk/object/e19ecf8f-e050-473a-a2d8-cabeee776d1a,5465629,6629,,Pulleniatina ,,obliquiloculata,,,,,12,,740,M.7037,36683,HMS Penguin,,06/09/1897,,-4634,4243,2320,13920,0,,,1.21333,-161.83667,1,12,48,N,161,50,12,W,Pacific ocean
http://data.nhm.ac.uk/object/97f6fe89-9b82-4833-9fe2-feb4f86c5fd8,5465630,6630,,Pulleniatina ,,obliquiloculata,,,,,18,"Slide: 21/05/1898, Long 178 52 E",750,M.5840,36361,HMS Penguin,3,21/05/1896,,-4844,4965,2715,16290,0,,,-10.21472,178.01444,10,12,53,S,178,0,52,E,Pacific ocean
http://data.nhm.ac.uk/object/0574ef84-53ae-4840-add3-60a9eb17304f,5465631,6631,,Pulleniatina ,,obliquiloculata,,,,,17,Slide: Long 145 41 3 W,777,M.7059,36704,HMS Penguin,723,20/09/1897,,-3952,4071,2226,13356,0,,,-13.17167,-175.68833,13,10,18,S,175,41,18,W,Pacific ocean
http://data.nhm.ac.uk/object/714f469d-7a6e-4be5-bf7c-f0000d223ce6,5465632,6632,,Pulleniatina ,,obliquiloculata,,,,,10,,788,M.4080,34993,HMS Egeria,,26/08/1889,,-2519,2579,1410,8460,0,,,-15.65,-179.0625,15,39,0,S,179,3,45,W,Pacific ocean
