Weblink_to_slide_at_NHMUK_Data_Portal,IRN,ZF_PF_no.,Slide_square_no.,Genus,cf.,Species,Sub_species,Notes_on_slides,Geologic_time,Grade,No_of_individuals,Observations_M.C.Rillo.2015,Buckley_Slide_SL_no.,Former_Museum_no.,IRN_Residue_OBD,Vessel,Station_no.,Collection_date,Collection_info,Sea_Depth_meters_NOAA,Sea_Depth_meters,Sea_Depth_fathoms,Sea_Depth_feet,Tow,Sample_depth_min_cm,Sample_depth_max_cm,Lat.decimal,Long.decimal,Lat.degrees,Lat.minutes,Lat.seconds,Lat.N.S,Long.degrees,Long.minutes,Long.seconds,Long.W.E,Ocean_Sea
http://data.nhm.ac.uk/object/980df33f-9e52-4403-b5b4-d05069c6820a,5271919,6159,,Globigerina,,rubescens,,,,,2,,1352,"1968,O438",18587,Oceanographer,8B & 8U,05/07/67,Icita net,-3936,50,27,162,1,tow,tow,5.18333,88.11667,5,11,0,N,88,7,0,E,Indian ocean
http://data.nhm.ac.uk/object/588628c1-2558-4586-b921-366b0ef97902,5271920,6160,,Globigerina,,rubescens,,,,,14,,1222,"1968,O411",18559,RV Chain / CH61,171,06/12/66,Piston core,-4741,4517,2470,14820,0,580,580,26.7,-39.38333,26,42,0,N,39,23,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/3feb53fd-002f-4630-be33-633f66dc86ad,5271921,6161,1,Globigerina,,quinqueloba,,dissected specimens,,,10,,20,"1959,440b(3)",14452,Voringen,353,10/08/1878,,-2468,NA,NA,NA,0,,,77.96667,5.16667,77,58,0,N,5,10,0,E,Artic Atlantic ocean
http://data.nhm.ac.uk/object/64f06ff7-07eb-4ffb-976c-c51c7a8e4495,6722156,6161,2,Globigerina,,quinqueloba,,dissected specimens,,,12,,20,"1957,328(55)",13652,HMS Vidal,55,16/08/55,Baillie rod,-3220,NA,NA,NA,0,,,70.36667,1.1,70,22,0,N,1,6,0,E,Artic Atlantic ocean
http://data.nhm.ac.uk/object/8efff032-b8e1-468a-a971-7e25af07fefa,6722157,6161,3,Globigerina,,quinqueloba,,dissected specimens,,,12,,20,,15729,USS Rehoboth,R9-6,31/07/51,,-1472,1289,705,4230,0,,,62.35,-27.61667,62,21,0,N,27,37,0,W,Atlantic ocean Artic
http://data.nhm.ac.uk/object/7a42ad97-3b33-483e-9615-0f8fefeab027,5271922,6162,*,Globigerina,,quinqueloba,,,,,14,,221,"1,963,923",16648,RV Spencer F. Baird,DWBG 70,07/12/57,,-2677,2580,1411,8466,0,0,8,-48.475,-113.28333,48,28,30,S,113,17,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/2775e9f8-766c-4592-a2e8-b9f4380d57d3,5271923,6163,,Globigerina,,quinqueloba,,,,,3,Residue OBD: 01/01/1958,259,,16651,RV Spencer F. Baird,DWBG 120,01/02/58,,-3039,3060,1673,10038,0,13,20,-27.93333,-106.91667,27,56,0,S,106,55,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/44d3f567-b8fa-4230-8dbe-3e64246cf041,5271924,6164,,Globigerina,,quinqueloba,,,,,5,,275,,16652,RV Spencer F. Baird,DWBG 121,03/02/58,,-2819,3320,1815,10890,0,10,14,-27.15,-109.83333,27,9,0,S,109,50,0,W,Pacific ocean
http://data.nhm.ac.uk/object/fbb08741-ae4f-4228-a953-25acc3838703,5271926,6165,,Globigerina,,quinqueloba,,,,,7,,687,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,-1137,1148,628,3768,0,,,-39.76667,167.75,39,46,0,S,167,45,0,E,"Pacific ocean, Tasman sea"
http://data.nhm.ac.uk/object/814f4ab6-d42c-46e9-971c-6ad71c28d99c,5271928,6166,,Globigerina,,quinqueloba,,,,,8,,700,,17262,HMNZS Pukaki,N.Z.1.0.B.32,01/01/57,,-746,768,420,2520,0,,,-53.63333,169.86667,53,38,0,S,169,52,0,E,Pacific ocean
http://data.nhm.ac.uk/object/279d0cb1-ad23-430a-ab0c-1b3c6e505648,5271929,6167,*,Globigerina,,quinqueloba,,,Zone N21,,6,,1603,"1968,O378",18527,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,488,490,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/5461ae0e-1a93-4cf8-97f0-ef161d48caf9,5271930,6168,1,Globigerina,,hexagona,,"P13; TopoTYPEs, paper note: ""See G. hexagona draw on 22 topoTYPEs of G. quinqueloba from Natland""",,,3,"""Locality"" info was on the slide",,,NA,Locality 111,,NA,,NA,NA,NA,NA,0,,,NA,NA,NA,NA,NA,,NA,NA,NA,,
http://data.nhm.ac.uk/object/b0c133dc-2816-49cf-aee7-40141f13b0d0,6722158,6168,2,Globigerina,,minuta,,P13; TopoTYPEs,,,1,"I am not sure if the 1963,381 tag was for the whole slide, or just the last part",,"1,963,381",16381,Locality 117 ,111,NA,,-845,NA,NA,NA,0,,,33.45556,-118.31667,33,27,20,N,118,19,0,W,Pacific ocean near coast
http://data.nhm.ac.uk/object/08d76c94-f076-496a-a9d2-1898f7f0af53,6722159,6168,3,Globigerina,,quinqueloba,,P13; TopoTYPEs,,,4,,,,NA,Locality 118,,NA,,NA,NA,NA,NA,0,,,NA,NA,NA,NA,NA,,NA,NA,NA,,
http://data.nhm.ac.uk/object/25292abc-324e-49c6-8aa8-afbd309397a6,5271931,6169,,Globigerina,,falconensis,,"See Parker 1962 (Micropaleontology V8 No2), figs 14, 16-19",,,5,,76,,16649,RV Spencer F. Baird,DWBG 74,11/12/57,,-3141,3220,1761,10566,0,3,7,-43.71667,-107.6,43,43,0,S,107,36,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/bd19efd4-bc5a-455e-bdd3-96b30c013792,5271932,6170,,Globigerina,,falconensis,,Parker after Blow(?),,,9,,129,M.408,34991,HMS Challenger,338,21/03/1876,,-3740,3639,1990,11940,0,,,-21.25,-14.03333,21,15,0,S,14,2,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/088087c8-99f6-4429-b04d-fcb1c0e13a39,5271933,6171,,Globigerina,,falconensis,,identification conflict,,,3,,277,,16652,RV Spencer F. Baird,DWBG 121,03/02/58,,-2819,3320,1815,10890,0,10,14,-27.15,-109.83333,27,9,0,S,109,50,0,W,Pacific ocean
http://data.nhm.ac.uk/object/ed0130ce-4c2d-4695-9e8e-3241c77b270f,5271934,6172,,Globigerina,,falconensis,,,,,2,,616,,17273,RNZFA Tui,N.Z.1.0.B.74,09/09/58,,-124,869,475,2850,0,,,-20.95,-175.23333,20,57,0,S,175,14,0,W,Pacific ocean near Tonga island
http://data.nhm.ac.uk/object/31d201ff-ec71-418f-9ade-6d53260f13b6,5271935,6173,*,Globigerina,,falconensis,,,,,30,,639,,17240,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,,-3021,2268,1240,7440,0,,,-28.88333,170,28,53,0,S,170,0,0,E,"Pacific ocean, Tasman sea"
http://data.nhm.ac.uk/object/3307a392-dfc3-4a42-8f77-cf01d4978beb,5271936,6174,,Globigerina,,falconensis,,,,,17,,689,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,-1137,1148,628,3768,0,,,-39.76667,167.75,39,46,0,S,167,45,0,E,"Pacific ocean, Tasman sea"
http://data.nhm.ac.uk/object/76fca049-9517-4dd1-b92c-1ff17161152e,5271937,6175,,Globigerina,,falconensis,,,,,12,,1074,,NA,Eltanin Cruise 24,no.1601,NA,,-5376,0-200,NA,NA,1,tow,tow,-42.5,-147.95,42,30,0,S,147,57,0,W,Pacific ocean
http://data.nhm.ac.uk/object/ec05f99f-76ec-4a3f-8d8d-b3a9d063939a,5271938,6176,,Globigerina,,falconensis,,P14 ; Blow ; plastic slide,,,3,Slide: Long 109 9 W,,,16367,RV Spencer F. Baird,DWBG 73,11/12/57,,-3132,3080,NA,NA,0,0,2,-43.8,-108.15,43,48,0,S,108,9,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/f1e8f8d8-72c1-4309-a416-2555a1900df9,5271939,6177,,Globigerina,,falconensis,,P15 ; Blow,,,16,,,"1,963,369",16367,RV Spencer F. Baird,DWBG 73,11/12/57,,-3132,3080,1684,10104,0,0,2,-43.8,-108.15,43,48,0,S,108,9,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/c6ccc5db-96ab-4c8a-b407-fbd3094fea48,5271940,6178,*,Globigerina,,falconensis,,identification conflict,,,5,,588,M.4944,35818,HMIMS Investigator,15,22/11/06,,-2680,2140,1170,7020,0,,,20.44222,68.84028,20,36,32,N,68,50,25,E,Indian ocean/Arabian sea
http://data.nhm.ac.uk/object/90e3a2e4-aea1-4831-8564-aece08fd60d2,5271941,6179,,Globigerina,,falconensis,,Blow,U. Miocene,,8,,1123,"1966,O57",18031,J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,,-1134,NA,NA,NA,0,,,28.5,-77.51667,28,30,0,N,77,31,0,W,Atlantic ocean near coast
http://data.nhm.ac.uk/object/99ead0b6-92a4-4026-b7a4-40780771f4e5,5271943,6180,,Globigerina,,falconensis,,,Zone N21,,11,Slide: Long 6 4  E,1176,"1968,O242",18483,RV Argo,Dodo 117 P,18/06/64,Piston core,-3407,3398,1858,11148,0,99,102,-18.35,62.06667,18,21,0,S,62,4,0,E,Indian ocean
http://data.nhm.ac.uk/object/4009a721-a338-4f04-8bd4-6586ac2ea146,5271944,6181,,Globigerina,,digitata,,Hastigerinella? ; TYPE. Locality,,,4,,124,M.408,34991,HMS Challenger,338,21/03/1876,,-3740,3639,1990,11940,0,,,-21.25,-14.03333,21,15,0,S,14,2,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/fea3334c-38b1-4c90-adb7-fc6af6138685,5271945,6182,*,Globigerina,,digitata,,,,,3,,162,,16641,RV Horizon,Cap HG 38,01/02/53,,-3617,3590,1963,11778,0,4,8,-14.27333,-120.68,14,16,24,S,120,40,48,W,Pacific ocean
http://data.nhm.ac.uk/object/35619474-9bf5-4801-b351-a66a6f9f1143,5271946,6183,,Globigerina,,digitata,,,,,2,,219,"1,963,923",16648,RV Spencer F. Baird,DWBG 70,07/12/57,,-2677,2580,1411,8466,0,0,8,-48.475,-113.28333,48,28,30,S,113,17,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/28e2b830-0caa-439d-b6c2-091b301237fa,5271947,6184,*,Globigerina,,digitata,,,,,10,Residue OBD: 01/01/1958,249,,16651,RV Spencer F. Baird,DWBG 120,01/02/58,,-3039,3060,1673,10038,0,13,20,-27.93333,-106.91667,27,56,0,S,106,55,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/cb68d4cb-bd35-4791-8e01-4641a56358b5,5271948,6185,,Globigerina,,digitata,,,,,4,,269,,16652,RV Spencer F. Baird,DWBG 121,03/02/58,,-2819,3320,1815,10890,0,10,14,-27.15,-109.83333,27,9,0,S,109,50,0,W,Pacific ocean
http://data.nhm.ac.uk/object/36a18cc0-574d-47c2-9a47-6830b3cb050f,5271950,6186,,Globigerina,,digitata,,,,,7,,326,"1,963,930",16656,RV Horizon,DWHG 79,07/02/58,,-3362,NA,NA,NA,0,7,11,-23.60833,-118.225,23,36,30,S,118,13,30,W,Pacific ocean
http://data.nhm.ac.uk/object/2cfecd1d-3d01-4ccc-bbe5-7b3b3b0c8dd3,5271951,6187,,Globigerina,,digitata,,,,127-250 mu,4,,353,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,-4346,4042,2210,13260,0,4,5.5,7.19333,63.0425,7,11,36,N,63,2,33,E,Indian ocean
http://data.nhm.ac.uk/object/6f2e6ccd-83ff-4650-bd2a-f3ac0eab34ea,5271952,6188,,Globigerina,,digitata,,,,,3,,381,M.3787,34671,HMS Egeria,,31/10/1887,,-2708,2869,1569,9414,0,,,-19.56667,64.63333,19,34,0,S,64,38,0,E,Indian ocean
http://data.nhm.ac.uk/object/96740c6f-ac51-40fe-a7da-91bfa2edbd19,5271953,6189,,Globigerina,,digitata,,,,,3,,395,M.7525.A,37190,HMS Sealark,,31/07/05,,-3322,3919,2143,12858,0,,,-12.11667,64.125,12,7,0,S,64,7,30,E,Indian ocean
http://data.nhm.ac.uk/object/618a412d-0e1e-45eb-9a2a-aaf15915a00a,5271954,6190,,Globigerina,,digitata,,,,127-250 mu,3,,416,M.4292,35238,HMS Egeria,,01/04/1894,,-2658,2749,1503,9018,0,,,7.08333,73.80417,7,5,0,N,73,48,15,E,Indian ocean near coast
http://data.nhm.ac.uk/object/7a2e7d9f-7c1e-40c5-842f-ddd9431d60c6,5271955,6191,,Globigerina,,digitata,,,,,2,"Slide: 02/11/1905, Lat 2 41 1 S",444,M.7488,37149,HMS Sealark,186,12/11/05,,-3594,3475,1900,11400,0,,,-2.70167,67.38333,2,42,6,S,67,23,0,E,Indian ocean
http://data.nhm.ac.uk/object/99769946-2cb1-47b5-ba78-adbee5a94f23,5271956,6192,,Globigerina,,digitata,,,,127-250 mu,1,"Slide: 02/11/1905, Lat 2 41 1 S",451,M.7488,37149,HMS Sealark,186,12/11/05,,-3594,3475,1900,11400,0,,,-2.70167,67.38333,2,42,6,S,67,23,0,E,Indian ocean
http://data.nhm.ac.uk/object/19e9a5e8-36d1-490a-b7e5-3dc3c8c066a2,5271957,6193,,Globigerina,,digitata-bulloides-crassaformis,,,,127-250 mu,6,,472,M.7487,37148,HMS Sealark,181,09/11/05,,-3507,3758,2055,12330,0,,,-7.59167,61.48333,7,35,30,S,61,29,0,E,Indian ocean
http://data.nhm.ac.uk/object/171da76a-8563-43c1-bc0c-e78608d0b523,5271958,6194,,Globigerina,,digitata,,,,127-250 mu,3,,502,M.3791,34676,HMS Egeria,XX,12/11/1887,,-4646,4510,2466,14796,0,,,-23.23472,56.30417,23,14,5,S,56,18,15,E,Indian ocean
http://data.nhm.ac.uk/object/5a8c349e-3de6-45b2-957a-8da558d61943,5271959,6195,,Globigerina,,digitata,,,,127-250 mu,6,,517,M.3793,34678,HMS Egeria,XII,16/11/1887,,-4211,4228,2312,13872,0,,,-29.93333,54.1,29,56,0,S,54,6,0,E,Indian ocean
http://data.nhm.ac.uk/object/fa85c0bd-963e-42a5-8aad-c439e7ef8f7c,5271960,6196,,Globigerina,,digitata,,,,127-250 mu,2,,535,M.5248,36057,HMS Penguin,12,17/04/1891,,-3829,3758,2055,12330,0,,,-24.89167,110.39167,24,53,30,S,110,23,30,E,Indian ocean near coast
http://data.nhm.ac.uk/object/2c95b71e-0614-4c02-ad54-077587f29bb0,5271961,6197,,Globigerina,,digitata,,,,+250 mu,1,,551,M.5246,36053,HMS Penguin,9,16/04/1891,,-3350,3676,2010,12060,0,,,-26.93667,111.18167,26,56,12,S,111,10,54,E,Indian ocean near coast
http://data.nhm.ac.uk/object/d1717682-be4c-4a9b-8820-1ebbf44aa3bf,5271962,6198,,Globigerina,,digitata,,,,,2,,600,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,-4346,4042,2210,13260,0,0,3.5,7.19333,63.0425,7,11,36,N,63,2,33,E,Indian ocean
http://data.nhm.ac.uk/object/8c70aa28-623e-46e1-819f-37b340472f3a,5271964,6199,,Globigerina,,digitata,,,,,4,,610,,17273,RNZFA Tui,N.Z.1.0.B.74,09/09/58,,-124,869,475,2850,0,,,-20.95,-175.23333,20,57,0,S,175,14,0,W,Pacific ocean near Tonga island
http://data.nhm.ac.uk/object/86603aee-c9ac-49fa-b842-d7e57d096d6f,5271965,6200,*,Globigerina,,digitata,,,,,7,,625,,17240,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,,-3021,2268,1240,7440,0,,,-28.88333,170,28,53,0,S,170,0,0,E,"Pacific ocean, Tasman sea"
http://data.nhm.ac.uk/object/75e8e501-f36c-412a-809d-238da2c56187,5271966,6201,,Globigerina,,digitata,,,,,2,Slide: Long 178 50 E,651,,17229,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,,-2464,1920,1050,6300,0,,,-33.88333,173.83333,33,53,0,S,173,50,0,E,"Pacific ocean, Tasman sea"
http://data.nhm.ac.uk/object/decc0bc0-f9c0-4733-922d-9ef7ca02dd24,5271967,6202,,Globigerina,,digitata,,,,,2,,679,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,-1137,1148,628,3768,0,,,-39.76667,167.75,39,46,0,S,167,45,0,E,"Pacific ocean, Tasman sea"
http://data.nhm.ac.uk/object/d4dfcf11-df03-44cc-892c-b7d8cd967838,5271968,6203,,Globigerina,,digitata + unknows,,,,,4,,789,M.4080,34993,HMS Egeria,,26/08/1889,,-2519,2579,1410,8460,0,,,-15.65,-179.0625,15,39,0,S,179,3,45,W,Pacific ocean
http://data.nhm.ac.uk/object/df869c7c-3c85-472e-a36d-6355ac292254,5271969,6204,*,Globigerina,,digitata,,,Pleistocene Gunz,,1,Sample depth: 555-558?,832,"1965,O40",17371,RV Vema,V 16-21,09/11/59,,-3881,3795,2075,12450,0,55,58,17.275,-48.41667,17,16,30,N,48,25,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/031a1f3d-3758-4ef9-9a25-b077ed99da15,5271971,6205,,Globigerina,,digitata,,,Pleistocene Gunz,,4,,851,"1965,O41",17382,RV Vema ,V 16-23,12/11/59,,-4298,4886,2672,16032,0,950,953,13.25,-40.66667,13,15,0,N,40,40,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/690f4a3a-936b-4fb4-aa43-1ab3b01ebd75,5271972,6206,,Globigerina,,digitata,,,,,1,"Residual IRN related to 1965,O40 (and not 1965,O206)",969,"1965,O206",17371,RV Vema,V 16-21,09/11/59,,-3881,3795,2075,12450,0,80,82,17.275,-48.41667,17,16,30,N,48,25,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/eb499d97-e19b-4a43-beec-b47e79e149b4,5271973,6207,,Globigerina,,digitata,,,Pleistocene Gunz,,5,Sample depth: 5-8?,947,"1965,O39",17359,RV Vema,V 15-164,03/05/59,,-4123,3380,1848,11088,0,5,6,-9.75,-34.4,9,45,0,S,34,24,0,W,Atlantic ocean near Brazil
http://data.nhm.ac.uk/object/40cd0b3e-8020-4a9c-9c7e-11a7e5b88df6,5271974,6208,,Globigerina,,digitata,,,,,1,,976,"1965,O208",17163,RV Argo,A 185-7,NA,,-2910,2470,1351,8106,0,151,152,21.11667,-72.85,21,7,0,N,72,51,0,W,Atlantic ocean near islands
http://data.nhm.ac.uk/object/b3548052-97ae-4142-b4f6-0decaba68ed2,5271975,6209,,Globigerina,,digitata,,,Zone N21,,2,,1599,"1968,O378",18527,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,488,490,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/77bc93e3-388c-4903-b51e-5441f1bed24b,5271976,6210,,Globigerina,,digitata + ?,,,Zone N19,,5,,1277,"1968,O381",18530,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,575,578,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/ce2d6ee0-641b-4404-a2e2-fccee05e0bbb,5271977,6211,,Globigerina,,digitata,,,Zone N20,,1,Slide: Long 6 4  E,1187,"1968,O243",18484,RV Argo,Dodo 117 P,18/06/64,Piston core,-3407,3398,1858,11148,0,251,254,-18.35,62.06667,18,21,0,S,62,4,0,E,Indian ocean
http://data.nhm.ac.uk/object/c3bfd70d-9c31-4cbf-bd68-e891c729fb37,5271978,6212,,Globigerina,,incompta,,P16 ; Cifelli,,,3,No residue IRN - slides from Museum Washington D.C.,,"1,962,162",NA,Albatross,D2335,NA,Bottom sediment of Havana Cuba,-136,373,204,1224,0,,,23.16667,-82.33333,23,10,0,N,82,20,0,W,Atlantic ocean near coast; Mexico Gulf
http://data.nhm.ac.uk/object/91452ed8-f900-4a64-9aba-62da209dda83,5271979,6213,,Globigerina,,incompta,,P17 ; Cifelli ; Coll. May 1961,,,10,No residue IRN - slides from Museum Washington D.C.,,"1,962,163",NA,,,NA,Oblique tow,-157,0-200,NA,NA,1,tow,tow,40.1,-71.05,40,6,0,N,71,3,0,W,Atlantic ocean near coast
http://data.nhm.ac.uk/object/3a9e0445-9206-4acf-a11d-1ec14db6ba04,5271980,6214,*,Globigerinoides,,sacculifera,,,,,17,,91,,16654,RV Spencer F. Baird,DWBG 137,15/02/58,,-2712,2770,1515,9090,0,5,9,-9.88333,-110.68333,9,53,0,S,110,41,0,W,Pacific ocean
http://data.nhm.ac.uk/object/751c548f-6fcd-4e53-81e6-df1ea05a7a04,5271981,6215,,Globigerinoides,,sacculifera,,,,,11,,97,,16642,RV Horizon,Cap HG 40,02/02/53,,-3641,3550,1941,11646,0,1,4,-15.21833,-117.50667,15,13,6,S,117,30,24,W,Pacific ocean
http://data.nhm.ac.uk/object/782c7068-f2a5-4183-bec7-8b0dfdaa585f,5271982,6216,*,Globigerinoides,,sacculifera,,,,,14,,111,M.408,34991,HMS Challenger,338,21/03/1876,,-3740,3639,1990,11940,0,,,-21.25,-14.03333,21,15,0,S,14,2,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/e39b064c-fe0e-47ce-a62b-c57406d7f973,5271983,6217,,Globigerinoides,,sacculifera-triloba,,,,,5,look different,119,M.408,34991,HMS Challenger,338,21/03/1876,,-3740,3639,1990,11940,0,,,-21.25,-14.03333,21,15,0,S,14,2,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/d14468f5-40d5-4d96-b175-64cd1b3772a0,5271985,6218,,Globigerinoides,,sacculifera,,,,,15,(or 11),159,"1,963,367",16365,Capricorn,BG 24,03/01/53,,-4347,2780,1520,9120,0,5,10,-19.475,-173.73333,19,28,30,S,173,44,0,W,Pacific ocean
http://data.nhm.ac.uk/object/290b4053-9894-4787-b2d6-1f1de6875d08,5271986,6219,,Globigerinoides,,sacculifera,,,,,14,,149,"1,963,916",16640,RV Horizon,Cap HG 37,31/01/53,,-3456,3850,2105,12630,0,4,8,-13.09167,-124.28,13,5,30,S,124,16,48,W,Pacific ocean
http://data.nhm.ac.uk/object/f433f5e0-b70e-4999-87e7-c5fbb989c6f5,5271987,6220,*,Globigerinoides,,sacculifera,,,,,16,(or 16),157,,16641,RV Horizon,Cap HG 38,01/02/53,,-3617,3590,1963,11778,0,4,8,-14.27333,-120.68,14,16,24,S,120,40,48,W,Pacific ocean
http://data.nhm.ac.uk/object/7d215896-2ca5-4289-a077-edb8af56219a,5271989,6221,,Globigerinoides,,sacculifera fistulosa,,,,,18,,176,,16645,RV Spencer F. Baird,DWBG 11,31/10/57,,-3415,4155,2272,13632,0,7,10,5.43333,-131.31667,5,26,0,N,131,19,0,W,Pacific ocean
http://data.nhm.ac.uk/object/72a71e3e-40ea-4d74-b2be-b41a2c787f45,5271990,6222,,Globigerinoides,,sacculifera,,,,,15,,194,,16646,RV Spencer F. Baird,DWBG 36,23/11/57,,-2312,3680,2012,12072,0,3,7,-26.31667,-147.11667,26,19,0,S,147,7,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/cbc1d64a-c50e-498d-b381-6113b4347b62,5271991,6223,,Globigerinoides,,sacculifera,,,,,14,,229,,16650,RV Spencer F. Baird,DWBG 114,23/01/58,,-3157,3090,1690,10140,0,8,12,-18.33333,-79.34167,18,20,0,S,79,20,30,W,Pacific ocean
http://data.nhm.ac.uk/object/7bb762a2-e5e7-4f32-9513-026c88a1e463,5271992,6224,,Globigerinoides,,sacculifera,,,,,12,Residue OBD: 01/01/1958,257,,16651,RV Spencer F. Baird,DWBG 120,01/02/58,,-3039,3060,1673,10038,0,13,20,-27.93333,-106.91667,27,56,0,S,106,55,0,W,Pacific Ocean
http://data.nhm.ac.uk/object/c88fc14f-5fd4-407b-9aa4-4ccdd0024018,5271993,6225,,Globigerinoides,,sacculifera,,,,,13,,265,,16652,RV Spencer F. Baird,DWBG 121,03/02/58,,-2819,3320,1815,10890,0,10,14,-27.15,-109.83333,27,9,0,S,109,50,0,W,Pacific ocean
http://data.nhm.ac.uk/object/698963dd-54e6-44a5-ba33-a6efcca0639f,5271994,6226,,Globigerinoides,,sacculifera,,,,,17,,285,,16653,RV Spencer F. Baird,DWBG 130,11/02/58,Gravity corer,-3034,3120,1706,10236,0,12,15,-14.73333,-112.1,14,44,0,S,112,6,0,W,Pacific ocean
http://data.nhm.ac.uk/object/5cb1d3bf-f4c5-4a71-b43d-e28ed875bb93,5271995,6227,,Globigerinoides,,sacculifera,,,,,15,,335,"1,963,930",16656,RV Horizon,DWHG 79,07/02/58,,-3362,NA,NA,NA,0,7,11,-23.60833,-118.225,23,36,30,S,118,13,30,W,Pacific ocean
http://data.nhm.ac.uk/object/65d10628-e2be-4245-b38e-34aff9069448,5271996,6228,,Globigerinoides,,sacculifera,,,,,15,,306,,16657,RV Argo,MSN 53 G,05/12/60,,-2810,3658,2000,12000,0,4,9,-16.41667,66.03333,16,25,0,S,66,2,0,E,Indian ocean
http://data.nhm.ac.uk/object/d6e5088f-fab1-49c9-96fc-1f796a251197,5271997,6229,,Globigerinoides,,sacculifera,,,,,9,,346,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,-4346,4042,2210,13260,0,4,5.5,7.19333,63.0425,7,11,36,N,63,2,33,E,Indian ocean
http://data.nhm.ac.uk/object/861a695e-a64a-4009-b9ba-bf57f257e706,5271998,6230,,Globigerinoides,,sacculifera fistulosa,,,,,2,,595,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,-4346,4042,2210,13260,0,10,10,7.19333,63.0425,7,11,36,N,63,2,33,E,Indian ocean
http://data.nhm.ac.uk/object/a1e8c7ad-50b2-44a6-9196-ddbc40d36a2e,5271999,6231,,Globigerinoides,,sacculifera,,,,,9,,380,M.3787,34671,HMS Egeria,,31/10/1887,,-2708,2869,1569,9414,0,,,-19.56667,64.63333,19,34,0,S,64,38,0,E,Indian ocean
http://data.nhm.ac.uk/object/696b01f4-d22c-431e-a202-8889f914c1a3,5272000,6232,,Globigerinoides,,sacculifera,,,,,14,,401,M.7525.A,37190,HMS Sealark,,31/07/05,,-3322,3919,2143,12858,0,,,-12.11667,64.125,12,7,0,S,64,7,30,E,Indian ocean
http://data.nhm.ac.uk/object/eec0f057-02c1-4334-a99e-bfbd8f3a6a45,5272002,6233,,Globigerinoides,,sacculifera,,,,,11,,425,M.4292,35238,HMS Egeria,,01/04/1894,,-2658,2749,1503,9018,0,,,7.08333,73.80417,7,5,0,N,73,48,15,E,Indian ocean near coast
http://data.nhm.ac.uk/object/8b665da1-8067-4227-9596-da3f23137a1a,5272003,6234,,Globigerinoides,,sacculifera,,,,,23,"Slide: 02/11/1905, Lat 2 41 1 S",437,M.7488,37149,HMS Sealark,186,12/11/05,,-3594,3475,1900,11400,0,,,-2.70167,67.38333,2,42,6,S,67,23,0,E,Indian ocean
http://data.nhm.ac.uk/object/180eb60d-c077-44a6-8734-befa4f859087,5272004,6235,,Globigerinoides,,sacculifera,,,,+250 mu,17,,456,M.7487,37148,HMS Sealark,181,09/11/05,,-3507,3758,2055,12330,0,,,-7.59167,61.48333,7,35,30,S,61,29,0,E,Indian ocean
http://data.nhm.ac.uk/object/fb425513-8e52-4b14-aeea-e0ad3d1e8af9,5272005,6236,,Globigerinoides,,sacculifera,,,,127-250 mu,4,,471,M.7487,37148,HMS Sealark,181,09/11/05,,-3507,3758,2055,12330,0,,,-7.59167,61.48333,7,35,30,S,61,29,0,E,Indian ocean
http://data.nhm.ac.uk/object/24803afd-9630-44ba-aa34-520b6616a85c,5272006,6237,,Globigerinoides,,sacculifera,,,,+250 mu,17,,479,M.7469,37130,HMS Sealark,52,29/07/05,,-3694,4082,2232,13392,0,,,-8.41667,65.63333,8,25,0,S,65,38,0,E,Indian ocean
