IRN,ZF/PF no.,Square,Genus,,Species,Sub-species,Notes on slides,Era,Grade,No. of individuals,Observations Marina,Buckley Slide/SL,Museum no.,Vessel,Station no.,Collection date,Residue OBD IRN,Collection info,Sea Depth NOAA (m),Sea Depth (m),Sea Depth (fms),Sea Depth (feet),tow,Sample depth MIN (cm),Sample depth MAX (cm),Lat degrees,Lat minutes,Lat seconds,Lat N/S,Long degrees,Long minutes,Long seconds,Long W/E,Lat decimal,Long decimal,Ocean/Sea
5465603,6603,,Orbulina ,,universa,,P22 ; from Dr. Puwi (?) Aug. 1967 sosc.(?),,,1,,,,,,,,Mediterranean Bay of Naples,,bottom-250,,,1,tow,tow,,,,,,,,,,,
5465604,6604,,Pulleniatina ,,obliquiloculata,,showing shell structure ; presented by Dr. Parker 1963,,,1,hard to define a position€,58,,RV Spencer F. Baird,DWBG 134,14/02/58,16370,,-3296,3230,1766,,,0,3,11,42,0,S,109,43,0,W,-11.7,-109.71667,Pacific ocean
5465605,6605,,Pulleniatina ,,obliquiloculata,,,,,6,,81,,RV Spencer F. Baird,DWBG 137,15/02/58,16654,,-2712,2770,1515,,,5,9,9,53,0,S,110,41,0,W,-9.88333,-110.68333,Pacific ocean
5465606,6606,,Pulleniatina ,,obliquiloculata,,,,,6,,106,,RV Horizon,Cap HG 40,02/02/53,16642,,-3641,3550,1941,,,1,4,15,13,6,S,117,30,24,W,-15.21833,-117.50667,Pacific ocean
5465607,6607,,Pulleniatina ,,obliquiloculata,,,,,4,,118,M.408,HMS Challenger,338,21/03/1876,34991,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5465608,6608,*,Pulleniatina ,,obliquiloculata,,,,,10,,146,,RV Horizon,Cap HG 37,31/01/53,16640,,-3456,3850,2105,,,4,8,13,5,30,S,124,16,48,W,-13.09167,-124.28,Pacific ocean
5465609,6609,,Pulleniatina ,,obliquiloculata,,,,,8,,158,,RV Horizon,Cap HG 38,01/02/53,16641,,-3617,3590,1963,,,4,8,14,16,24,S,120,40,48,W,-14.27333,-120.68,Pacific ocean
5465610,6610,,Pulleniatina ,,obliquiloculata,,,,,11,,178,,RV Spencer F. Baird,DWBG 11,31/10/57,16645,,-3415,4155,2272,,,7,10,5,26,0,N,131,19,0,W,5.43333,-131.31667,Pacific ocean
5465611,6611,,Pulleniatina ,,obliquiloculata,,,,,4,,234,,RV Spencer F. Baird,DWBG 114,23/01/58,16650,,-3157,3090,1690,,,8,12,18,20,0,S,79,20,30,W,-18.33333,-79.34167,Pacific ocean
5465612,6612,,Pulleniatina ,,obliquiloculata,,,,,8,,282,,RV Spencer F. Baird,DWBG 130,11/02/58,16653,Gravity corer,-3034,3120,1706,,,12,15,14,44,0,S,112,6,0,W,-14.73333,-112.1,Pacific ocean
5465613,6613,,Pulleniatina ,,obliquiloculata,,,,,6,,304,,RV Argo,MSN 53 G,05/12/60,16657,,-2810,3658,2000,,,4,9,16,25,0,S,66,2,0,E,-16.41667,66.03333,Indian ocean
5465614,6614,,Pulleniatina ,,obliquiloculata,,,,+250 mu,8,,352,96626 (A52),HEMS Mabahiss,167,25/04/34,30724,,-4346,4042,2210,,,4,5.5,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5465615,6615,,Pulleniatina ,,obliquiloculata,,,,,10,,366,M.3787,HMS Egeria,,31/10/1887,34671,,-2708,2869,1569,,,,,19,34,0,S,64,38,0,E,-19.56667,64.63333,Indian ocean
5465616,6616,,Pulleniatina ,,obliquiloculata,,,,,11,,389,M.7525.A,HMS Sealark,,31/07/05,37190,,-3322,3919,2143,,,,,12,7,0,S,64,7,30,E,-12.11667,64.125,Indian ocean
5465617,6617,,Pulleniatina ,,obliquiloculata,,,,,7,,419,M.4292,HMS Egeria,,01/04/1894,35238,,-2658,2749,1503,,,,,7,5,0,N,73,48,15,E,7.08333,73.80417,Indian ocean near coast
5465618,6618,,Pulleniatina ,,obliquiloculata,,,,,13,"Slide: 02/11/1905, Lat 2 41 1 S",439,M.7488,HMS Sealark,186,12/11/05,37149,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5465619,6619,,Pulleniatina ,,obliquiloculata,,,,+250 mu,14,,461,M.7487,HMS Sealark,181,09/11/05,37148,,-3507,3758,2055,,,,,7,35,30,S,61,29,0,E,-7.59167,61.48333,Indian ocean
5465620,6620,,Pulleniatina ,,obliquiloculata,,,,+250 mu,11,,487,M.7469,HMS Sealark,52,29/07/05,37130,,-3694,4082,2232,,,,,8,25,0,S,65,38,0,E,-8.41667,65.63333,Indian ocean
5465621,6621,,Pulleniatina ,,obliquiloculata,,,,+250 mu,5,,495,M.3791,HMS Egeria,XX,12/11/1887,34676,,-4646,4510,2466,,,,,23,14,5,S,56,18,15,E,-23.23472,56.30417,Indian ocean
5465622,6622,,Pulleniatina ,,obliquiloculata,,,,+250 mu,18,,527,M.5248,HMS Penguin,12,17/04/1891,36057,,-3829,3758,2055,,,,,24,53,30,S,110,23,30,E,-24.89167,110.39167,Indian ocean near coast
5465623,6623,,Pulleniatina ,,obliquiloculata,,,,+250 mu,13,,546,M.5246,HMS Penguin,9,16/04/1891,36053,,-3350,3676,2010,,,,,26,56,12,S,111,10,54,E,-26.93667,111.18167,Indian ocean near coast
5465624,6624,,Pulleniatina ,,obliquiloculata,,,,,3,,565,M.5241,HMS Penguin,5,16/04/1891,36043,,-1206,1443,789,,,,,28,0,30,S,112,27,30,E,-28.00833,112.45833,Indian ocean near coast
5465625,6625,,Pulleniatina ,,obliquiloculata,,,,,10,,583,M.4944,HMIMS Investigator,15,22/11/06,35818,,-2680,2140,1170,,,,,20,36,32,N,68,50,25,E,20.44222,68.84028,Indian ocean/Arabian sea
5465626,6626,,Pulleniatina ,,obliquiloculata,,,,,12,,623,,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,17240,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5465627,6627,,Pulleniatina ,,obliquiloculata,,,,,11,Slide: Long 178 50 E,669,,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,17229,,-2464,1920,1050,,,,,33,53,0,S,173,50,0,E,-33.88333,173.83333,"Pacific ocean, Tasman sea"
5465628,6628,*,Pulleniatina ,,obliquiloculata,,,,,18,,710,M.284,HMS Challenger,220,11/03/1875,33668,,-2213,2012,1100,,,,,0,42,0,S,147,0,0,E,-0.7,147,Pacific ocean
5465629,6629,,Pulleniatina ,,obliquiloculata,,,,,12,,740,M.7037,HMS Penguin,,06/09/1897,36683,,-4634,4243,2320,,,,,1,12,48,N,161,50,12,W,1.21333,-161.83667,Pacific ocean
5465630,6630,,Pulleniatina ,,obliquiloculata,,,,,18,"Slide: 21/05/1898, Long 178 52 E",750,M.5840,HMS Penguin,3,21/05/1896,36361,,-4844,4965,2715,,,,,10,12,53,S,178,0,52,E,-10.21472,178.01444,Pacific ocean
5465631,6631,,Pulleniatina ,,obliquiloculata,,,,,17,Slide: Long 145 41 3 W,777,M.7059,HMS Penguin,723,20/09/1897,36704,,-3952,4071,2226,,,,,13,10,18,S,175,41,18,W,-13.17167,-175.68833,Pacific ocean
5465632,6632,,Pulleniatina ,,obliquiloculata,,,,,10,,788,M.4080,HMS Egeria,,26/08/1889,34993,,-2519,2579,1410,,,,,15,39,0,S,179,3,45,W,-15.65,-179.0625,Pacific ocean
5465633,6633,,Pulleniatina ,,obliquiloculata,,,,,23,Sample depth: 20-23?,801,"1965,O37",RV Vema,V 14-100,25/05/58,17338,,-3663,3910,2138,,,22,23,3,52,0,N,65,31,0,E,3.86667,65.51667,Indian ocean
5465634,6634,,Pulleniatina ,,obliquiloculata,,,Pleistocene Gunz,,20,Sample depth: 555-558?,817,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,-3881,3795,2075,,,55,58,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5465635,6635,,Pulleniatina ,,obliquiloculata,,,Pliocene,,1,,845,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,-3881,3795,2075,,,405,408,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5465636,6636,,Pulleniatina ,,obliquiloculata,,,Pleistocene Gunz,,30,,847,"1965,O41",RV Vema ,V 16-23,12/11/59,17382,,-4298,4886,2672,,,950,953,13,15,0,N,40,40,0,W,13.25,-40.66667,Atlantic ocean
5465637,6637,,Pulleniatina ,,obliquiloculata,,,Pleistocene G-M,,11,,879,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,-3182,3000,1640,,,205,208,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5465638,6638,,Pulleniatina ,,obliquiloculata,,,Pleistocene Gunz,,13,,896,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,-3182,3000,1640,,,545,548,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5465639,6639,,Pulleniatina ,,obliquiloculata,,,Pliocene,,9,,913,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,-3182,3000,1640,,,625,628,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5465640,6640,,Pulleniatina ,,obliquiloculata,,,Pleistocene Gunz,,7,Sample depth: 5-8?,931,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,-4123,3380,1848,,,5,6,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5465641,6641,,Pulleniatina ,,obliquiloculata,,,,,6,"Residual IRN related to 1965,O40 (and not 1965,O206)",972,"1965,O206",RV Vema,V 16-21,09/11/59,17371,,-3881,3795,2075,,,80,82,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5465642,6642,,Pulleniatina ,,obliquiloculata,,,,,8,,979,"1965,O208",RV Argo,A 185-7,,17163,,-2910,2470,1351,,,151,152,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5465643,6643,,Pulleniatina ,,obliquiloculata,,,,,17,,996,"1965,O208",RV Argo,A 185-7,,17163,,-2910,2470,1351,,,402,402,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5465644,6644,,Pulleniatina ,,obliquiloculata,,,,,8,,1021,"1965,O203",RV Vema,V 3-153,,17162,,-1004,970,530,,,2,2,28,24,0,N,77,56,0,W,28.4,-77.93333,Atlantic ocean near coast
5465645,6645,,Pulleniatina ,,obliquiloculata,,,,,3,Did not find IRN; specimens red/pink,1060,"1967,O385","W. Equatorial, Atlantic",,03/04/63,,,,0-200,,,1,tow,tow,,,,,,,,,,,
5465646,6646,,Pulleniatina ,,obliquiloculata,,,,,13,,1068,,Anton Bruun (A.B.) cruise 2,137,10/07/63,18718,Be net,-4968,0-125,,,1,tow,tow,14,50,0,S,79,56,0,E,-14.83333,79.93333,Indian ocean
5465647,6647,*,Pulleniatina ,,obliquiloculata,,,,,1,Slide: 17/07/1967,1096,,Anton Bruun (A.B.) cruise 2,St. 144 ; no. 834,17/07/63,18720,,-4379,500-1000,,,1,tow,tow,4,18,0,N,80,8,0,E,4.3,80.13333,Indian ocean near coast
5465648,6648,,Pulleniatina ,,obliquiloculata,,,,,4,,1100,,Anton Bruun (A.B.) cruise 2,"Stn 139, no. 796",12/07/63,18719,,-5228,0-250,,,1,tow,tow,8,37,0,S,79,34,0,E,-8.61667,79.56667,Indian ocean
5465649,6649,,Pulleniatina ,,obliquiloculata,,,,,11,Residue OBD: Sta 2B,1148,,Oceanographer,B.P. 2U,30/06/67,18580,,-2236,50,27,,1,tow,tow,12,19,0,N,73,13,0,E,12.31667,73.21667,Indian ocean
5465650,6650,,Pulleniatina ,,obliquiloculata,,,,,13,,1154,M.7632,HMS Serpent ?,,30/01/1868,37299,,-3261,3456,1890,,,,,18,38,0,N,69,10,0,E,18.63333,69.16667,Indian ocean
5465651,6651,,Pulleniatina ,,obliquiloculata,,,,,3,,1379,"1968,O443",Oceanographer,13B & 13U,12/08/67,18592,,-1335,50,27,,1,tow,tow,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5465652,6652,,Pulleniatina ,,obliquiloculata,,,,,8,,1389,"1968,O445",Oceanographer,15B & 15U,17/08/67,18594,,-2506,50,27,,1,tow,tow,16,38,0,S,113,3,0,E,-16.63333,113.05,Indian ocean
5465653,6653,,Pulleniatina ,,obliquiloculata,,P23 ; W. & J. ; Plastogamy(?),,,1,Did not find IRN,,,Albatross 1947-1948,Core 241 01(?) No.3,17/07/48,,,-4809,,,,,9.5,10,1,10,0,N,9,50,0,W,1.16667,-9.83333,Atlantic ocean
5465654,6654,,Globigerinella,,aequilateralis/siphonifera,,"See Parker 1962 Micropal. Vol 8 No. 2 Pl.2 Fig 27,28",,,2,none of the slides had most of the specimens in the same position€,74,,RV Spencer F. Baird,DWBG 74,11/12/57,16649,,-3141,3220,1761,,,3,7,43,43,0,S,107,36,0,W,-43.71667,-107.6,Pacific Ocean
5465655,6655,,Globigerinella,,aequilateralis/siphonifera,,,,,7,,92,,RV Spencer F. Baird,DWBG 137,15/02/58,16654,,-2712,2770,1515,,,5,9,9,53,0,S,110,41,0,W,-9.88333,-110.68333,Pacific ocean
5465656,6656,,Globigerinella,,aequilateralis/siphonifera,,,,,6,,100,,RV Horizon,Cap HG 40,02/02/53,16642,,-3641,3550,1941,,,1,4,15,13,6,S,117,30,24,W,-15.21833,-117.50667,Pacific ocean
5465657,6657,,Globigerinella,,aequilateralis/siphonifera,,,,,11,,112,M.408,HMS Challenger,338,21/03/1876,34991,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5465658,6658,,Globigerinella,,aequilateralis/siphonifera,,,,,12,,134,"1,963,367",Capricorn,BG 24,03/01/53,16365,,-4347,2780,1520,,,5,10,19,28,30,S,173,44,0,W,-19.475,-173.73333,Pacific ocean
5465659,6659,,Globigerinella,,aequilateralis/siphonifera,,,,,9,,150,,RV Horizon,Cap HG 37,31/01/53,16640,,-3456,3850,2105,,,4,8,13,5,30,S,124,16,48,W,-13.09167,-124.28,Pacific ocean
5465660,6660,,Globigerinella,,aequilateralis/siphonifera,,,,,7,,159,,RV Horizon,Cap HG 38,01/02/53,16641,,-3617,3590,1963,,,4,8,14,16,24,S,120,40,48,W,-14.27333,-120.68,Pacific ocean
5465661,6661,,Globigerinella,,aequilateralis/siphonifera,,,,,10,,185,,RV Spencer F. Baird,DWBG 11,31/10/57,16645,,-3415,4155,2272,,,7,10,5,26,0,N,131,19,0,W,5.43333,-131.31667,Pacific ocean
5465662,6662,,Globigerinella,,aequilateralis/siphonifera,,,,,12,Slide: Lat 26 7 0 S,197,,RV Spencer F. Baird,DWBG 36,23/11/57,16646,,-2312,3680,2012,,,3,7,26,19,0,S,147,7,0,W,-26.31667,-147.11667,Pacific Ocean
5465663,6663,,Globigerinella,,aequilateralis/siphonifera,,,,,5,,240,,RV Spencer F. Baird,DWBG 114,23/01/58,16650,,-3157,3090,1690,,,8,12,18,20,0,S,79,20,30,W,-18.33333,-79.34167,Pacific ocean
5465664,6664,*,Globigerinella,,aequilateralis/siphonifera,,,,,14,Residue OBD: 01/01/1958,258,,RV Spencer F. Baird,DWBG 120,01/02/58,16651,,-3039,3060,1673,,,13,20,27,56,0,S,106,55,0,W,-27.93333,-106.91667,Pacific Ocean
5465665,6665,,Globigerinella,,aequilateralis/siphonifera,,,,,8,,264,,RV Spencer F. Baird,DWBG 121,03/02/58,16652,,-2819,3320,1815,,,10,14,27,9,0,S,109,50,0,W,-27.15,-109.83333,Pacific ocean
5465666,6666,,Globigerinella,,aequilateralis/siphonifera,,,,,6,,286,,RV Spencer F. Baird,DWBG 130,11/02/58,16653,Gravity corer,-3034,3120,1706,,,12,15,14,44,0,S,112,6,0,W,-14.73333,-112.1,Pacific ocean
5465667,6667,,Globigerinella,,aequilateralis/siphonifera,,,,,12,,321,"1,963,930",RV Horizon,DWHG 79,07/02/58,16656,,-3362,,,,,7,11,23,36,30,S,118,13,30,W,-23.60833,-118.225,Pacific ocean
5465668,6668,,Globigerinella,,aequilateralis/siphonifera,,,,,11,,312,,RV Argo,MSN 53 G,05/12/60,16657,,-2810,3658,2000,,,4,9,16,25,0,S,66,2,0,E,-16.41667,66.03333,Indian ocean
5465669,6669,,Globigerinella,,aequilateralis/siphonifera,,,,+250 mu,9,,345,96626 (A52),HEMS Mabahiss,167,25/04/34,30724,,-4346,4042,2210,,,4,5.5,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5465670,6670,,Globigerinella,,aequilateralis/siphonifera,,,,,10,,377,M.3787,HMS Egeria,,31/10/1887,34671,,-2708,2869,1569,,,,,19,34,0,S,64,38,0,E,-19.56667,64.63333,Indian ocean
5465671,6671,,Globigerinella,,aequilateralis/siphonifera,,,,,10,,391,M.7525.A,HMS Sealark,,31/07/05,37190,,-3322,3919,2143,,,,,12,7,0,S,64,7,30,E,-12.11667,64.125,Indian ocean
5465672,6672,,Globigerinella,,aequilateralis/siphonifera,,,,,8,,417,M.4292,HMS Egeria,,01/04/1894,35238,,-2658,2749,1503,,,,,7,5,0,N,73,48,15,E,7.08333,73.80417,Indian ocean near coast
5465673,6673,,Globigerinella,,aequilateralis/siphonifera,,,,,10,"Slide: 02/11/1905, Lat 2 41 1 S",435,M.7488,HMS Sealark,186,12/11/05,37149,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5465674,6674,,Globigerinella,,aequilateralis/siphonifera,,,,+250 mu,11,,458,M.7487,HMS Sealark,181,09/11/05,37148,,-3507,3758,2055,,,,,7,35,30,S,61,29,0,E,-7.59167,61.48333,Indian ocean
5465675,6675,,Globigerinella,,aequilateralis/siphonifera,,,,+250 mu,10,,476,M.7469,HMS Sealark,52,29/07/05,37130,,-3694,4082,2232,,,,,8,25,0,S,65,38,0,E,-8.41667,65.63333,Indian ocean
5465676,6676,,Globigerinella,,aequilateralis/siphonifera,,,,+250 mu,4,,489,M.3791,HMS Egeria,XX,12/11/1887,34676,,-4646,4510,2466,,,,,23,14,5,S,56,18,15,E,-23.23472,56.30417,Indian ocean
5465677,6677,,Globigerinella,,aequilateralis/siphonifera,,,,+250 mu,8,,509,M.3793,HMS Egeria,XII,16/11/1887,34678,,-4211,4228,2312,,,,,29,56,0,S,54,6,0,E,-29.93333,54.1,Indian ocean
5465678,6678,,Globigerinella,,aequilateralis/siphonifera,,,,+250 mu,7,,521,M.5248,HMS Penguin,12,17/04/1891,36057,,-3829,3758,2055,,,,,24,53,30,S,110,23,30,E,-24.89167,110.39167,Indian ocean near coast
5465679,6679,,Globigerinella,,aequilateralis/siphonifera,,,,+250 mu,10,,541,M.5246,HMS Penguin,9,16/04/1891,36053,,-3350,3676,2010,,,,,26,56,12,S,111,10,54,E,-26.93667,111.18167,Indian ocean near coast
5465680,6680,,Globigerinella,,aequilateralis/siphonifera,,,,,12,,561,M.5241,HMS Penguin,5,16/04/1891,36043,,-1206,1443,789,,,,,28,0,30,S,112,27,30,E,-28.00833,112.45833,Indian ocean near coast
5465681,6681,,Globigerinella,,aequilateralis/siphonifera,,,,,7,"all turned in the same, but another direction",582,M.4944,HMIMS Investigator,15,22/11/06,35818,,-2680,2140,1170,,,,,20,36,32,N,68,50,25,E,20.44222,68.84028,Indian ocean/Arabian sea
5465682,6682,,Globigerinella,,aequilateralis/siphonifera,,,,,8,,622,,RNZFA Tui,N.Z.1.0.B.74,09/09/58,17273,,-124,869,475,,,,,20,57,0,S,175,14,0,W,-20.95,-175.23333,Pacific ocean near Tonga island
5465683,6683,,Globigerinella,,aequilateralis/siphonifera,,,,,20,,628,,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,17240,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5465684,6684,,Globigerinella,,aequilateralis/siphonifera,,,,,8,Slide: Long 178 50 E,654,,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,17229,,-2464,1920,1050,,,,,33,53,0,S,173,50,0,E,-33.88333,173.83333,"Pacific ocean, Tasman sea"
5465685,6685,,Globigerinella,,aequilateralis/siphonifera,,mc subcretacea,,,18,,672,,RNZFA Tui,N.Z.1.0.A.315,19/08/56,17031,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5465686,6686,,Globigerinella,,aequilateralis/siphonifera,,,,,8,,715,M.284,HMS Challenger,220,11/03/1875,33668,,-2213,2012,1100,,,,,0,42,0,S,147,0,0,E,-0.7,147,Pacific ocean
5465687,6687,,Globigerinella,,aequilateralis/siphonifera,,,,,11,,723,M.5987,HMS Penguin,,05/05/1897,36515,,-4057,4188,2290,,,,,9,41,0,S,174,37,30,W,-9.68333,-174.625,Pacific ocean
5465688,6688,,Globigerinella,,aequilateralis/siphonifera,,,,,10,,730,M.7037,HMS Penguin,,06/09/1897,36683,,-4634,4243,2320,,,,,1,12,48,N,161,50,12,W,1.21333,-161.83667,Pacific ocean
5465689,6689,,Globigerinella,,aequilateralis/siphonifera,,,,,25,"Slide: 21/05/1898, Long 178 52 E",748,M.5840,HMS Penguin,3,21/05/1896,36361,,-4844,4965,2715,,,,,10,12,53,S,178,0,52,E,-10.21472,178.01444,Pacific ocean
5465690,6690,,Globigerinella,,aequilateralis/siphonifera,,,,,15,Slide: Long 145 41 3 W,769,M.7059,HMS Penguin,723,20/09/1897,36704,,-3952,4071,2226,,,,,13,10,18,S,175,41,18,W,-13.17167,-175.68833,Pacific ocean
5465691,6691,,Globigerinella,,aequilateralis/siphonifera,,,,,8,Slide: Long 145 41 3 W,773,M.7059,HMS Penguin,723,20/09/1897,36704,,-3952,4071,2226,,,,,13,10,18,S,175,41,18,W,-13.17167,-175.68833,Pacific ocean
5465692,6692,,Globigerinella,,aequilateralis/siphonifera,,,,,20,,794,M.4080,HMS Egeria,,26/08/1889,34993,,-2519,2579,1410,,,,,15,39,0,S,179,3,45,W,-15.65,-179.0625,Pacific ocean
5465693,6693,,Globigerinella,,aequilateralis/siphonifera,,,,,24,Sample depth: 20-23?,797,"1965,O37",RV Vema,V 14-100,25/05/58,17338,,-3663,3910,2138,,,22,23,3,52,0,N,65,31,0,E,3.86667,65.51667,Indian ocean
5465694,6694,,Globigerinella,,aequilateralis/siphonifera,,,Pleistocene G-M,,23,,868,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,-3182,3000,1640,,,205,208,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5465695,6695,,Globigerinella,,aequilateralis/siphonifera,,,Pleistocene Gunz,,18,,882,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,-3182,3000,1640,,,545,548,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5465696,6696,,Globigerinella,,aequilateralis/siphonifera,,,Pliocene,,11,,904,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,-3182,3000,1640,,,625,628,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5465697,6697,,Globigerinella,,aequilateralis/siphonifera,,,Pleistocene Gunz,,26,Sample depth: 5-8?,936,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,-4123,3380,1848,,,5,6,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5465698,6698,,Globigerinella,,aequilateralis/siphonifera,,,Pliocene,,14,,928,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,-4123,3380,1848,,,400,403,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5465699,6699,,Globigerinella,,aequilateralis/siphonifera,,,Pleistocene Gunz,,16,Sample depth: 555-558?,819,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,-3881,3795,2075,,,55,58,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5465700,6700,,Globigerinella,,aequilateralis/siphonifera,,,Pliocene,,18,,844,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,-3881,3795,2075,,,405,408,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5465701,6701,,Globigerinella,,aequilateralis/siphonifera,,,Pleistocene Gunz,,13,,857,"1965,O41",RV Vema ,V 16-23,12/11/59,17382,,-4298,4886,2672,,,950,953,13,15,0,N,40,40,0,W,13.25,-40.66667,Atlantic ocean
5465702,6702,,Globigerinella,,aequilateralis/siphonifera,,,,,21,"Residual IRN related to 1965,O40 (and not 1965,O206)",965,"1965,O206",RV Vema,V 16-21,09/11/59,17371,,-3881,3795,2075,,,80,82,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5465703,6703,,Globigerinella,,adamsi,,,,,1,,339,"1,963,930",RV Horizon,DWHG 79,07/02/58,16656,,-3362,,,,,7,11,23,36,30,S,118,13,30,W,-23.60833,-118.225,Pacific ocean
5465704,6704,,Globigerinella,,adamsi,,,,127-250 mu,1,,360,96626 (A52),HEMS Mabahiss,167,25/04/34,30724,,-4346,4042,2210,,,15,16,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5465705,6705,,Globigerinella,,adamsi,,,,,1,,390,M.7525.A,HMS Sealark,,31/07/05,37190,,-3322,3919,2143,,,,,12,7,0,S,64,7,30,E,-12.11667,64.125,Indian ocean
5465706,6706,,Globigerinella,,adamsi,,,,,1,,410,M.4292,HMS Egeria,,01/04/1894,35238,,-2658,2749,1503,,,,,7,5,0,N,73,48,15,E,7.08333,73.80417,Indian ocean near coast
5465707,6707,,Globigerinella,,adamsi,,,,,1,,584,M.4944,HMIMS Investigator,15,22/11/06,35818,,-2680,2140,1170,,,,,20,36,32,N,68,50,25,E,20.44222,68.84028,Indian ocean/Arabian sea
5465708,6708,,Globigerinella,,adamsi,,,,,1,,603,,RNZFA Tui,N.Z.1.0.B.74 ; O31,09/09/58,17273,,-124,869,475,,,,,20,57,0,S,175,14,0,W,-20.95,-175.23333,Pacific ocean near Tonga island
5465709,6709,,Globigerinella,,adamsi,,,,,2,,1092,,Anton Bruun (A.B.) cruise 2,St. 144 ; no. 834,17/07/63,18720,,-4379,500-1000,,,1,tow,tow,4,18,0,N,80,8,0,E,4.3,80.13333,Indian ocean near coast
5465710,6710,,Globigerinella,,adamsi,,,,,5,,1099,,Anton Bruun (A.B.) cruise 2,"Stn 139, no. 796",12/07/63,18719,,-5228,0-250,,,1,tow,tow,8,37,0,S,79,34,0,E,-8.61667,79.56667,Indian ocean
5465711,6711,,Sphaeroidinella,,dehiscens,,,,,4,not sure if there are juveniles,95,,RV Spencer F. Baird,DWBG 137,15/02/58,16654,,-2712,2770,1515,,,5,9,9,53,0,S,110,41,0,W,-9.88333,-110.68333,Pacific ocean
5465712,6712,,Sphaeroidinella,,dehiscens,,,,,6,,117,M.408,HMS Challenger,338,21/03/1876,34991,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5465713,6713,,Sphaeroidinella,,dehiscens,,,,,4,,135,"1,963,367",Capricorn,BG 24,03/01/53,16365,,-4347,2780,1520,,,5,10,19,28,30,S,173,44,0,W,-19.475,-173.73333,Pacific ocean
5465714,6714,,Sphaeroidinella,,dehiscens,,,,,8,not sure if there are juveniles,179,,RV Spencer F. Baird,DWBG 11,31/10/57,16645,,-3415,4155,2272,,,7,10,5,26,0,N,131,19,0,W,5.43333,-131.31667,Pacific ocean
5465715,6715,,Sphaeroidinella,,dehiscens,,,,,11,check if they are all the same species,200,,RV Spencer F. Baird,DWBG 36,23/11/57,16646,,-2312,3680,2012,,,3,7,26,19,0,S,147,7,0,W,-26.31667,-147.11667,Pacific Ocean
