IRN,ZF no.,Square,Genus,,Species,Sub-species,Notes on slides,Era,Grade,No. of individuals,No. positioned individuals,Observations Marina,Buckley Slide/SL,Museum no.,Residue IRN,Cruise name,Cruise station no.,Collection date,Observations,Collect info,tow,Sea Depth NOAA (m),Sea Depth (m),Sea Depth (fms),Sea Depth (feet),Sample depth (cm),sample_depth_min,sample_depth_max,Lat degrees,Lat minutes,Lat seconds,Lat N/S,Long degrees,Long minutes,Long seconds,Long W/E,Lat decimal,Long decimal,Ocean/Sea
5271723,5989,,Globorotalia,,inflata,,,,,25,,tow,1037,"1967,O362",18264,Zapiola,,Sep-63,,Surface plankton tow,1,-6077,0,0,,,,,47,30,0,S,52,43,0,W,-47.5,-52.71667,Atlantic ocean
5271724,5990,,Globorotalia,,inflata,,,,,4,,tow,1076,,,Eltanin Cruise 24,no.1601,,,Plankton tow,1,-5376,0-200,,,,,,42,30,0,S,147,57,0,W,-42.5,-147.95,Pacific ocean
5271725,5991,,Globorotalia,,inflata,,,,,56,,tow,1113,,,Eltanin Cruise 24,no.1613,25/07/66,,Plankton tow,1,-5376,0-10,,,,,,40,0,0,S,144,46,0,W,-40,-144.76667,Pacific ocean
5271726,5992,,Globorotalia,,inflata,,,Zone N21,,2,,,1164,"1968,O242",18483,RV Argo,Dodo 117 P,18/06/64,Slide: Long 6 4  E,Piston core,,-3407,3398,1858,,99-102,99,102,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5271728,5993,,Globorotalia,,inflata,,d'Orbigny,,,52,,tow,1235,"1968,O423",18571,Zapiola,61,27/09/63,,Surface plankton tow,1,-5094,,,,,,,42,0,0,S,49,43,0,W,-42,-49.71667,Atlantic ocean
5271729,5994,,Globorotalia,,inflata,,,,,1,,tow,1426,"1968,O450",18599,Oceanographer,20,20/08/67,,,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5271730,5995,,Globorotalia,,inflata,,,,,2,,tow,1443,"1968,O470",18619,Oceanographer,23-15,22/08/67,,,1,-98,50,27,,,,,23,57,0,S,113,6,0,E,-23.95,113.1,Indian ocean near coast
5271731,5996,,Globorotalia,,inflata,,,,,1,,tow,1506,1968.0.453,18602,Oceanographer,23B & 23U,22/08/67,,,1,-2746,50,27,,,,,28,56,0,S,113,6,0,E,-28.933333,113.1,Indian ocean
5271732,5997,,Globorotalia,,inflata,,,,,1,,tow,1521,,18604,Oceanographer,25B & 25U,23/08/67,,,1,-210,50,27,,,,,30,42,0,S,114,41,0,E,-30.7,114.68333,Indian ocean near coast
5271733,5998,,Globorotalia,,inflata,,,,,1,,tow,1533,"1968,O471",18620,Oceanographer,24-16,22/08/67,,,1,-298,50,27,,,,,30,30,0,S,114,38,0,E,-30.5,114.63333,Indian ocean near coast
5271734,5999,,Globorotalia,,inflata,,,,,1,,tow,1541,"1968,O467",18616,Oceanographer,20-Dec,20/08/67,,,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5271736,6000,,Globorotalia,,inflata,,marina: many loose individuals!,,,18,,,1622,"1971,O87",,,Core 68,,,,,-1500,1498,819,,Top Section,0,0,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5271737,6001,,Globorotalia,,inflata,,marina: many loose individuals!,,,20,,,1627,"1971,O87",,,Core 68,,,,,-1500,1498,819,,40,40,40,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5271738,6002,,Globorotalia,,inflata,,,,,24,,,1637,"1971,O87",,,Core 68,,,,,-1500,1498,819,,80,80,80,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5271739,6003,,Globorotalia,,inflata,,,,,6,,,1647,"1971,O87",,,Core 68,,,,,-1500,1498,819,,160,160,160,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5271740,6004,,Globorotalia,,inflata,,,,,5,,,1649,"1971,O87",,,Core 68,,,,,-1500,1498,819,,240,240,240,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5271741,6005,,Globorotalia,,inflata,,,,,24,,,1659,"1971,O87",,,Core 68,,,,,-1500,1498,819,,340,340,340,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5271743,6006,,Globorotalia,,inflata,,,,,24,,,1664,"1971,O87",,,Core 68,,,,,-1500,1498,819,,400,400,400,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5271744,6007,,Globorotalia,,inflata,,P1 ; d'Orbigny,,,1,,tow,,"1,963,375",16374,Trans-pac /RV Spencer Baird,108,02/11/53,,Oblique tow,1,-5962,0-164,,,,,,34,45,0,N,157,40,0,W,34.75,-157.66667,Pacific ocean
5271745,6008,,Globorotalia,,inflata,,P2 ; d'Orbigny,,,0,,tow,,"1,963,376",16375,Trans-pac /RV Spencer Baird,110,03/11/53,,Oblique tow,1,-5923,0-85,,,,,,35,40,0,N,160,43,0,W,35.66667,-160.71667,Pacific ocean
5271746,6009,,Globorotalia,,inflata,,P3 ; d'Orbigny,,,4,,tow,,"1,963,377",16376,Trans-pac /RV Spencer Baird,112 A ,04/11/53,,Oblique tow,1,-5450,0-135,,,,,,36,35,0,N,163,46,0,W,36.58333,-163.76667,Pacific ocean
5271747,6010,,Globigerina,,pachyderma,,Foraminifera mounted Jan 1962,,,50,,,4,"1,959,638",14609,Alpha 6 ,,08/09/57,,Drifting Ice Station,,-1774,1842,1007,,,,,85,15,0,N,167,54,0,W,85.25,-167.9,Artic Ocean
5271748,6011,10,Globigerina,,pachyderma,,,,,28,,,67,,16486,"Alpha II (""Charlie"")",2,,,Drifting Ice Station ; 200 cubic inch orange peel dredge,,-2056,2130,1165,,,,,77,4,6,N,159,50,12,W,77.075,-159.83667,Artic Ocean
,6011,18,Globigerina,,pachyderma,,,,,35,,,67,"1960,182(40)",14782,SS Discovery,,30/01/1902,,,,-155,,,,,,,77,0,0,S,156,27,0,W,-77,-156.45,Pacific ocean Antartic
,6011,12,Globigerina,,pachyderma,,,,,25,,,67,"1,962,211",15729,USS Rehoboth,R9-6,31/07/51,,,,-1472,1289,,,,,,62,21,0,N,27,37,0,W,62.35,-27.61667,Atlantic ocean Artic
,6011,20,Globigerina,,pachyderma,,,,,32,,,67,"1,962,372",15674,HMS Owen,70 (C53),03/01/61,,Gravity corer 2,,-2392,,,,,,,37,52,0,S,17,36,0,W,-37.86667,-17.6,Atlantic ocean
,6011,11,Globigerina,,pachyderma,,,,,32,,,67,"1955,280(12)",12985,HMS Vidal,76,28/08/55,,,,-2769,,,,,,,68,29,0,N,2,53,0,E,68.48333,2.88333,Atlantic ocean Artic
,6011,19,Globigerina,,pachyderma,,,,,40,,,67,M.8650,38352,USS Tuscarora,,11/07/1874,,,,-3359,3467,1896,,,,,51,47,0,N,166,26,0,E,51.78333,166.43333,Pacific ocean
5271749,6012,1,Globigerina,,pachyderma,,dissected,,,10,,,19,"1,959,638",14609,Alpha 6 ,,08/09/57,,Drifting Ice Station,,-1774,1842,1007,,,,,85,15,0,N,167,54,0,W,85.25,-167.9,Artic Ocean
,6012,5,Globigerina,,pachyderma,,D3.37 ; dissected,,,5,,,19,,31149,Terra Nova,,10/12/10,Same as D3.2,D3.2,,-3511,3592,1964,,,,,66,38,0,S,178,47,0,W,-66.63333,-178.78333,Pacific ocean Antartic
,6012,4,Globigerina,,pachyderma,,dissected,,,9,,,19,"1,959,638",14609,Alpha 6 ,,08/09/57,,Drifting Ice Station,,-1774,1842,1007,,,,,85,15,0,N,167,54,0,W,85.25,-167.9,Artic Ocean
,6012,2,Globigerina,,pachyderma,,D3.2 ; dissected,,,11,,,19,M.9173,38887,SS Voringen,299,17/07/1878,,,,-2442,2498,1366,,,,,73,10,0,N,2,14,0,W,73.16667,-2.23333,Atlantic ocean Artic
,6012,3,Globigerina,,pachyderma,,dissected,,,9,,,19,"1955,280(12)",12985,HMS Vidal,76,28/08/55,,,,-2769,,,,,,,68,29,0,N,2,53,0,E,68.48333,2.88333,Atlantic ocean Artic
,6012,6,Globigerina,,pachyderma,,dissected,,,1,,,19,M.189,32618,HMS Challenger,155,23/02/1874,,,,-2514,2377,1300,,,,,64,18,0,S,94,47,0,E,-64.3,94.78333,Antartic Ocean
5271750,6013,,Globigerina,,pachyderma,,ontogeny ,,,9,,,21,"1,959,638",14609,Alpha 6 ,,08/09/57,,Drifting Ice Station,,-1774,1842,1007,top - 2cm,,,,85,15,0,N,167,54,0,W,85.25,-167.9,Artic Ocean
5271752,6014,,Globigerina,,pachyderma,,dissected,,,12,,,22,,15728,RV Vema,V 16-227,26/08/60,,,,-3203,3305,1807,,,,,60,2,0,N,50,50,0,W,60.03333,-50.83333,Atlantic ocean Arctic
5271753,6015,,Globigerina,,pachyderma,,dissected,,,14,,,23,D43.29,31428,Rosemary,,,Slide: 60 30 N; 16 11 W,,,-2419,2538,1388,,,,,60,29,7,N,16,10,8,W,60.48528,-16.16889,Atlantic ocean
5271754,6016,,Globigerina,,pachyderma,,dissected,,,5,,,31,,31168,Terra Nova,262,26/12/12,Heron-Allen Station 14,D3.37,,-2846,2926,1600,,,,,64,33,30,S,166,30,0,W,-64.55833,-166.5,Pacific ocean
5271755,6017,,Globigerina,,pachyderma,,"D3.37 ; dissected, small shells attached to large forms on bottom tow",,,20,,,32,,31149,Terra Nova,,10/12/10,Same as D3.37,D3.37,,-3511,3592,1964,,,,,66,38,0,S,178,47,0,W,-66.63333,-178.78333,Pacific ocean Antartic
5271756,6018,1 until 4,Globigerina,,pachyderma,,adults,,,50,,,33,D39.28,19576,RRS Discovery,212,16/04/27,,,,-3314,3350,1832,,,,,61,15,0,S,64,42,50,W,-61.25,-64.71389,Pacific ocean Antartic
,6018,5,Globigerina,,pachyderma,,unthickened forms,,,6,,,33,D39.28,19576,RRS Discovery,212,16/04/27,,,,-3314,3350,1832,,,,,61,15,0,S,64,42,50,W,-61.25,-64.71389,Pacific ocean Antartic
5271757,6019,*,Globigerina,,pachyderma,,,,250-500 mu,60,,,61,,16489,"Alpha II (""Charlie"")",44,,,Drifting Ice Station ; 200 cubic inch orange peel dredge,,-287,275,150,,,,,77,41,30,N,164,21,30,W,77.69167,-164.35833,Artic Ocean
5271758,6020,,Globigerina,,pachyderma,,,,124-152 & 152-180 mu,77,,,62,,16489,"Alpha II (""Charlie"")",44,,,Drifting Ice Station ; 200 cubic inch orange peel dredge,,-287,275,150,,,,,77,41,30,N,164,21,30,W,77.69167,-164.35833,Artic Ocean
5271759,6021,*,Globigerina,,pachyderma,,,,250-500 mu,62,,,63,,16486,"Alpha II (""Charlie"")",2,,,Drifting Ice Station ; 200 cubic inch orange peel dredge,,-2056,2130,1165,,,,,77,4,6,N,159,50,12,W,77.075,-159.83667,Artic Ocean
5271761,6022,,Globigerina,,pachyderma,,,,180-250 mu,74,,,64,,16486,"Alpha II (""Charlie"")",2,,,Drifting Ice Station ; 200 cubic inch orange peel dredge,,-2056,2130,1165,,,,,77,4,6,N,159,50,12,W,77.075,-159.83667,Artic Ocean
5271762,6023,,Globigerina,,pachyderma,,,,150-180 mu,81,,,65,,16486,"Alpha II (""Charlie"")",2,,,Drifting Ice Station ; 200 cubic inch orange peel dredge,,-2056,2130,1165,,,,,77,4,6,N,159,50,12,W,77.075,-159.83667,Artic Ocean
5271763,6024,,Globigerina,,pachyderma,,,,124-152 mu,89,,,66,,16486,"Alpha II (""Charlie"")",2,,,Drifting Ice Station ; 200 cubic inch orange peel dredge,,-2056,2130,1165,,,,,77,4,6,N,159,50,12,W,77.075,-159.83667,Artic Ocean
5271764,6025,,Globigerina,,pachyderma,,,,,30,,,1642,"1971,O87",,,Core 68,07/12/67,,,,-1500,1498,819,,160,160,160,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5271765,6026,,Globigerina,,pachyderma,,,,,33,,,222,"1,963,923",16648,RV Spencer F. Baird,DWBG 70,07/12/57,,,,-2677,2580,1411,,0-8,0,8,48,28,30,S,113,17,0,W,-48.475,-113.28333,Pacific Ocean
5271766,6027,,Globigerina,,pachyderma,,,,,16,,,340,"1,963,932",16658,RV Spencer F. Baird,MUK BP 20,11/08/57,,Piston corer,,-4054,,,,07-Oct,7,10,51,31,0,N,144,39,0,W,51.51667,-144.65,Pacific Ocean
5271767,6028,,Globigerina,,pachyderma,,,,127-250 mu,13,,,363,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,,,-4346,4042,2210,,20-21.5,20,21.5,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5271768,6029,,Globigerina,,pachyderma,,,,127-250 mu,2,,,387,M.3787,34671,HMS Egeria ,,31/10/1887,,,,-2708,2869,1569,,,,,19,34,0,S,64,38,0,E,-19.56667,64.63333,Indian ocean
5271769,6030,,Globigerina,,pachyderma,,,,,3,,,396,M.7525.A,37190,HMS Sealark,,31/07/05,,,,-3322,3919,2143,,,,,12,7,0,S,64,7,30,E,-12.11667,64.125,Indian ocean
5271770,6031,,Globigerina,,pachyderma,,,,127-250 mu,3,,,414,M.4292,35238,HMS Egeria,,01/04/1894,,,,-2658,2749,1503,,,,,7,5,0,N,73,48,15,E,7.08333,73.80417,Indian ocean near coast
5271772,6032,,Globigerina,,pachyderma,,,,127-250 mu,5,,,449,M.7488,37149,HMS Sealark,186,12/11/05,"Slide: 02/11/1905, Lat 2 41 1 S",,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5271773,6033,,Globigerina,,pachyderma,,,,127-250 mu,6,,,470,M.7487,37148,HMS Sealark,181,09/11/05,,,,-3507,3758,2055,,,,,7,35,30,S,61,29,0,E,-7.59167,61.48333,Indian ocean
5271775,6034,,Globigerina,,pachyderma,,,,127-250 mu,2,,,500,M.3791,34676,Egeria XX,,12/11/1887,,,,-4646,4510,2466,,,,,23,14,5,S,56,18,15,E,-23.23472,56.30417,Indian ocean
5271776,6035,,Globigerina,,pachyderma,,,,127-250 mu,11,,,518,M.3793,34678,Egeria XXII,,16/11/1887,,,,-4211,4228,2312,,,,,29,56,0,S,54,6,0,E,-29.93333,54.1,Indian ocean
5271777,6036,,Globigerina,,pachyderma,,,,127-250 mu,1,,,534,M.5248,36057,HMS Penguin,12,17/04/1891,,,,-3829,3758,2055,,,,,24,53,30,S,110,23,30,E,-24.89167,110.39167,Indian ocean near coast
5271778,6037,,Globigerina,,pachyderma,,,,,20,,,644,,17240,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,,,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5271779,6038,,Globigerina,,pachyderma,,,,,15,,,655,,17229,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,Slide: Long 178 50 E,,,-2464,1920,1050,,,,,33,53,0,S,173,50,0,E,-33.88333,173.83333,"Pacific ocean, Tasman sea"
5271780,6039,,Globigerina,,pachyderma,,,,,26,,,683,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5271781,6040,,Globigerina,,pachyderma,,,,,3,,,692,,17262,HMNZS Pukaki,N.Z.1.0.B.32,01/01/57,,,,-746,768,420,,,,,53,38,0,S,169,52,0,E,-53.63333,169.86667,Pacific ocean
5271782,6041,,Globigerina,,pachyderma,,,,,52,,,694,,17262,HMNZS Pukaki,N.Z.1.0.B.32,01/01/57,,,,-746,768,420,,,,,53,38,0,S,169,52,0,E,-53.63333,169.86667,Pacific ocean
5271783,6042,,Globigerina,,pachyderma,,,,,16,,,806,"1965,O37",17338,RV Vema,V 14-100,25/05/58,,Sample depth: 20-23?,,-3663,3910,2138,,22-23,22,23,3,52,0,N,65,31,0,E,3.86667,65.51667,Indian ocean
5271784,6043,,Globigerina,,pachyderma,,,Pleistocene Gunz,,18,,,863,"1965,O41",17382,RV Vema ,V 16-23,12/11/59,,,,-4298,4886,2672,,950-3,950,953,13,15,0,N,40,40,0,W,13.25,-40.66667,Atlantic ocean
5271785,6044,,Globigerina,,pachyderma,,(LH),,,26,,tow,1034,"1967,O86",18330,Zapiola,,Sep-63,Slide: Lat 49 0  S,Surface plankton tow,1,-2126,0,,,,,,49,11,0,S,53,37,0,W,-49.18333,-53.61667,Atlantic ocean
5271786,6045,,Globigerina,,pachyderma,,(RH),,,21,,tow,1035,"1967,O87",18331,Zapiola,,Sep-63,Slide: Lat 49 0  S,Surface tow,1,-2126,0,,,,,,49,11,0,S,53,37,0,W,-49.18333,-53.61667,Atlantic ocean
5271789,6047,,Globigerina,,pachyderma,,,,,3,,tow,1078,,,Eltanin Cruise 24,no.1601,,,Plankton tow,1,-5376,0-200,,,,,,42,30,0,S,147,57,0,W,-42.5,-147.95,Pacific ocean
5271791,6048,,Globigerina,,pachyderma,,,,,49,,tow,1115,1970.0.71,18724,Eltanin II,no 267 Stn. 9,08/01/64,,Plankton tow,1,-5129,100-250,,,,,,62,57,42,S,115,16,42,W,-62.96167,-115.27833,Pacific ocean
5271792,6049,,Globigerina,,pachyderma,,,,,16,,tow,1116,1970.0.72,18725,Eltanin II,no 278 St. 12,12/01/64,,Plankton tow,1,-4825,0-10,,,,,,65,51,24,S,115,4,0,W,-65.85667,-115.06667,Antarctic Pacific Ocean
5271793,6050,,Globigerina,,pachyderma,,,,,43,,tow,1117,1970.0.74,18727,Eltanin II,no 293 Stn. 15,17/01/64,,Plankton tow,1,-3715,0-2000,,,,,,70,2,24,S,115,5,0,W,-70.04,-115.08333,Antarctic Pacific Ocean
5271794,6051,*,Globigerina,,pachyderma,,,,,73,,tow,1118,1970.0.73,18726,Eltanin II,no 286 Stn. 13,14/01/64,,Plankton tow,1,-4721,250-500,,,,,,66,52,36,S,115,31,12,W,-66.87667,-115.52,Antarctic Pacific Ocean
5271795,6052,,Globigerina,,dutertrei,,P4,,,7,,,,,31168,Terra Nova,262,26/12/12,,,,-2846,2926,1600,,,,,64,33,30,S,166,30,0,W,-64.55833,-166.5,Pacific ocean
5271796,6053,,Globigerina,,pachyderma,,P5 ; Ehrenberg,,,5,,tow,,"1,963,372",16371,Trans-pac,24,09/08/53,,Oblique tow,1,-6659,0-143,,,,,,53,15,0,N,161,55,0,W,53.25,-161.91667,Pacific ocean Artic
5271797,6054,,Globigerina,,pachyderma,,P6 ; Ehrenberg,,,5,,tow,,"1,963,373",16372,Trans-pac / RV Spencer F. Baird,32, ,Residue OBD: 09/08/1953,Oblique tow,1,-3388,0-143,,,,,,52,29,0,N,176,9,0,W,52.48333,-176.15,Pacific ocean Artic
5271798,6055,,Globigerina,,pachyderma,,P7 ; Ehrenberg,,,5,,tow,,"1,963,374",16373,Trans-pac / RV Spencer F. Baird,51,07/09/53,,Oblique tow,1,-6359,0-143,,,,,,45,6,0,N,170,8,0,W,45.1,-170.13333,Pacific ocean
5271799,6056,,Globigerina,,pachyderma,,"P8 ; Ehrenberg ; See T.Uchio, 1960 Spec. Publ. Seto Mar. Bid. Lab. No. 11 (also no. 12)",,,72,,,,"1,962,216",15900,2nd Japanese Antartic Reseach Exp,2,02/02/58,Sea Depth: 1700?,,,-974,700,,,,,,68,19,12,S,31,21,12,E,-68.32,31.35333,Antarctic Indian Ocean
5271800,6057,,Globigerina,,pachyderma,,P9 ,,,12,,,,"1962,84",16145,Alpha 6 ,,08/09/57,,Drifting Ice Station,,-1774,1842,1007,0-1,,,,85,15,0,N,167,54,0,W,85.25,-167.9,Artic Ocean
5271801,6058,,Globigerina,,pachyderma,,P10,,,13,,,,"1962,86",15976,Albatross ; Swedish deep sea Exp,"Core 011, no. 54, 529.5-530",09/05/46,,Kullenberg piston corer,,-2643,2444,1336,,,,,38,52,0,N,10,35,0,E,38.86667,10.58333,Mediterranean sea
,6058,,Globigerina,,inflata,,P10,,,3,,,,"1962,86",15976,Albatross ; Swedish deep sea Exp,"Core 011, no. 54, 529.5-530",09/05/46,,Kullenberg piston corer,,-2643,2444,1336,,,,,38,52,0,N,10,35,0,E,38.86667,10.58333,Mediterranean sea
,6058,,Globigerina,,oscitons,,P10,,,3,,,,"1962,86",15976,Albatross ; Swedish deep sea Exp,"Core 011, no. 54, 529.5-530",09/05/46,,Kullenberg piston corer,,-2643,2444,1336,,,,,38,52,0,N,10,35,0,E,38.86667,10.58333,Mediterranean sea
5271802,6059,,Globigerina,,pachyderma,,P11 ; Left dominant population,,,20,,,,"1962,85",16146,RV Vema,V 16-66,09/01/60,,"Top, Ewing corer",,-2939,2995,1638,,,,,42,39,0,S,45,40,0,E,-42.65,45.66667,Indian ocean
,6059,,Globigerina,,pachyderma,,P11 ; Right dominant population,,,10,,,,"1962,85",16146,RV Vema,V 16-67,11/01/60,OBD spreadsheet with wrong info - I've checked it in the OBD original book,Top,,-3663,3640,1990,,,,,37,9,0,S,45,32,0,E,-37.15,45.53333,Indian ocean
5271803,6060,,Globigerina,,bulloides,,,,,20,,,218,"1,963,923",16648,RV Spencer F. Baird,DWBG 70,07/12/57,,,,-2677,2580,1411,,0-8,0,8,48,28,30,S,113,17,0,W,-48.475,-113.28333,Pacific Ocean
5271804,6061,,Globigerina,,bulloides,,,,,15,,,242,,16650,RV Spencer F. Baird,DWBG 114,23/01/58,,,,-3157,3090,1690,,08-Dec,8,12,18,20,0,S,79,20,30,W,-18.33333,-79.34167,Pacific ocean
5271805,6062,,Globigerina,,bulloides,,es. ?,,,14,,,322,"1,963,930",16656,RV Horizon,DWHG 79,07/02/58,,,,-3362,,,,07-Nov,7,11,23,36,30,S,118,13,30,W,-23.60833,-118.225,Pacific ocean
5271808,6063,,Globigerina,,bulloides,,,,,20,,,341,"1,963,932",16658,RV Spencer F. Baird,MUK BP 20,11/08/57,,Piston corer,,-4054,,,,07-Oct,7,10,51,31,0,N,144,39,0,W,51.51667,-144.65,Pacific Ocean
5271809,6064,,Globigerina,,bulloides,,identification conflict,,,13,,,587,M.4944,35818,HMIMS Investigator,15,22/11/06,,,,-2680,2140,1170,,,,,20,36,32,N,68,50,25,E,20.44222,68.84028,Indian ocean/Arabian sea
5271810,6065,*,Globigerina,,bulloides,,See Parker 1962 (Micropaleontology V8 No2),,,34,,,210,"1,963,922",16647,RV Spencer F. Baird,DWBG 61,04/12/57,,,,-4030,4040,2209,,06-Nov,6,11,46,45,0,S,123,0,0,W,-46.75,-123,Pacific Ocean
5271811,6066,,Globigerina,,bulloides,,,,,18,,,626,,17240,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,,,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5271812,6067,,Globigerina,,bulloides,,,,,17,,,638,,17240,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,,,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5271813,6068,,Globigerina,,bulloides,,,,127-250 mu,5,,,516,M.3793,34678,Egeria XXII,,16/11/1887,,,,-4211,4228,2312,,,,,29,56,0,S,54,6,0,E,-29.93333,54.1,Indian ocean
5271814,6069,,Globigerina,,bulloides,,,,,14,,,652,,17229,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,Slide: Long 178 50 E,,,-2464,1920,1050,,,,,33,53,0,S,173,50,0,E,-33.88333,173.83333,"Pacific ocean, Tasman sea"
5271815,6070,,Globigerina,,bulloides,,,,,15,,,656,,17229,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,Slide: Long 178 50 E,,,-2464,1920,1050,,,,,33,53,0,S,173,50,0,E,-33.88333,173.83333,"Pacific ocean, Tasman sea"
,6070,,Globigerina,,falconensis,,,,,2,,,656,,17229,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,Slide: Long 178 50 E,,,-2464,1920,1050,,,,,33,53,0,S,173,50,0,E,-33.88333,173.83333,"Pacific ocean, Tasman sea"
5271816,6071,,Globigerina,,bulloides-falconensis,,,,,29,,,675,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5271817,6072,,Globigerina,,bulloides,,,,,9,,,685,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5271818,6073,,Globigerina,,bulloides,,,,,22,,,702,,17262,HMNZS Pukaki,N.Z.1.0.B.32,01/01/57,,,,-746,768,420,,,,,53,38,0,S,169,52,0,E,-53.63333,169.86667,Pacific ocean
5271819,6074,,Globigerina,,bulloides,,,,,9,,,653,,17229,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,Slide: Long 178 50 E,,,-2464,1920,1050,,,,,33,53,0,S,173,50,0,E,-33.88333,173.83333,"Pacific ocean, Tasman sea"
5271820,6075,,Globigerina,cf.,bulloides,,,,,10,,,808,"1965,O37",17338,RV Vema,V 14-100,25/05/58,,Sample depth: 20-23?,,-3663,3910,2138,,22-23,22,23,3,52,0,N,65,31,0,E,3.86667,65.51667,Indian ocean
5271821,6076,,Globigerina,cf.,bulloides,,,Pliocene,,5,,,899,"1965,O38",17348,RV Vema,V 12-5,26/12/56,,,,-3182,3000,1640,,625-8,625,628,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5271822,6077,,Globigerina,,sp,,identification conflict,Pleistocene G-M,,12,,,871,"1965,O38",17348,RV Vema,V 12-5,26/12/56,,,,-3182,3000,1640,,205-8,205,208,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5271823,6078,,Globigerina,,sp,,identification conflict,Pleistocene G-M,,10,,,873,"1965,O38",17348,RV Vema,V 12-5,26/12/56,,,,-3182,3000,1640,,205-8,205,208,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5271824,6079,,Globigerina,cf.,bulloides,,,Pleistocene Gunz,,9,,,892,"1965,O38",17348,RV Vema,V 12-5,26/12/56,,,,-3182,3000,1640,,545-8,545,548,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5271827,6080,,Globigerina,cf.,bulloides,,,,,17,,,814,"1965,O37",17338,RV Vema,V 14-100,25/05/58,,Sample depth: 20-23?,,-3663,3910,2138,,22-23,22,23,3,52,0,N,65,31,0,E,3.86667,65.51667,Indian ocean
5271828,6081,,Globigerina,,bulloides,,with sac(?) like final chamber,,,1,,,953,"1965,O37",17338,RV Vema,V 14-100,25/05/58,,,,-3663,3910,2138,,40-43,40,43,3,52,0,N,65,31,0,E,3.86667,65.51667,Indian ocean
5271829,6082,,Globigerina,cf.,bulloides,,,Pleistocene Gunz,,14,,,941,"1965,O39",17359,RV Vema,V 15-164,03/05/59,,Sample depth: 5-8?,,-4123,3380,1848,,05-Jun,5,6,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5271830,6083,,Globigerina,cf.,bulloides,,,Pleistocene Gunz,,16,,,828,"1965,O40",17371,RV Vema,V 16-21,09/11/59,Sample depth: 555-558?,,,-3881,3795,2075,,55-58,55,58,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5271831,6084,,Globigerina,cf.,bulloides,,,Pliocene,,13,,,838,"1965,O40",17371,RV Vema,V 16-21,09/11/59,,,,-3881,3795,2075,,405-408,405,408,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5271832,6085,,Globigerina,cf.,bulloides,,,Pleistocene Gunz,,23,,,862,"1965,O41",17382,RV Vema ,V 16-23,12/11/59,,,,-4298,4886,2672,,950-3,950,953,13,15,0,N,40,40,0,W,13.25,-40.66667,Atlantic ocean
