IRN,ZF no.,Square,Genus,,Species,Sub-species,Notes on slides,Era,Grade,No. of individuals,No. positioned individuals,Observations Marina,Buckley Slide/SL,Museum no.,Residue IRN,Cruise name,Cruise station no.,Collection date,Observations,Collect info,tow,Sea Depth NOAA (m),Sea Depth (m),Sea Depth (fms),Sea Depth (feet),Sample depth (cm),sample_depth_min,sample_depth_max,Lat degrees,Lat minutes,Lat seconds,Lat N/S,Long degrees,Long minutes,Long seconds,Long W/E,Lat decimal,Long decimal,Ocean/Sea
5271833,6086,,Globigerina,cf.,bulloides-falconensis,,,Pleistocene Gunz,,10,,,864,"1965,O41",17382,RV Vema ,V 16-23,12/11/59,,,,-4298,4886,2672,,950-3,950,953,13,15,0,N,40,40,0,W,13.25,-40.66667,Atlantic ocean
5271834,6087,,Globigerina,,bulloides,,,,,5,,,959,"1965,O206",17371,RV Vema,V 16-21,09/11/59,"Residual IRN related to 1965,O40 (and not 1965,O206)",,,-3881,3795,2075,,80-82,80,82,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5271835,6088,,Globigerina,,bulloides,,,,,2,,,964,"1965,O206",17371,RV Vema,V 16-21,09/11/59,"Residual IRN related to 1965,O40 (and not 1965,O206)",,,-3881,3795,2075,,80-82,80,82,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5271836,6089,,Globigerina,cf.,bulloides,,,,,4,,,974,"1965,O208",17163,RV Argo,A 185-7,,,,,-2910,2470,1351,,151-152,151,152,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5271837,6090,,Globigerina,cf.,bulloides,,,,,11,,,1001,"1965,O208",17163,RV Argo,A 185-7,,,,,-2910,2470,1351,,402,402,402,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5271838,6091,,Globigerina,cf.,bulloides,,,,,10,,,1003,"1965,O208",17163,RV Argo,A 185-7,,,,,-2910,2470,1351,,402,402,402,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5271839,6092,,Globigerina,,bulloides,,,,,18,,,1036,"1967,O361",18263,Zapiola,,Sep-63,,,,-5430,,,,,,,44,0,0,S,50,16,0,W,-44,-50.26667,Atlantic ocean
5271841,6093,,Globigerina,,bulloides,,,U. Miocene,,9,,,1124,"1966,O57",18031,J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,,,,-1134,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5271842,6094,,Globigerina,,bulloides,,,,,5,,tow,1075,,,Eltanin Cruise 24,no.1601,,,Plankton tow,1,-5376,0-200,,,,,,42,30,0,S,147,57,0,W,-42.5,-147.95,Pacific ocean
5271844,6095,,Globigerina,,bulloides,,,,,7,,tow,1140,,,J.I.O.E. Meteor,,20/02/65,,,1,-3622,0-200,,,,,,16,54,12,N,69,44,0,E,16.90333,69.73333,Indian ocean
5271845,6096,,Globigerina,,bulloides,,,,,13,,tow,1114,,,Eltanin Cruise 24,no.1613,25/07/66,,Plankton tow,1,-5376,0-10,,,,,,40,0,0,S,144,46,0,W,-40,-144.76667,Pacific ocean
5271846,6097,,Globigerina,,bulloides,,d'Orbigny,,,34,,tow,1236,"1968,O424",18572,Zapiola,61,27/09/63,,Surface plankton tow,1,-5094,,,,,,,42,0,0,S,49,43,0,W,-42,-49.71667,Atlantic ocean
5271847,6098,,Globigerina,,bulloides,,,,,2,,tow,1297,"1968,O433",18581,Oceanographer,3B,01/07/67,,Icita net,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5271848,6099,,Globigerina,,bulloides,,,,,6,,tow,1308,"1968,O434",18582,Oceanographer,4B,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5271849,6100,,Globigerina,,bulloides,,,,,3,,tow,1315,"1968,O434",18582,Oceanographer,4U,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5271850,6101,,Globigerina,,bulloides,,,,,2,,tow,1410,"1968,O448",18597,Oceanographer,18,19/08/67,,Plankton tow,1,-114,50,27,,,,,24,30,0,S,112,31,0,E,-24.5,112.51667,Indian ocean near coast
5271851,6102,,Globigerina,,bulloides,,,,,2,,tow,1511,"1968,O454",18603,Oceanographer,24B & 24U,22/08/67,,Icita net,1,-270,50,27,,,,,30,26,0,S,114,37,0,E,-30.43333,114.61667,Indian ocean near coast
5271852,6103,,Globigerina,,bulloides,,,,,8,,tow,1495,"1968,O456",18605,Oceanographer,03-Jan,01/07/67,"same as 1968,O433",,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5271853,6104,,Globigerina,,bulloides,,,,,6,,tow,1550,"1968,O457",18606,Oceanographer,04-Feb,03/07/67,"same as 1968,O434",,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5271854,6105,,Globigerina,,bulloides,,,,,2,,tow,1487,"1968,O458",18607,Oceanographer,11-Mar,11/08/67,,,1,-30,50,27,,,,,6,23,0,S,112,34,0,E,-6.38333,112.56667,Java Sea
5271856,6106,,Globigerina,,bulloides,,,,,1,,tow,1481,"1968,O459",18608,Oceanographer,12-Apr,12/08/67,,,1,-77,50,27,,,,,6,44,0,S,114,25,0,E,-6.73333,114.41667,Java Sea
5271857,6107,,Globigerina,,bulloides-calida,,various levels,,,12,,,361,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,,,-4346,4042,2210,,various levels in core,,,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5271859,6108,,Globigerina,,calida,,,,,3,,,79,,16654,RV Spencer F. Baird,DWBG 137,15/02/58,,,,-2712,2770,1515,,05-Sep,5,9,9,53,0,S,110,41,0,W,-9.88333,-110.68333,Pacific ocean
5271860,6109,,Globigerina,,calida,,,,,6,,,110,M.408,34991,HMS Challenger,338,21/03/1876,,,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5271861,6110,,Globigerina,,calida,,,,,9,,,163,,16641,RV Horizon,Cap HG 38,01/02/53,,,,-3617,3590,1963,,04-Aug,4,8,14,16,24,S,120,40,48,W,-14.27333,-120.68,Pacific ocean
5271862,6111,,Globigerina,,calida,,,,,2,,,188,,16645,RV Spencer F. Baird,DWBG 11,31/10/57,,,,-3415,4155,2272,,07-Oct,7,10,5,26,0,N,131,19,0,W,5.43333,-131.31667,Pacific ocean
5271863,6112,,Globigerina,,calida,,See Parker 1962 (Micropaleontology V8 No2),,,10,,,294,"1,963,928",16653,RV Spencer F. Baird,DWBG 130,11/02/58,,Gravity corer,,-3034,3120,1706,,Dec-15,12,15,14,44,0,S,112,6,0,W,-14.73333,-112.1,Pacific ocean
5271864,6113,,Globigerina,,calida,,,,,7,,,373,M.3787,34671,HMS Egeria ,,31/10/1887,,,,-2708,2869,1569,,,,,19,34,0,S,64,38,0,E,-19.56667,64.63333,Indian ocean
5271865,6114,,Globigerina,,calida,,,,,5,,,406,M.7525.A,37190,HMS Sealark,,31/07/05,,,,-3322,3919,2143,,,,,12,7,0,S,64,7,30,E,-12.11667,64.125,Indian ocean
5271866,6115,,Globigerina,,bulloides-calida,,,,127-250 mu,3,,,407,M.7525.A,37190,HMS Sealark,,31/07/05,,,,-3322,3919,2143,,,,,12,7,0,S,64,7,30,E,-12.11667,64.125,Indian ocean
5271867,6116,,Globigerina,,calida,,P12 ; Parker,,,9,,,,"1,963,371",16370,RV Spencer F. Baird,DWBG 134,14/02/58,,,,-3296,3230,1766,,0-3,0,3,11,42,0,S,109,43,0,W,-11.7,-109.71667,Pacific ocean
5271869,6117,*,Globigerina,,calida,,,,,5,,,412,M.4292,35238,HMS Egeria,,01/04/1894,,,,-2658,2749,1503,,,,,7,5,0,N,73,48,15,E,7.08333,73.80417,Indian ocean near coast
5271870,6118,,Globigerina,,bulloides-calida,,,,127-250 mu,18,,,423,M.4292,35238,HMS Egeria,,01/04/1894,,,,-2658,2749,1503,,,,,7,5,0,N,73,48,15,E,7.08333,73.80417,Indian ocean near coast
5271871,6119,,Globigerina,,calida,,,,,6,,,443,M.7488,37149,HMS Sealark,186,12/11/05,"Slide: 02/11/1905, Lat 2 41 1 S",,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5271873,6120,,Globigerina,,bulloides-calida,,,,127-250 mu,5,,,453,M.7488,37149,HMS Sealark,186,12/11/05,"Slide: 02/11/1905, Lat 2 41 1 S",,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5271874,6121,,Globigerina,,calida,,,,+250 mu,4,,,483,M.7469,37130,HMS Sealark,52,29/07/05,,,,-3694,4082,2232,,,,,8,25,0,S,65,38,0,E,-8.41667,65.63333,Indian ocean
5271875,6122,,Globigerina,,bulloides-calida,,,,+250 mu,11,,,531,M.5248,36057,HMS Penguin,12,17/04/1891,,,,-3829,3758,2055,,,,,24,53,30,S,110,23,30,E,-24.89167,110.39167,Indian ocean near coast
5271876,6123,*,Globigerina,,calida,,,,+250 mu,18,,,549,M.5246,36053,HMS Penguin,9,16/04/1891,,,,-3350,3676,2010,,,,,26,56,12,S,111,10,54,E,-26.93667,111.18167,Indian ocean near coast
5271877,6124,,Globigerina,,calida,,,,,11,,,566,M.5241,36043,HMS Penguin,5,16/04/1891,,,,-1206,1443,789,,,,,28,0,30,S,112,27,30,E,-28.00833,112.45833,Indian ocean near coast
5271879,6125,,Globigerina,,calida,,,,+250 mu,3,,,463,M.7487,37148,HMS Sealark,181,09/11/05,,,,-3507,3758,2055,,,,,7,35,30,S,61,29,0,E,-7.59167,61.48333,Indian ocean
5271880,6126,,Globigerina,cf.,calida,,,,,1,,tow,1097,,18720,Anton Bruun (A.B.) cruise 2,St. 144 ; no. 834,17/07/63,Slide: 17/07/1967,Plankton tow,1,-4379,500-1000,,,,,,4,18,0,N,80,8,0,E,4.3,80.13333,Indian ocean near coast
5271881,6127,,Globigerina,,calida,,,,,5,,tow,1366,"1968,O441",18590,Oceanographer,11B & 11U,11/08/67,"same as 1968,O458",Icita net,1,-30,50,27,,,,,6,23,0,S,112,34,0,E,-6.38333,112.56667,Java Sea
5271882,6128,,Globigerina,,calida,,,,,3,,tow,1441,"1968,O470",18619,Oceanographer,23-15,22/08/67,,,1,-98,50,27,,,,,23,57,0,S,113,6,0,E,-23.95,113.1,Indian ocean near coast
5271883,6129,,Globigerina,,calida,,,,,1,,tow,1431,"1968,O450",18599,Oceanographer,20,20/08/67,,,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5271885,6130,,Globigerina,,calida,,,Zone N21,,6,,,1173,"1968,O242",18483,RV Argo,Dodo 117 P,18/06/64,Slide: Long 6 4  E,Piston core,,-3407,3398,1858,,99-102,99,102,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5271886,6131,,Globigerina,,calida,,,,,6,,tow,1319,"1968,O435",18584,Oceanographer,5U,03/07/67,,,1,-70,50,27,,,,,5,55,0,N,80,8,0,E,5.91667,80.13333,Indian ocean near coast
5271887,6132,,Globigerina,,calida,,,,,1,,tow,1520,"1968,O455",18604,Oceanographer,25B & 25U,23/08/67,,,1,-210,50,27,,,,,30,42,0,S,114,41,0,E,-30.7,114.68333,Indian ocean near coast
5271888,6133,,Globigerina,,calida,,,,,2,,tow,1534,"1968,O471",18620,Oceanographer,24-16,22/08/67,,,1,-298,50,27,,,,,30,30,0,S,114,38,0,E,-30.5,114.63333,Indian ocean near coast
5271889,6134,,Globigerina,,calida,,,,,1,,tow,1557,"1968,O463",18612,Oceanographer,16-Aug,18/08/67,,,1,-1590,50,27,,,,,18,23,0,S,113,23,0,E,-18.38333,113.38333,Indian ocean
5271890,6135,,Globigerina,,calida,,identification conflict,,,2,,tow,1565,"1968,O462",18611,Oceanographer,15-Jul,17/08/67,,,1,-2506,50,27,,,,,16,39,0,S,113,3,0,E,-16.65,113.05,Indian ocean
5271891,6136,,Globigerina,,calida,,,,,7,,tow,1361,"1968,O440",18589,Oceanographer,10B & 10U,06/07/67,,,1,-4406,50,27,,,,,5,7,0,N,92,45,0,E,5.11667,92.75,Indian ocean
5271892,6137,,Globigerina,,rubescens,,,,,8,,,90,,16654,RV Spencer F. Baird,DWBG 137,15/02/58,,,,-2712,2770,1515,,05-Sep,5,9,9,53,0,S,110,41,0,W,-9.88333,-110.68333,Pacific ocean
5271894,6138,,Globigerina,,rubescens,,Parker after Hofker(?),,,5,,,131,M.408,34991,HMS Challenger,338,21/03/1876,,,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5271895,6139,,Globigerina,,rubescens,,,,,14,,,165,,16641,RV Horizon,Cap HG 38,01/02/53,,,,-3617,3590,1963,,04-Aug,4,8,14,16,24,S,120,40,48,W,-14.27333,-120.68,Pacific ocean
5271896,6140,,Globigerina,,rubescens,,,,,10,,,273,,16652,RV Spencer F. Baird,DWBG 121,03/02/58,,,,-2819,3320,1815,,Oct-14,10,14,27,9,0,S,109,50,0,W,-27.15,-109.83333,Pacific ocean
5271897,6141,,Globigerina,,rubescens,,,,,16,,,295,,16653,RV Spencer F. Baird,DWBG 130,11/02/58,,Gravity corer,,-3034,3120,1706,,Dec-15,12,15,14,44,0,S,112,6,0,W,-14.73333,-112.1,Pacific ocean
5271898,6142,,Globigerina,,rubescens,,,,,13,,,316,,16657,RV Argo,MSN 53 G,05/12/60,,,,-2810,3658,2000,,04-Sep,4,9,16,25,0,S,66,2,0,E,-16.41667,66.03333,Indian ocean
5271899,6143,,Globigerina,,rubescens,,,,,4,,,330,"1,963,930",16656,RV Horizon,DWHG 79,07/02/58,,,,-3362,,,,07-Nov,7,11,23,36,30,S,118,13,30,W,-23.60833,-118.225,Pacific ocean
5271901,6144,,Globigerina,,rubescens,,,,127-250 mu,6,,,355,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,,,-4346,4042,2210,,4-5.5,4,5.5,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5271902,6145,,Globigerina,,rubescens,,,,127-250 mu,11,,,385,M.3787,34671,HMS Egeria ,,31/10/1887,,,,-2708,2869,1569,,,,,19,34,0,S,64,38,0,E,-19.56667,64.63333,Indian ocean
5271903,6146,*,Globigerina,,rubescens,,,,127-250 mu,9,,,430,M.4292,35238,HMS Egeria,,01/04/1894,,,,-2658,2749,1503,,,,,7,5,0,N,73,48,15,E,7.08333,73.80417,Indian ocean near coast
5271904,6147,,Globigerina,,rubescens,,,,,6,,,609,,17273,RNZFA Tui,N.Z.1.0.B.74,09/09/58,,,,-124,869,475,,,,,20,57,0,S,175,14,0,W,-20.95,-175.23333,Pacific ocean near Tonga island
5271905,6148,,Globigerina,,rubescens,,,,,2,,,642,,17240,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,,,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5271907,6149,,Globigerina,,rubescens,,,,,2,,,662,,17229,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,Slide: Long 178 50 E,,,-2464,1920,1050,,,,,33,53,0,S,173,50,0,E,-33.88333,173.83333,"Pacific ocean, Tasman sea"
5271908,6150,,Globigerina,,rubescens,,,,,8,,,704,M.284,33668,HMS Challenger,220,11/03/1875,,,,-2213,2012,1100,,,,,0,42,0,S,147,0,0,E,-0.7,147,Pacific ocean
5271909,6151,*,Globigerina,,rubescens,,,,,6,,,760,M.5840,36361,HMS Penguin,3,21/05/1896,"Slide: 21/05/1898, Long 178 52 E",,,-4844,4965,2715,,,,,10,12,53,S,178,0,52,E,-10.21472,178.01444,Pacific ocean
5271910,6152,,Globigerina,,rubescens,,,,,15,,,761,M.7059,36704,HMS Penguin,723,20/09/1897,Slide: Long 145 41 3 W,,,-3952,4071,2226,,,,,13,10,18,S,175,41,18,W,-13.17167,-175.68833,Pacific ocean
5271912,6153,,Globigerina,,rubescens,,,,,9,,,779,M.4080,34993,HMS Egeria,,26/08/1889,,,,-2519,2579,1410,,,,,15,39,0,S,179,3,45,W,-15.65,-179.0625,Pacific ocean
5271914,6154,*,Globigerina,,rubescens,,,,,5,,,807,"1965,O37",17338,RV Vema,V 14-100,25/05/58,,Sample depth: 20-23?,,-3663,3910,2138,,22-23,22,23,3,52,0,N,65,31,0,E,3.86667,65.51667,Indian ocean
5271915,6155,,Globigerina,,rubescens,,,Pleistocene Gunz,,18,,,934,"1965,O39",17359,RV Vema,V 15-164,03/05/59,,Sample depth: 5-8?,,-4123,3380,1848,,05-Jun,5,6,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5271916,6156,,Globigerina,,rubescens,,,,,11,,,956,"1965,O206",17371,RV Vema,V 16-21,09/11/59,"Residual IRN related to 1965,O40 (and not 1965,O206)",,,-3881,3795,2075,,80-82,80,82,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5271918,6158,,Globigerina,,rubescens,,identification conflict,Zone N21,,6,,,1174,"1968,O242",18483,RV Argo,Dodo 117 P,18/06/64,Slide: Long 6 4  E,Piston core,,-3407,3398,1858,,99-102,99,102,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5271919,6159,,Globigerina,,rubescens,,,,,2,,tow,1352,"1968,O438",18587,Oceanographer,8B & 8U,05/07/67,,Icita Net,1,-3936,50,27,,,,,5,11,0,N,88,7,0,E,5.18333,88.11667,Indian ocean
5271920,6160,,Globigerina,,rubescens,,,,,14,,,1222,"1968,O411",18559,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,580,580,580,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271921,6161,1,Globigerina,,quinqueloba,,dissected specimens,,,10,,,20,"1959,440b(3)",14452,Voringen,353,10/08/1878,,,,-2468,,,,,,,77,58,0,N,5,10,0,E,77.96667,5.16667,Artic Atlantic ocean
,6161,3,Globigerina,,quinqueloba,,dissected specimens,,,12,,,20,,15729,USS Rehoboth,R9-6,31/07/51,,,,-1472,1289,705,,,,,62,21,0,N,27,37,0,W,62.35,-27.61667,Atlantic ocean Artic
,6161,2,Globigerina,,quinqueloba,,dissected specimens,,,12,,,20,"1957,328(55)",13652,HMS Vidal,55,16/08/55,,Baillie rod,,-3220,,,,,,,70,22,0,N,1,6,0,E,70.36667,1.1,Artic Atlantic ocean
5271922,6162,*,Globigerina,,quinqueloba,,,,,14,,,221,"1,963,923",16648,RV Spencer F. Baird,DWBG 70,07/12/57,,,,-2677,2580,1411,,0-8,0,8,48,28,30,S,113,17,0,W,-48.475,-113.28333,Pacific Ocean
5271923,6163,,Globigerina,,quinqueloba,,,,,3,,,259,,16651,RV Spencer F. Baird,DWBG 120,01/02/58,Residue OBD: 01/01/1958,,,-3039,3060,1673,,13-20,13,20,27,56,0,S,106,55,0,W,-27.93333,-106.91667,Pacific Ocean
5271924,6164,,Globigerina,,quinqueloba,,,,,5,,,275,,16652,RV Spencer F. Baird,DWBG 121,03/02/58,,,,-2819,3320,1815,,Oct-14,10,14,27,9,0,S,109,50,0,W,-27.15,-109.83333,Pacific ocean
5271926,6165,,Globigerina,,quinqueloba,,,,,7,,,687,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5271928,6166,,Globigerina,,quinqueloba,,,,,8,,,700,,17262,HMNZS Pukaki,N.Z.1.0.B.32,01/01/57,,,,-746,768,420,,,,,53,38,0,S,169,52,0,E,-53.63333,169.86667,Pacific ocean
5271929,6167,*,Globigerina,,quinqueloba,,,Zone N21,,6,,,1603,"1968,O378",18527,RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,-3735,3400,1859,,488-490,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
,6168,,Globigerina,,minuta,,P13; TopoTYPEs,,,1,,,,"1,963,381",16381,Locality 117 ,111,,"I am not sure if the 1963,381 tag was for the whole slide, or just the last part",,,-845,,,,,,,33,27,20,N,118,19,0,W,33.45556,-118.31667,Pacific ocean near coast
5271931,6169,,Globigerina,,falconensis,,"See Parker 1962 (Micropaleontology V8 No2), figs 14, 16-19",,,5,,,76,,16649,RV Spencer F. Baird,DWBG 74,11/12/57,,,,-3141,3220,1761,,03-Jul,3,6,43,43,0,S,107,36,0,W,-43.71667,-107.6,Pacific Ocean
5271932,6170,,Globigerina,,falconensis,,Parker after Blow(?),,,9,,,129,M.408,34991,HMS Challenger,338,21/03/1876,,,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5271933,6171,,Globigerina,,falconensis,,identification conflict,,,3,,,277,,16652,RV Spencer F. Baird,DWBG 121,03/02/58,,,,-2819,3320,1815,,Oct-14,10,14,27,9,0,S,109,50,0,W,-27.15,-109.83333,Pacific ocean
5271934,6172,,Globigerina,,falconensis,,,,,2,,,616,,17273,RNZFA Tui,N.Z.1.0.B.74,09/09/58,,,,-124,869,475,,,,,20,57,0,S,175,14,0,W,-20.95,-175.23333,Pacific ocean near Tonga island
5271935,6173,*,Globigerina,,falconensis,,,,,30,,,639,,17240,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,,,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5271936,6174,,Globigerina,,falconensis,,,,,17,,,689,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5271937,6175,,Globigerina,,falconensis,,,,,12,,tow,1074,,,Eltanin Cruise 24,no.1601,,,Plankton tow,1,-5376,0-200,,,,,,42,30,0,S,147,57,0,W,-42.5,-147.95,Pacific ocean
5271938,6176,,Globigerina,,falconensis,,P14 ; Blow ; plastic slide,,,3,,,,,16367, RV Spencer F. Baird,DWBG 73,11/12/57,Slide: Long 109 9 W,RV Spencer F. Baird,,-3132,3080,,,0-2,0,2,43,48,0,S,108,9,0,W,-43.8,-108.15,Pacific Ocean
5271939,6177,,Globigerina,,falconensis,,P15 ; Blow,,,16,,,,"1,963,369",16367, RV Spencer F. Baird,DWBG 73,11/12/57,,RV Spencer F. Baird,,-3132,3080,1684,,0-2,0,2,43,48,0,S,108,9,0,W,-43.8,-108.15,Pacific Ocean
5271940,6178,*,Globigerina,,falconensis,,identification conflict,,,5,,,588,M.4944,35818,HMIMS Investigator,15,22/11/06,,,,-2680,2140,1170,,,,,20,36,32,N,68,50,25,E,20.44222,68.84028,Indian ocean/Arabian sea
5271941,6179,,Globigerina,,falconensis,,Blow,U. Miocene,,8,,,1123,"1966,O57",18031,J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,,,,-1134,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5271943,6180,,Globigerina,,falconensis,,,Zone N21,,11,,,1176,"1968,O242",18483,RV Argo,Dodo 117 P,18/06/64,Slide: Long 6 4  E,Piston core,,-3407,3398,1858,,99-102,99,102,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5271944,6181,,Globigerina,,digitata,,Hastigerinella? ; TYPE. Locality,,,4,,,124,M.408,34991,HMS Challenger,338,21/03/1876,,,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5271945,6182,*,Globigerina,,digitata,,,,,3,,,162,,16641,RV Horizon,Cap HG 38,01/02/53,,,,-3617,3590,1963,,04-Aug,4,8,14,16,24,S,120,40,48,W,-14.27333,-120.68,Pacific ocean
5271946,6183,,Globigerina,,digitata,,,,,2,,,219,"1,963,923",16648,RV Spencer F. Baird,DWBG 70,07/12/57,,,,-2677,2580,1411,,0-8,0,8,48,28,30,S,113,17,0,W,-48.475,-113.28333,Pacific Ocean
5271947,6184,*,Globigerina,,digitata,,,,,10,,,249,,16651,RV Spencer F. Baird,DWBG 120,01/02/58,Residue OBD: 01/01/1958,,,-3039,3060,1673,,13-20,13,20,27,56,0,S,106,55,0,W,-27.93333,-106.91667,Pacific Ocean
5271948,6185,,Globigerina,,digitata,,,,,4,,,269,,16652,RV Spencer F. Baird,DWBG 121,03/02/58,,,,-2819,3320,1815,,Oct-14,10,14,27,9,0,S,109,50,0,W,-27.15,-109.83333,Pacific ocean
5271950,6186,,Globigerina,,digitata,,,,,7,,,326,"1,963,930",16656,RV Horizon,DWHG 79,07/02/58,,,,-3362,,,,07-Nov,7,11,23,36,30,S,118,13,30,W,-23.60833,-118.225,Pacific ocean
5271951,6187,,Globigerina,,digitata,,,,127-250 mu,4,,,353,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,,,-4346,4042,2210,,4-5.5,4,5.5,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5271952,6188,,Globigerina,,digitata,,,,,3,,,381,M.3787,34671,HMS Egeria ,,31/10/1887,,,,-2708,2869,1569,,,,,19,34,0,S,64,38,0,E,-19.56667,64.63333,Indian ocean
5271953,6189,,Globigerina,,digitata,,,,,3,,,395,M.7525.A,37190,HMS Sealark,,31/07/05,,,,-3322,3919,2143,,,,,12,7,0,S,64,7,30,E,-12.11667,64.125,Indian ocean
5271954,6190,,Globigerina,,digitata,,,,127-250 mu,3,,,416,M.4292,35238,HMS Egeria,,01/04/1894,,,,-2658,2749,1503,,,,,7,5,0,N,73,48,15,E,7.08333,73.80417,Indian ocean near coast
5271955,6191,,Globigerina,,digitata,,,,,2,,,444,M.7488,37149,HMS Sealark,186,12/11/05,"Slide: 02/11/1905, Lat 2 41 1 S",,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5271956,6192,,Globigerina,,digitata,,,,127-250 mu,1,,,451,M.7488,37149,HMS Sealark,186,12/11/05,"Slide: 02/11/1905, Lat 2 41 1 S",,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5271957,6193,,Globigerina,,digitata-bulloides-crassaformis,,,,127-250 mu,6,,,472,M.7487,37148,HMS Sealark,181,09/11/05,,,,-3507,3758,2055,,,,,7,35,30,S,61,29,0,E,-7.59167,61.48333,Indian ocean
5271958,6194,,Globigerina,,digitata,,,,127-250 mu,3,,,502,M.3791,34676,Egeria XX,,12/11/1887,,,,-4646,4510,2466,,,,,23,14,5,S,56,18,15,E,-23.23472,56.30417,Indian ocean
5271959,6195,,Globigerina,,digitata,,,,127-250 mu,6,,,517,M.3793,34678,Egeria XXII,,16/11/1887,,,,-4211,4228,2312,,,,,29,56,0,S,54,6,0,E,-29.93333,54.1,Indian ocean
5271960,6196,,Globigerina,,digitata,,,,127-250 mu,2,,,535,M.5248,36057,HMS Penguin,12,17/04/1891,,,,-3829,3758,2055,,,,,24,53,30,S,110,23,30,E,-24.89167,110.39167,Indian ocean near coast
5271961,6197,,Globigerina,,digitata,,,,+250 mu,1,,,551,M.5246,36053,HMS Penguin,9,16/04/1891,,,,-3350,3676,2010,,,,,26,56,12,S,111,10,54,E,-26.93667,111.18167,Indian ocean near coast
5271962,6198,,Globigerina,,digitata,,,,,2,,,600,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,,,-4346,4042,2210,,0-3.5,0,3.5,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
