IRN,BM no.: (Registration)/BM Number: (BM Number),Quantity: (Sample Information),Object
11881,"BM.1980,O92",,"BM.1980,O92, 44, HMS Hydra, 04/06/1980, 55 23  N; 8 16 22 W; Northeast Atlantic Ocean, underway sampler"
36077,,"1 b, 1 t","11, HMS Penguin, 20/11/1891, 1 11 20 S; 127 8 50 E; Western Central Pacific Ocean, Sounding"
36078,,1 t,"53, HMS Penguin, 04/12/1891, 11 56 50 N; 120 55 45 E; Western Central Pacific Ocean, Sounding"
36079,,"1 b, 1 t","12, HMS Penguin, 20/11/1891, 1 18 40 S; 127 2 52 E; Western Central Pacific Ocean, Sounding"
36080,,"1 b, 1 t","55, HMS Penguin, 04/12/1891, 12 23 55 N; 120 44 45 E; Western Central Pacific Ocean, Sounding"
36081,,"1 b, 1 t","56, HMS Penguin, 04/12/1891, 12 51 50 N; 120 37 50 E; Western Central Pacific Ocean, Sounding"
36082,,"1 b, 1 t","57, HSM Penguin, 04/12/1891, 13 5 15 N; 120 23 50 E; Western Central Pacific Ocean, Sounding"
36083,,"1 b, 1 t","58, HMS Penguin, 05/12/1891, 13 18 40 N; 120 9 35 E; Western Central Pacific Ocean, Sounding"
36084,,,"59, HMS Penguin, 05/12/1891, 13 40  N; 119 54 50 E; Western Central Pacific Ocean, Sounding"
36085,,1 t,"1, HMS Penguin, 11/12/1891, 14 16 55 N; 120 30 25 E; Western Central Pacific Ocean, Sounding"
36086,,"1 b, 1 t","2, HMS Penguin, 11/12/1891, 14 14  N; 120 20 55 E; Western Central Pacific Ocean, Sounding"
36087,,2 t,"3, HMS Penguin, 11/12/1891, 14 5 40 N; 120 5 10 E; Western Central Pacific Ocean, Sounding"
36088,,,"4, HMS Penguin, 11/12/1891, 14 2  N; 119 49  E; Western Central Pacific Ocean, Sounding"
36089,,,"5, HMS Penguin, 11/12/1891, 14 15 15 N; 119 52 20 E; Western Central Pacific Ocean, Sounding"
36090,,,"7, HMS Penguin, 12/12/1891, 14 53 20 N; 119 50 20 E; Western Central Pacific Ocean, Sounding"
36091,,,"9, HMS Penguin, 12/12/1891, 15 31  N; 119 32 10 E; Western Central Pacific Ocean, Sounding"
36092,,,"11, HMS Penguin, 13/12/1891, 16 29 45 N; 118 32 12 E; Western Central Pacific Ocean, Sounding"
36093,,,"12, HMS Penguin, 13/12/1891, 16 46 50 N; 118 15 57 E; Western Central Pacific Ocean, Sounding"
36094,,"1 b, 1 t","13, HMS Penguin, 13/12/1891, 17 5 37 N; 118 1 11 E; Western Central Pacific Ocean, Sounding"
36095,,,"14, HMS Penguin, 14/12/1891, 17 30 40 N; 117 45 37 E; Western Central Pacific Ocean, Sounding"
36096,,,"15, HMS Penguin, 14/12/1891, 17 54 22 N; 117 28 45 E; Western Central Pacific Ocean, Sounding"
36097,,,"16, HMS Penguin, 14/12/1891, 18 10 19 N; 117 17 45 E; Western Central Pacific Ocean, Sounding"
36098,,,"17, HMS Penguin, 14/12/1891, 18 25 25 N; 117 5 30 E; Western Central Pacific Ocean, Sounding"
36099,,,"18, HMS Penguin, 14/12/1891, 18 38 27 N; 116 54 15 E; Western Central Pacific Ocean, Sounding"
36100,,,"19, HMS Penguin, 15/12/1891, 18 52 31 N; 116 41 53 E; Western Central Pacific Ocean, Sounding"
36101,,,"20, HMS Penguin, 15/12/1891, 19 6 43 N; 116 30 8 E; Western Central Pacific Ocean, Sounding"
36102,,,"21, HMS Penguin, 15/12/1891, 19 16 20 N; 116 19  E; Western Central Pacific Ocean, Sounding"
36103,,,"22, HMS Penguin, 15/12/1891, 19 29 53 N; 116 9 57 E; Western Central Pacific Ocean, Sounding"
36104,,,"23, HMS Penguin, 15/12/1891, 19 41 51 N; 116 0 50 E; Western Central Pacific Ocean, Sounding"
36105,,,"24, HMS Penguin, 15/12/1891, 19 53 21 N; 115 56 54 E; Western Central Pacific Ocean, Sounding"
36106,,,"25, HMS Penguin, 15/12/1891, 20 3 33 N; 115 54 54 E; Western Central Pacific Ocean, Sounding"
36107,,,"26, HMS Penguin, 15/12/1891, 20 14 37 N; 115 51 52 E; Northwest Pacific Ocean, Sounding"
36108,,,"27, HMS Penguin, 15/12/1891, 20 25 37 N; 115 48 50 E; Northwest Pacific Ocean, Sounding"
36109,,,"28, HMS Penguin, 16/12/1891, 20 36 44 N; 115 45 47 E; Northwest Pacific Ocean, Sounding"
36110,,,"29, HMS Penguin, 16/12/1891, 20 47 38 N; 115 49 10 E; Northwest Pacific Ocean, Sounding"
36111,,,"30, HMS Penguin, 16/12/1891, 20 58 42 N; 115 55 22 E; Northwest Pacific Ocean, Sounding"
36112,,,"3, HMS Penguin, 05/04/1892, 19 31 40 N; 113 36 35 E; Northwest Pacific Ocean, Sounding"
36113,,,"4, HMS Penguin, 05/04/1892, 19 26 35 N; 113 38 20 E; Northwest Pacific Ocean, Sounding"
36114,,,"5, HMS Penguin, 05/04/1892, 19 21 52 N; 113 38 10 E; Northwest Pacific Ocean, Sounding"
36115,,,"6, HMS Penguin, 05/04/1892, 19 16 30 N; 113 38 5 E; Northwest Pacific Ocean, Sounding"
36116,,,"7, HMS Penguin, 05/04/1892, 19 11 27 N; 113 37 59 E; Northwest Pacific Ocean, Sounding"
36117,,,"8, HMS Penguin, 05/04/1892, 19 6 24 N; 113 37 51 E; Northwest Pacific Ocean, Sounding"
36118,,,"9, HMS Penguin, 05/04/1892, 19 1 22 N; 113 37 44 E; Northwest Pacific Ocean, Sounding"
36119,,,"10, HMS Penguin, 05/04/1892, 18 51 17 N; 113 37 33 E; Northwest Pacific Ocean, Sounding"
36120,,,"12, HMS Penguin, 06/04/1892, 18 31 5 N; 113 37 9 E; Northwest Pacific Ocean, Sounding"
36121,M.53,1 bž2 t,"M.53, 32 a, HMS Challenger, 03/04/1873, 32 1  N; 64 51  W; Western Central Atlantic Ocean"
36122,,,"13, HMS Penguin, 06/04/1892, 18 21 1 N; 113 36 55 E; Northwest Pacific Ocean, Sounding"
36123,,,"14, HMS Penguin, 06/04/1892, 18 10 56 N; 113 36 42 E; Northwest Pacific Ocean, Sounding"
36124,,,"16, HMS Penguin, 06/04/1892, 17 40 30 N; 113 36 19 E; Northwest Pacific Ocean, Sounding"
36125,,"1 b, 1 t","15, HMS Penguin, 06/04/1892, 17 55 48 N; 113 36 12 E; Northwest Pacific Ocean, Sounding"
36126,,,"18, HMS Penguin, 07/04/1892, 17 9 48 N; 113 36 32 E; Northwest Pacific Ocean, Sounding"
36127,,,"19, HMS Penguin, 07/04/1892, 16 27 30 N; 113 36 51 E; Northwest Pacific Ocean, Sounding"
36128,,,"20, HMS Penguin, 07/04/1892, 16 0 25 N; 113 0 25 E; Western Central Pacific Ocean, Sounding"
36129,,,"21, HMS Penguin, 07/04/1892, 15 48 41 N; 113 44 55 E; Northwest Pacific Ocean, Sounding"
36130,,,"22, HMS Penguin, 07/04/1892, 15 56 57 N; 113 52 58 E; Northwest Pacific Ocean, Sounding"
36131,,,"24, HMS Penguin, 27/04/1892, 15 34 48 N; 113 40 55 E; Northwest Pacific Ocean, Sounding"
36132,,,"25, HMS Penguin, 28/04/1892, 15 32 13 N; 113 29 23 E; Northwest Pacific Ocean, Sounding"
36133,,,"26, HMS Penguin, 28/04/1892, 15 30 39 N; 113 41 30 E; Northwest Pacific Ocean, Sounding"
36134,,,"27, HMS Penguin, 28/04/1892, 15 27 37 N; 113 40 14 E; Northwest Pacific Ocean, Sounding"
36135,,,"28, HMS Penguin, 28/04/1892, 15 22 47 N; 113 48 20 E; Northwest Pacific Ocean, Sounding"
36136,,,"29, HMS Penguin, 28/04/1892, 15 22 14 N; 113 58 27 E; Northwest Pacific Ocean, Sounding"
36137,,,"31, HMS Penguin, 28/04/1892, 15 20 11 N; 114 6 40 E; Northwest Pacific Ocean, Sounding"
36138,,,"32, HMS Penguin, 29/04/1892, 15 19 10 N; 114 27 42 E; Northwest Pacific Ocean, Sounding"
36139,,,"33, HMS Penguin, 29/04/1892, 15 30 4 N; 114 27 42 E; Northwest Pacific Ocean, Sounding"
36140,,,"35, HMS Penguin, 29/04/1892, 16 9 44 N; 114 29 23 E; Northwest Pacific Ocean, Sounding"
36141,,,"36, HMS Penguin, 30/04/1892, 16 14 44 N; 114 29  E; Northwest Pacific Ocean, Sounding"
36142,,,"38, HMS Penguin, 30/04/1892, 16 27 22 N; 114 29 26 E; Northwest Pacific Ocean, Sounding"
36143,,,"39, HMS Penguin, 30/04/1892, 16 27 22 N; 114 38 43 E; Northwest Pacific Ocean, Sounding"
36144,,,"40, HMS Penguin, 30/04/1892, 16 21 57 N; 114 49 43 E; Northwest Pacific Ocean, Sounding"
36145,,,"41, HMS Penguin, 30/04/1892, 16 16 32 N; 114 59 27 E; Northwest Pacific Ocean, Sounding"
36146,,,"42, HMS Penguin, 30/04/1892, 16 9 30 N; 115 11 49 E; Western Central Pacific Ocean, Sounding"
36147,,,"43, HMS Penguin, 01/05/1892, 16 28 10 N; 115 8 22 E; Western Central Pacific Ocean, Sounding"
36148,,,"44, HMS Penguin, 01/05/1892, 16 46 50 N; 115 4 46 E; Western Central Pacific Ocean, Sounding"
36149,,,"46, HMS Penguin, 01/05/1892, 17 0 32 N; 115 0 48 E; Western Central Pacific Ocean, Sounding"
36150,,,"48, HMS Penguin, 01/05/1892, 17 9 57 N; 114 59 17 E; Northwest Pacific Ocean, Sounding"
36151,,,"49, HMS Penguin, 01/05/1892, 17 8 39 N; 115 7 39 E; Western Central Pacific Ocean, Sounding"
36152,,,"50, HMS Penguin, 01/05/1892, 17 8 15 N; 115 16 1 E; Western Central Pacific Ocean, Sounding"
36153,,,"51, HMS Penguin, 01/05/1892, 17 15 51 N; 115 16 1 E; Western Central Pacific Ocean, Sounding"
36154,,,"52, HMS Penguin, 01/05/1892, 17 23 27 N; 115 16 1 E; Western Central Pacific Ocean, Sounding"
36155,,,"53, HMS Penguin, 01/05/1892, 17 22 55 N; 115 5 23 E; Western Central Pacific Ocean, Sounding"
36156,,,"54, HMS Penguin, 01/05/1892, 17 22 10 N; 114 54 44 E; Northwest Pacific Ocean, Sounding"
36157,,,"55, HMS Penguin, 01/05/1892, 17 30 34 N; 114 52 3 E; Northwest Pacific Ocean, Sounding"
36158,,,"56, HMS Penguin, 01/05/1892, 17 39 14 N; 114 50 6 E; Northwest Pacific Ocean, Sounding"
36159,,,"57, HMS Penguin, 01/05/1892, 17 48 32 N; 114 47 6 E; Northwest Pacific Ocean, Sounding"
36160,,,"58, HMS Penguin, 01/05/1892, 18 1 58 N; 114 46 16 E; Northwest Pacific Ocean, Sounding"
36161,,,"60, HMS Penguin, 02/05/1892, 18 30 50 N; 114 34 23 E; Northwest Pacific Ocean, Sounding"
36162,,,"61, HMS Penguin, 03/05/1892, 18 48 58 N; 114 26 23 E; Northwest Pacific Ocean, Sounding"
36163,,,"62, HMS Penguin, 03/05/1892, 19 15 7 N; 114 17 26 E; Northwest Pacific Ocean, Sounding"
36164,,,"63, HMS Penguin, 03/05/1892, 19 24 52 N; 114 14 55 E; Northwest Pacific Ocean, Sounding"
36165,,,"64, HMS Penguin, 03/05/1892, 19 34 49 N; 114 12 11 E; Northwest Pacific Ocean, Sounding"
36166,,,"65, HMS Penguin, 03/05/1892, 19 45 1 N; 114 10 31 E; Northwest Pacific Ocean, Sounding"
36167,,,"66, HMS Penguin, 03/05/1892, 19 54 58 N; 114 8 54 E; Northwest Pacific Ocean, Sounding"
36168,,2 t,"68, HMS Penguin, 21/06/1894, 35 41 2 S; 151 15 5 E; Southwest Pacific Ocean, Sounding"
36169,,2 t,"69, HMS Penguin, 07/08/1894, 23 30 18 S; 153 52 42 E; Western Central Pacific Ocean, Sounding"
36170,,2 t,"69, HMS Penguin, 07/08/1894, 23 30 18 S; 153 52 42 E; Western Central Pacific Ocean, Sounding"
36171,,4 t,"70, HMS Penguin, 07/08/1894, 23 17 6 S; 154 33  E; Western Central Pacific Ocean, Sounding"
36172,,"1 b, 1 t","73, HMS Penguin, 06/08/1894, 22 49 54 S; 155 17 36 E; Western Central Pacific Ocean, Sounding"
36173,,1 b,"74, HMS Penguin, 08/08/1894, 22 29 48 S; 155 8 36 E; Western Central Pacific Ocean, Sounding"
36174,,1 b,"76, HMS Penguin, 09/08/1894, 21 7 18 S; 155 21 36 E; Western Central Pacific Ocean, Sounding"
36175,,1 t,"77, HMS Penguin, 09/08/1894, 20 10  S; 156 3 9 E; Northwest Pacific Ocean"
36176,,1 t,"78, HMS Penguin, 10/08/1894, 19 33 3 S; 136 26 9 E; Western Central Pacific Ocean"
36177,,1 t,"79, HMS Penguin, 10/08/1894, 18 42 6 S; 157 4 4 E; Western Central Pacific Ocean"
36178,,1 t,"80, HMS Penguin, 11/08/1894, 18 35 1 S; 157 10 5 E; Western Central Pacific Ocean"
36179,,1 t,"81, HMS Penguin, 11/08/1894, 18 25 6 S; 157 0 9 E; Western Central Pacific Ocean"
36180,,1 t,"83, HMS Penguin, 11/08/1894, 18 35 4 S; 156 59 4 E; Western Central Pacific Ocean"
36181,,1 t,"85, HMS Penguin, 12/08/1894, 18 54 9 S; 156 58 3 E; Western Central Pacific Ocean"
36182,,1 t,"87, HMS Penguin, 12/08/1894, 18 56 2 S; 156 57 8 E; Western Central Pacific Ocean"
36183,,1 t,"88, HMS Penguin, 12/08/1894, 19 3 3 S; 156 56 5 E; Western Central Pacific Ocean"
36184,,1 t,"89, HMS Penguin, 12/08/1894, 19 10 2 S; 156 54 9 E; Western Central Pacific Ocean"
36185,,1 t,"90, HMS Penguin, 12/08/1894, 19 11 5 S; 156 49 9 E; Western Central Pacific Ocean"
36186,,1 t,"91, HMS Penguin, 12/08/1894, 19 6 1 S; 156 49  E; Western Central Pacific Ocean"
36187,,1 t,"93, HMS Penguin, 12/08/1894, 18 59 5 S; 156 43 3 E; Western Central Pacific Ocean"
36188,,1 t,"95, HMS Penguin, 13/08/1894, 18 52  S; 156 33 5 E; Western Central Pacific Ocean"
36189,M.54,3 tž12 slds,"M.54, 32 b, HMS Challenger, 03/04/1873, 32 10  N; 64 52  W; Western Central Atlantic Ocean"
36190,M.55,4 tž17 slds,"M.55, 32 d, HMS Challenger, 04/04/1873, 32 19  N; 64 40  W; Western Central Atlantic Ocean"
36191,M.56,7 bž1 boxž12 slds,"M.56, 33, HMS Challenger, 04/04/1873, 32 21 30 N; 64 35 55 W; Western Central Atlantic Ocean"
36192,,1 t,"101, HMS Penguin, 14/08/1894, 18 33 3 S; 156 39 5 E; Western Central Pacific Ocean"
36193,,1 t,"102, HMS Penguin, 14/08/1894, 18 42 3 S; 156 42 5 E; Western Central Pacific Ocean"
36194,,2 b,"106, HMS Penguin, 14/08/1894, 18 49 5 S; 157 12 6 E; Western Central Pacific Ocean"
36195,,1 b,"109, HMS Penguin, 15/08/1894, 18 53 5 S; 157 6 9 E; Western Central Pacific Ocean"
36196,,1 t,"113, HMS Penguin, 16/08/1894, 19 50 8 S; 156 54 6 E; Western Central Pacific Ocean"
36197,,1 b,"114, HMS Penguin, 16/08/1894, 20 45 36 S; 156 40 48 E; Northwest Pacific Ocean, Sounding"
36198,,"1 b, 1 t","116, HMS Penguin, 17/08/1894, 22 1 48 S; 156 42  E; Northwest Pacific Ocean, Sounding"
36199,,1 b,"117, HMS Penguin, 17/08/1894, 22 32 6 S; 156 38 42 E; Northwest Pacific Ocean, Sounding"
36200,,"1 b, 1 t","118, HMS Penguin, 17/08/1894, 23 3  S; 156 36 12 E; Northwest Pacific Ocean, Sounding"
36201,,"1 b, t 1","120, HMS Penguin, 18/08/1894, 24 23 2 S; 155 16 7 E; Western Central Pacific Ocean, Sounding"
36202,,1 b,"122, HMS Penguin, 06/09/1894, 21 53 12 S; 155 1 42 E; Western Central Pacific Ocean, Sounding"
36203,,1 t,"124, HMS Penguin, 08/09/1894, 18 45 36 S; 157 35  E; Western Central Pacific Ocean"
36204,,1 t,"125, HMS Penguin, 08/09/1894, 18 21 59 S; 157 58  E; Western Central Pacific Ocean"
36205,,1 t,"126, HMS Penguin, 08/09/1894, 17 59 6 S; 157 30 25 E; Western Central Pacific Ocean"
36206,,1 b,"127, HMS Penguin, 08/09/1894, 17 36 3 S; 157 9 9 E; Western Central Pacific Ocean, Sounding"
36207,,1 b,"128, HMS Penguin, 09/09/1894, 17 1 6 S; 158 10 2 E; Western Central Pacific Ocean, Sounding"
36208,,1 b,"129, HMS Penguin, 09/09/1894, 17 14 5 S; 158 33 8 E; Western Central Pacific Ocean, Sounding"
36209,,1 b,"131, HMS Penguin, 10/09/1894, 15 53 3 S; 158 53 6 E; Western Central Pacific Ocean, Sounding"
36210,,1 b,"135, HMS Penguin, 12/09/1894, 12 17 1 S; 161 16 3 E; Western Central Pacific Ocean, Sounding"
36211,,1 b,"138, HMS Penguin, 12/09/1894, 11 29 5 S; 161 46 5 E; Western Central Pacific Ocean, Sounding"
36212,,1 b,"139, HMS Penguin, 13/09/1894, 11 10 6 S; 162 16 1 E; Western Central Pacific Ocean, Sounding"
36213,,"1 b, 1 t","140, HMS Penguin, 13/09/1894, 10 57 6 S; 162 21 9 E; Western Central Pacific Ocean, Sounding"
36214,,1 b,"143, HMS Penguin, 05/10/1894, 8 37  S; 158 38  E; Western Central Pacific Ocean, Sounding"
36215,,1 b,"147, HMS Penguin, 06/01/1895, 11 55 36 S; 154 23  E; Western Central Pacific Ocean, Sounding"
36216,,1 b,"148, HMS Penguin, 06/01/1895, 11 14 5 S; 154 56  E; Western Central Pacific Ocean, Sounding"
36217,,1 b,"151, HMS Penguin, 16/02/1895, 10 13  S; 161 4  E; Western Central Pacific Ocean, Sounding"
36218,,1 b,"152, HMS Penguin, 17/02/1895, 10 42 2 S; 160 42  E; Western Central Pacific Ocean"
36219,,1 b,"153, HMS Penguin, 17/02/1895, 11 12 6 S; 160 4 5 E; Western Central Pacific Ocean, Sounding"
36220,M.57,1 t,"M.57, HMS Challenger, 17/04/1873, 32   N; 64   W; Western Central Atlantic Ocean"
36221,,1 b,"154, HMS Penguin, 17/02/1895, 11 33 18 S; 159 51 18 E; Western Central Pacific Ocean, Sounding"
36222,,1 b,"155, HMS Penguin, 18/02/1895, 12 10 30 S; 159 28 30 E; Western Central Pacific Ocean, Sounding"
36223,,1 b,"156, HMS Penguin, 18/02/1895, 12 59 6 S; 159 4 30 E; Western Central Pacific Ocean, Sounding"
36224,,1 b,"157, HMS Penguin, 19/02/1895, 14 3 24 S; 158 16 18 E; Western Central Pacific Ocean, Sounding"
36225,,1 b,"158, HMS Penguin, 20/02/1895, 15 9 24 S; 157 38  E; Western Central Pacific Ocean, Sounding"
36226,,1 b,"160, HMS Penguin, 21/02/1895, 16 39 30 S; 156 37 36 E; Western Central Pacific Ocean, Sounding"
36227,,1 b,"161, HMS Penguin, 21/02/1895, 17 34 1 S; 156 2 5 E; Western Central Pacific Ocean, Sounding"
36228,,1 t,"162, HMS Penguin, 21/02/1895, 18 11 30 S; 155 34 42 E; Western Central Pacific Ocean"
36229,,1 b,"164, HMS Penguin, 22/02/1895, 19 52 5 S; 154 26 7 E; Western Central Pacific Ocean, Sounding"
36230,,1 b,"165, HMS Penguin, 23/02/1895, 24 45 30 S; 153 50 30 E; Western Central Pacific Ocean, Sounding"
36231,,1 b,"172, HMS Penguin, 27/06/1895, 38 35 6 S; 159 39 9 E; Southwest Pacific Ocean, Sounding"
36232,,1 t,"173, HMS Penguin, 28/06/1895, 38 14 7 S; 161 30 7 E; Southwest Pacific Ocean, Sounding"
36233,,1 t,"176, HMS Penguin, 29/06/1895, 37 26 8 S; 165 26 1 E; Southwest Pacific Ocean, Sounding"
36234,,1 t,"178, HMS Penguin, 30/06/1895, 37 7 6 S; 168 19 3 E; Southwest Pacific Ocean, Sounding"
36235,,1 b,"179, HMS Penguin, 01/07/1895, 36 52 4 S; 169 56 2 E; Southwest Pacific Ocean, Sounding"
36236,,1 b,"180, HMS Penguin, 04/07/1895, 35 24  S; 170 53 5 E; Southwest Pacific Ocean, Sounding"
36237,,1 b,"181, HMS Penguin, 05/07/1895, 33 46 1 S; 173 32 1 E; Southwest Pacific Ocean, Sounding"
36238,,1 t,"185, HMS Penguin, 17/07/1895, 34 18 7 S; 179 31 8 E; Southwest Pacific Ocean, Sounding"
36239,,1 tin box,"187, HMS Penguin, 18/07/1895, 32 48 36 S; 179 34 24 E; Southwest Pacific Ocean, Sounding"
36240,,1 b,"192, HMS Penguin, 19/07/1895, 31 9 6 S; 178 3 4 W; Southwest Pacific Ocean, Sounding"
36241,,1 b,"196, HMS Penguin, 20/07/1895, 29 14 5 S; 177 31 6 W; Southwest Pacific Ocean, Sounding"
36242,,1 b,"199, HMS Penguin, 21/08/1895, 26 40 12 S; 176 16  W; Southwest Pacific Ocean, Sounding"
36243,,1 b,"200, HMS Penguin, 22/07/1895, 25 52 18 S; 176 4 7 W; Southwest Pacific Ocean, Sounding"
36244,,1 b,"201, HMS Penguin, 22/07/1895, 25 11 48 S; 175 46 24 W; Southwest Pacific Ocean, Sounding"
36245,,1 b,"205, HMS Penguin, 24/07/1895, 22 51 36 S; 174 53 36 W; Eastern Central Pacific Ocean, Sounding"
36246,,1 b,"206, HMS Penguin, 24/07/1895, 22 21 12 S; 174 36  W; Eastern Central Pacific Ocean, Sounding"
36247,,1 b,"207, HMS Penguin, 24/07/1895, 21 55 0 S; 174 33 3 W; Eastern Central Pacific Ocean, Sounding"
36248,,1 b,"211, HMS Penguin, 25/07/1895, 21 13 6 S; 174 48  W; Eastern Central Pacific Ocean, Sounding"
36249,,"1 b, 1 t","225, HMS Penguin, 01/08/1895, 19 51 54 S; 175 55 6 W; Western Central Pacific Ocean, Sounding"
36250,,"1 b, 1 t","226, HMS Penguin, 01/08/1895, 19 24 12 S; 176 19 18 W; Western Central Pacific Ocean, Sounding"
36251,,1 b,"228, HMS Penguin, 01/08/1895, 18 22 54 S; 177 8 6 W; Western Central Pacific Ocean, Sounding"
36252,,1 b,"230, HMS Penguin, 03/08/1895, 17 25 48 S; 177 57 12 W; Western Central Pacific Ocean, Sounding"
36253,,1 b,"231, HMS Penguin, 02/08/1895, 17 1 12 S; 178 18 12 W; Western Central Pacific Ocean, Sounding"
36254,,"1 b, 1 t","237, HMS Penguin, 02/08/1895, 16 46 24 S; 178 41 9 W; Western Central Pacific Ocean, Sounding"
36255,,"1 b, 2 t","238, HMS Penguin, 03/08/1895, 17 12 54 S; 179 41 48 W; Western Central Pacific Ocean, Sounding"
36256,,"1 b, 2 t","239, HMS Penguin, 03/08/1895, 17 18  S; 179 56 12 W; Western Central Pacific Ocean, Sounding"
36257,,1 t,"240, HMS Penguin, 03/08/1895, 17 26  S; 179 50 18 W; Western Central Pacific Ocean, Sounding"
36258,,"1 t, 1 sld","241, HMS Penguin, 03/08/1895, 17 35 30 S; 179 34 12 W; Western Central Pacific Ocean, Sounding"
36259,,"1 b, 1 t","242, HMS Penguin, 03/08/1895, 17 42 54 S; 179 21 12 W; Western Central Pacific Ocean, Sounding"
36260,,2 t,"243, HMS Penguin, 03/08/1895, 17 51 48 S; 179 12 42 W; Western Central Pacific Ocean, Sounding"
36261,,2 t,"244, HMS Penguin, 03/08/1895, 17 59 24 S; 179 4 6 W; Western Central Pacific Ocean, Sounding"
36262,,1 t,"245, HMS Penguin, 04/08/1895, 18 12 12 S; 178 50 24 W; Western Central Pacific Ocean"
36263,,2 t,"249, HMS Penguin, 08/08/1895, 18 18 42 S; 178 58 6 W; Western Central Pacific Ocean, Sounding"
36264,,1 t,"250, HMS Penguin, 08/08/1895, 18 18 11 S; 179 6  W; Western Central Pacific Ocean, Sounding"
36265,,"1 b, 1 t","253, HMS Penguin, 09/08/1895, 18 2 6 S; 179 40 30 W; Western Central Pacific Ocean, Sounding"
36266,,1 b,"254, HMS Penguin, 09/08/1895, 17 52  S; 179 45  W; Western Central Pacific Ocean, Sounding"
36267,,1 b,"255, HMS Penguin, 09/08/1895, 17 42 6 S; 179 57  W; Western Central Pacific Ocean, Sounding"
36268,,"1 b, 2 slds","256, HMS Penguin, 09/08/1895, 17 31 36 S; 179 54 42 W; Western Central Pacific Ocean, Sounding"
36269,,"1 b, 2 slds","258, HMS Penguin, 09/08/1895, 17 9 36 S; 179 50 36 W; Western Central Pacific Ocean, Sounding"
36270,,"1 b, 2 slds","259, HMS Penguin, 09/08/1895, 17 3 30 S; 179 43 12 W; Western Central Pacific Ocean, Sounding"
36271,,2 t,"260, HMS Penguin, 09/08/1895, 16 54 30 S; 179 32  W; Western Central Pacific Ocean, Sounding"
36272,,"1 b, 1 t","261, HMS Penguin, 10/08/1895, 16 48  S; 179 20 54 W; Western Central Pacific Ocean, Sounding"
36273,,"1 b, 1 t","262, HMS Penguin, 10/08/1895, 16 38 24 S; 179 13 18 W; Western Central Pacific Ocean, Sounding"
36274,,"1 b, 1 t","263, HMS Penguin, 10/08/1895, 16 23  S; 178 2 42 W; Western Central Pacific Ocean, Sounding"
36275,,1 b,"265, HMS Penguin, 11/08/1895, 15 59 36 S; 177 44 36 W; Western Central Pacific Ocean, Sounding"
36276,,1 b,"273, HMS Penguin, 11/08/1895, 16 17 30 S; 177 14 54 W; Western Central Pacific Ocean, Sounding"
36277,,1 b,"278, HMS Penguin, 12/08/1895, 16 32 19 S; 177 20 24 W; Western Central Pacific Ocean"
36278,,1 t,"279, HMS Penguin, 12/08/1895, 16 2 48 S; 177 16 30 W; Western Central Pacific Ocean, Sounding"
36279,,1 b,"283, HMS Penguin, 13/08/1895, 16 4 48 S; 177 10  W; Western Central Pacific Ocean, Sounding"
36280,,1 t,"286, HMS Penguin, 13/08/1895, 15 56 30 S; 177 11  W; Western Central Pacific Ocean, Sounding"
36281,,1 t,"288, HMS Penguin, 13/08/1895, 15 53 30 S; 177 8 30 W; Western Central Pacific Ocean, Sounding"
36282,,1 t,"298, HMS Penguin, 14/08/1895, 15 58 30 S; 176 48 12 W; Western Central Pacific Ocean, Sounding"
36283,,1 t,"299, HMS Penguin, 15/08/1895, 15 56 18 S; 175 48 30 W; Western Central Pacific Ocean, Sounding"
36284,,1 t,"301, HMS Penguin, 15/08/1895, 15 52  S; 176 49 12 W; Western Central Pacific Ocean, Sounding"
36285,,1 b,"305, HMS Penguin, 15/08/1895, 15 50 12 S; 176 48 42 W; Western Central Pacific Ocean, Sounding"
36286,,1 t,"306, HMS Penguin, 15/08/1895, 15 50  S; 176 48 36 W; Western Central Pacific Ocean, Sounding"
36287,,1 b,"312, HMS Penguin, 15/08/1895, 15 47 18 S; 176 43 48 W; Western Central Pacific Ocean, Sounding"
36288,,1 t,"320, HMS Penguin, 16/08/1895, 15 29 42 S; 176 3 54 W; Western Central Pacific Ocean"
36289,,2 t,"325, HMS Penguin, 18/08/1895, 15 5 36 S; 174 20  W; Eastern Central Pacific Ocean, Sounding"
36290,,1 b,"328, HMS Penguin, 20/08/1895, 14 12 2 S; 172 11 1 W; Eastern Central Pacific Ocean, Sounding"
36291,,1 b,"329, HMS Penguin, 20/08/1895, 14 4 6 S; 171 49 30 W; Eastern Central Pacific Ocean, Sounding"
36292,,1 b,"331, HMS Penguin, 20/08/1895, 14 49 24 S; 171 51 54 W; Eastern Central Pacific Ocean, Sounding"
36293,,3 t,"335, HMS Penguin, 21/08/1895, 15 52 54 S; 172 36 48 W; Eastern Central Pacific Ocean, Sounding"
36294,,"1 b, 1 t","336, HMS Penguin, 22/08/1895, 16 28 48 S; 173 1 24 W; Eastern Central Pacific Ocean, Sounding"
36295,,1 t,"337, HMS Penguin, 22/08/1895, 16 46 48 S; 173 41 12 W; Eastern Central Pacific Ocean, Sounding"
36296,,1 t,"339, HMS Penguin, 23/08/1895, 17 20 26 S; 173 24  W; Eastern Central Pacific Ocean, Sounding"
