IRN,ZF no.,Square,Genus,,Species,Sub-species,Notes on slides,Era,Grade,No. of individuals,No. positioned individuals,Observations Marina,Buckley Slide/SL,Museum no.,Residue IRN,Cruise name,Cruise station no.,Collection date,Observations,Collect info,tow,Sea Depth NOAA (m),Sea Depth (m),Sea Depth (fms),Sea Depth (feet),Sample depth (cm),sample_depth_min,sample_depth_max,Lat degrees,Lat minutes,Lat seconds,Lat N/S,Long degrees,Long minutes,Long seconds,Long W/E,Lat decimal,Long decimal,Ocean/Sea
5466011,7011,,Globigerinoides,,ruber,,,,,5,,tow,1332,"1968,O436",18585,Oceanographer,6B,04/07/67,,Icita net,1,-4052,50,27,,,,,5,34,0,N,83,38,0,E,5.566667,83.633333,Indian ocean
5466012,7012,,Globigerinoides,,ruber,,,,,6,,tow,1340,"1968,O437",18586,Oceanographer,7B,05/07/67,,Icita Net,1,-4025,50,27,,,,,5,26,0,N,85,37,0,E,5.43333,85.61667,Indian ocean
5466013,7013,,Globigerinoides,,ruber,,,,,17,,tow,1345,"1968,O438",18587,Oceanographer,8B & 8U,05/07/67,,Icita Net,1,-3936,50,27,,,,,5,11,0,N,88,7,0,E,5.18333,88.11667,Indian ocean
5466014,7014,,Globigerinoides,,ruber,,,,,10,,tow,1355,"1968,O439",18588,Oceanographer,9B & 9U,06/07/67,,Icita Net,1,-3295,50,27,,,,,5,4,0,N,90,22,0,E,5.067,90.36667,Indian ocean
5466015,7015,,Globigerinoides,,ruber,,,,,13,,tow,1358,"1968,O440",18589,Oceanographer,10B & 10U,06/07/67,,Icita Net,1,-4406,50,27,,,,,5,7,0,N,92,45,0,E,5.11667,92.75,Indian ocean
5466016,7016,,Globigerinoides,,ruber,,,,,19,,tow,1364,"1968,O441",18590,Oceanographer,11B & 11U,11/08/67,"same as 1968,O458",Icita net,1,-30,50,27,,,,,6,23,0,S,112,34,0,E,-6.38333,112.56667,Java Sea
5466017,7017,,Globigerinoides,,ruber,,,,,5,,tow,1373,"1968,O442",18591,Oceanographer,12B,12/08/67,,Icita Net,1,-77,50,27,,,,,6,43,0,S,114,26,0,E,-6.71667,114.43333,Java Sea
5466018,7018,,Globigerinoides,,ruber,,,,,3,,tow,1376,"1968,O443",18592,Oceanographer,13B & 13U,12/08/67,,Icita Net,1,-1335,50,27,,,,,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5466019,7019,,Globigerinoides,,ruber,,,,,9,,tow,1390,"1968,O445",18594,Oceanographer,15B & 15U,17/08/67,,Icita Net,1,-2506,50,27,,,,,16,38,0,S,113,3,0,E,-16.63333,113.05,Indian ocean
5466020,7020,,Globigerinoides,,ruber,,,,,1,,tow,1393,"1968,O446",18595,Oceanographer,16,17/08/67,,Icita Net,1,-1590,50,27,,,,,18,23,0,S,113,22,0,E,-18.38333,113.36667,Indian ocean
5466021,7021,,Globigerinoides,,ruber,,,,,8,,tow,1406,"1968,O448",18597,Oceanographer,18,19/08/67,,Icita Net,1,-114,50,27,,,,,24,30,0,S,112,31,0,E,-24.5,112.51667,Indian ocean near coast
5466022,7022,,Globigerinoides,,ruber,,,,,1,,tow,1418,"1968,O449",18598,Oceanographer,19,20/08/67,,Icita Net,1,-1056,50,27,,,,,26,5,0,S,111,36,0,E,-26.08333,111.6,Indian ocean
5466023,7023,,Globigerinoides,,ruber,,,,,2,,tow,1430,"1968,O450",18599,Oceanographer,20,20/08/67,,Icita Net,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5466024,7024,,Globigerinoides,,ruber,,,,,1,,tow,1444,"1968,O470",18619,Oceanographer,23-15,22/08/67,,,1,-98,50,27,,,,,23,57,0,S,113,6,0,E,-23.95,113.1,Indian ocean near coast
5466025,7025,,Globigerinoides,,ruber,,,,,2,,tow,1447,"1968,O460",18609,Oceanographer,13-May,12/08/67,,,1,-1335,50,27,,,,,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5466027,7027,,Globigerinoides,,ruber,,,,,1,,tow,1478,"1968,O466",18615,Oceanographer,19-Nov,20/08/67,,,1,-1155,50,27,,,,,26,5,0,S,111,34,0,E,-26.08333,111.56667,Indian ocean near coast
5466028,7028,,Globigerinoides,,ruber,,,,,8,,tow,1483,"1968,O458",18607,Oceanographer,11-Mar,11/08/67,,Icita Net,1,-30,50,27,,,,,6,23,0,S,112,34,0,E,-6.38333,112.56667,Java Sea
5466029,7029,,Globigerinoides,,ruber,,,,,7,,tow,1491,"1968,O456",18605,Oceanographer,03-Jan,01/07/67,"same as 1968,O433",,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5466030,7030,,Globigerinoides,,ruber,,,,,5,,tow,1505,"1968,O453",18602,Oceanographer,23B & 23U,22/08/67,,Icita Net,1,-2746,50,27,,,,,28,56,0,S,113,6,0,E,-28.933333,113.1,Indian ocean
5466031,7031,,Globigerinoides,,ruber,,,,,3,,tow,1510,"1968,O454",18603,Oceanographer,24B & 24U,22/08/67,,Icita net,1,-270,50,27,,,,,30,26,0,S,114,37,0,E,-30.43333,114.61667,Indian ocean near coast
5466032,7032,,Globigerinoides,,ruber,,,,,7,,tow,1516,"1968,O455",18604,Oceanographer,25B & 25U,23/08/67,,,1,-210,50,27,,,,,30,42,0,S,114,41,0,E,-30.7,114.68333,Indian ocean near coast
5466033,7033,,Globigerinoides,,ruber,,,,,2,,tow,1531,"1968,O471",18620,Oceanographer,24-16,22/08/67,,,1,-298,50,27,,,,,30,30,0,S,114,38,0,E,-30.5,114.63333,Indian ocean near coast
5466034,7034,,Globigerinoides,,ruber,,,,,1,,tow,1543,"1968,O467",18616,Oceanographer,20-Dec,20/08/67,,,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5466035,7035,,Globigerinoides,,ruber,,,,,8,,tow,1548,"1968,O457",18606,Oceanographer,04-Feb,03/07/67,"same as 1968,O434",,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466036,7036,,Globigerinoides,,ruber,,,,,3,,tow,1555,"1968,O463",18612,Oceanographer,16-Aug,18/08/67,,,1,-1590,50,27,,,,,18,23,0,S,113,23,0,E,-18.38333,113.38333,Indian ocean
5466037,7037,,Globigerinoides,,ruber,,,,,13,,tow,1563,"1968,O462",18611,Oceanographer,15-Jul,17/08/67,,,1,-2506,50,27,,,,,16,39,0,S,113,3,0,E,-16.65,113.05,Indian ocean
5466053,7053,,Globigerinoides,,conglobatus,,,,,4,,tow,1071,,18718,Anton Bruun (A.B.) cruise 2,137,10/07/63,,"Plankton tow, Be net",1,-4968,0-125,,,,,,14,50,0,S,79,56,0,E,-14.83333,79.93333,Indian ocean
5466058,7058,,Globigerinoides,,conglobatus,,,,,3,,tow,1286,"1968,O431",18579,Oceanographer,1B & 1U,26/06/67,,,1,-123,50,27,,,,,17,18,0,N,72,8,0,E,17.3,72.13333,Indian ocean near coast
5466059,7059,,Globigerinoides,,conglobatus,,,,,1,,tow,1333,"1968,O436",18585,Oceanographer,6U,04/07/67,,Icita net,1,-4052,50,27,,,,,5,34,0,N,83,38,0,E,5.566667,83.633333,Indian ocean
5466060,7060,,Globigerinoides,,conglobatus,,,,,2,,tow,1293,"1968,O432",18580,Oceanographer,2B,30/06/67,,,1,-2236,50,27,,,,,12,19,0,N,73,13,0,E,12.31667,73.21667,Indian ocean
5466061,7061,,Globigerinoides,,conglobatus,,,,,1,,tow,1342,"1968,O437",18586,Oceanographer,7B,05/07/67,,Icita Net,1,-4025,50,27,,,,,5,26,0,N,85,37,0,E,5.43333,85.61667,Indian ocean
5466062,7062,,Globigerinoides,,conglobatus,,,,,1,,tow,1321,"1968,O435",18584,Oceanographer,5U,03/07/67,,,1,-70,50,27,,,,,5,55,0,N,80,8,0,E,5.91667,80.13333,Indian ocean near coast
5466063,7063,,Globigerinoides,,conglobatus,,,,,2,,tow,1394,"1968,O446",18595,Oceanographer,16,17/08/67,,,1,-1590,50,27,,,,,18,23,0,S,113,22,0,E,-18.38333,113.36667,Indian ocean
5466064,7064,,Globigerinoides,,conglobatus,,,,,1,,tow,1411,"1968,O448",18597,Oceanographer,18,19/08/67,,Plankton tow,1,-114,50,27,,,,,24,30,0,S,112,31,0,E,-24.5,112.51667,Indian ocean near coast
5466065,7065,,Globigerinoides,,conglobatus,,,,,1,,tow,1486,"1968,O458",18607,Oceanographer,11-Mar,11/08/67,,,1,-30,50,27,,,,,6,23,0,S,112,34,0,E,-6.38333,112.56667,Java Sea
5466066,7066,,Globigerinoides,,conglobatus,,,,,2,,tow,1427,"1968,O450",18599,Oceanographer,20,20/08/67,,,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5466067,7067,,Globigerinoides,,conglobatus,,,,,2,,tow,1523,"1968,O455",18604,Oceanographer,25B & 25U,23/08/67,,,1,-210,50,27,,,,,30,42,0,S,114,41,0,E,-30.7,114.68333,Indian ocean near coast
5466068,7068,,Globigerinoides,,conglobatus,,,,,1,,tow,1547,"1968,O457",18606,Oceanographer,04-Feb,03/07/67,"same as 1968,O434",,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466070,7070,,Globigerinoides,,conglobatus,,,,,2,,tow,1562,"1968,O462",18611,Oceanographer,15-Jul,17/08/67,,,1,-2506,50,27,,,,,16,39,0,S,113,3,0,E,-16.65,113.05,Indian ocean
5466073,7073,,Globigerinoides,,conglobatus,,,,,1,,tow,1538,"1968,O467",18616,Oceanographer,20-Dec,20/08/67,,,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5466074,7074,,Globoquadrina,cf,eggeri,,,,,17,,tow,1081,,18717,Anton Bruun (A.B.) cruise 1,Stn.97 no. 479,01/05/63,,Plankton tow,1,-3151,0-250,,,,,,13,8,0,N,86,12,0,E,13.13333,86.2,"Indian ocean, Bay of Bengal"
5466075,7075,,Globoquadrina,,eggeri,,,,,4,,tow,1086,,18717,Anton Bruun (A.B.) cruise 1,Stn.97 no. 479,01/05/63,,Plankton tow,1,-3151,0-250,,,,,,13,8,0,N,86,12,0,E,13.13333,86.2,"Indian ocean, Bay of Bengal"
5466076,7076,,Globoquadrina,,eggeri,,,,,14,,tow,1090,,18720,Anton Bruun (A.B.) cruise 2,St. 144 ; no. 834,17/07/63,,Plankton tow,1,-4379,500-1000,,,,,,4,18,0,N,80,8,0,E,4.3,80.13333,Indian ocean near coast
5466077,7077,,Globoquadrina,,eggeri,,,,,9,,tow,1141,,,J.I.O.E. Meteor,,18/02/65,,Plankton tow,1,-2503,0-200,,,,,,13,55,48,N,70,50,0,E,13.93,70.833,Indian ocean/Arabian sea
5466078,7078,,Globoquadrina,,eggeri,,,,,34,,tow,1147,,18580,Oceanographer,B.P. 2U,30/06/67,Residue OBD: Sta 2B,,1,-2236,50,27,,,,,12,19,0,N,73,13,0,E,12.31667,73.21667,Indian ocean
5466081,7081,,Globoquadrina,,eggeri,,dutertrei (d'Orbigny) ,,,14,,tow,1234,"1968,O422",18570,Explorer,106,04/04/63,,Oblique tow above the thermocline,1,-621,< 100,,,,,,10,29,0,N,17,29,0,W,10.483,-17.483,Indian ocean near coast
5466082,7082,,Globoquadrina,,eggeri,,,,,10,,tow,1290,"1968,O432",18580,Oceanographer,2B,30/06/67,,,1,-2236,50,27,,,,,12,19,0,N,73,13,0,E,12.31667,73.21667,Indian ocean
5466083,7083,,Globoquadrina,,eggeri,,,,,19,,tow,1295,"1968,O433",18581,Oceanographer,3B,01/07/67,,Icita net,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5466084,7084,,Globoquadrina,,eggeri,,,,,11,,tow,1302,"1968,O434",18582,Oceanographer,4B,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466085,7085,,Globoquadrina,,eggeri,,,,,8,,tow,1311,"1968,O434",18582,Oceanographer,4U,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466086,7086,,Globoquadrina,,eggeri,,,,,7,,tow,1316,"1968,O435",18584,Oceanographer,5U,03/07/67,,,1,-70,50,27,,,,,5,55,0,N,80,8,0,E,5.91667,80.13333,Indian ocean near coast
5466087,7087,,Globoquadrina,,eggeri,,,,,7,,tow,1323,"1968,O435",18583,Oceanographer,5B,03/07/67,,,1,-70,50,27,,,,,5,55,0,N,80,7,0,E,5.91667,80.11667,Indian ocean near coast
5466088,7088,,Globoquadrina,,eggeri,,,,,10,,tow,1329,"1968,O436",18585,Oceanographer,6B,04/07/67,,Icita net,1,-4052,50,27,,,,,5,34,0,N,83,38,0,E,5.566667,83.633333,Indian ocean
5466089,7089,,Globoquadrina,,eggeri,,,,,4,,tow,1337,"1968,O437",18586,Oceanographer,7B,05/07/67,,Icita Net,1,-4025,50,27,,,,,5,26,0,N,85,37,0,E,5.43333,85.61667,Indian ocean
5466090,7090,,Globoquadrina,,eggeri,,,,,4,,tow,1346,"1968,O438",18587,Oceanographer,8B & 8U,05/07/67,,Icita Net,1,-3936,50,27,,,,,5,11,0,N,88,7,0,E,5.18333,88.11667,Indian ocean
5466091,7091,,Globoquadrina,,eggeri,,,,,7,,tow,1353,"1968,O439",18588,Oceanographer,9B & 9U,06/07/67,,Icita Net,1,-3295,50,27,,,,,5,4,0,N,90,22,0,E,5.067,90.36667,Indian ocean
5466092,7092,,Globoquadrina,,eggeri,,,,,13,,tow,1360,"1968,O440",18589,Oceanographer,10B & 10U,06/07/67,,,1,-4406,50,27,,,,,5,7,0,N,92,45,0,E,5.11667,92.75,Indian ocean
5466093,7093,,Globoquadrina,,eggeri,,,,,4,,tow,1378,"1968,O443",18592,Oceanographer,13B & 13U,12/08/67,,,1,-1335,50,27,,,,,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5466094,7094,,Globoquadrina,,eggeri,,,,,3,,tow,1382,"1968,O444",18593,Oceanographer,14B & 14U,16/08/67,,Icita net,1,-5228,50,27,,,,,13,31,0,S,114,0,0,E,-13.51667,114,Indian ocean
5466095,7095,,Globoquadrina,,eggeri,,,,,9,,tow,1387,"1968,O445",18594,Oceanographer,15B & 15U,17/08/67,,Icita Net,1,-2506,50,27,,,,,16,38,0,S,113,3,0,E,-16.63333,113.05,Indian ocean
5466096,7096,,Globoquadrina,,eggeri,,,,,4,,tow,1398,"1968,O446",18595,Oceanographer,16,17/08/67,,Icita Net,1,-1590,50,27,,,,,18,23,0,S,113,22,0,E,-18.38333,113.36667,Indian ocean
5466097,7097,,Globoquadrina,,eggeri,,,,,13,,tow,1405,"1968,O448",18597,Oceanographer,18,19/08/67,,Icita Net,1,-114,50,27,,,,,24,30,0,S,112,31,0,E,-24.5,112.51667,Indian ocean near coast
5466098,7098,,Globoquadrina,,eggeri,,,,,2,,tow,1415,"1968,O449",18598,Oceanographer,19,20/08/67,,Icita Net,1,-1056,50,27,,,,,26,5,0,S,111,36,0,E,-26.08333,111.6,Indian ocean
5466099,7099,,Globoquadrina,,eggeri,,,,,11,,tow,1422,"1968,O450",18599,Oceanographer,20,20/08/67,,Icita Net,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5466100,7100,,Globoquadrina,,eggeri,,,,,2,,tow,1432,"1968,O451",18600,Oceanographer,21,21/08/67,,,1,-431,50,27,,,,,28,13,0,S,113,17,0,E,-28.21667,113.28333,Indian ocean near coast
5466101,7101,,Globoquadrina,,eggeri,,,,,6,,tow,1440,"1968,O470",18619,Oceanographer,23-15,22/08/67,,,1,-98,50,27,,,,,23,57,0,S,113,6,0,E,-23.95,113.1,Indian ocean near coast
5466102,7102,,Globoquadrina,,eggeri,,,,,10,,tow,1449,"1968,O460",18609,Oceanographer,13-May,12/08/67,,,1,-1335,50,27,,,,,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5466103,7103,,Globoquadrina,,eggeri,,,,,11,,tow,1455,"1968,O469",18618,Oceanographer,22-14,21/08/67,,,1,-866,50,27,,,,,28,23,0,S,112,59,0,E,-28.38333,112.98333,Indian ocean near coast
5466104,7104,,Globoquadrina,,eggeri,,,,,2,,tow,1475,"1968,O466",18615,Oceanographer,19-Nov,20/08/67,,,1,-1155,50,27,,,,,26,5,0,S,111,34,0,E,-26.08333,111.56667,Indian ocean near coast
5466105,7105,,Globoquadrina,,eggeri,,,,,30,,tow,1492,"1968,O456",18605,Oceanographer,03-Jan,01/07/67,"same as 1968,O433",,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5466106,7106,,Globoquadrina,,eggeri,,,,,4,,tow,1498,"1968,O452",18601,Oceanographer,22B & 22U,21/08/67,,,1,-866,50,27,,,,,28,22,0,S,112,59,0,E,-28.36667,112.98333,Indian ocean near coast
5466107,7107,,Globoquadrina,,eggeri,,,,,6,,tow,1512,"1968,O454",18603,Oceanographer,24B & 24U,22/08/67,,Icita net,1,-270,50,27,,,,,30,26,0,S,114,37,0,E,-30.43333,114.61667,Indian ocean near coast
5466108,7108,,Globoquadrina,,eggeri,,,,,29,,tow,1503,"1968,O453",18602,Oceanographer,23B & 23U,22/08/67,,Icita Net,1,-2746,50,27,,,,,28,56,0,S,113,6,0,E,-28.933333,113.1,Indian ocean
5466109,7109,,Globoquadrina,,eggeri,,,,,11,,tow,1518,"1968,O455",18604,Oceanographer,25B & 25U,23/08/67,,,1,-210,50,27,,,,,30,42,0,S,114,41,0,E,-30.7,114.68333,Indian ocean near coast
5466110,7110,,Globoquadrina,,eggeri,,,,,2,,tow,1528,"1968,O465",18614,Oceanographer,18-Oct,19/08/67,,,1,-114,50,27,,,,,24,33,0,S,112,31,0,E,-24.55,112.51667,Indian ocean near coast
5466111,7111,,Globoquadrina,,eggeri,,,,,4,,tow,1535,"1968,O471",18620,Oceanographer,24-16,22/08/67,,,1,-298,50,27,,,,,30,30,0,S,114,38,0,E,-30.5,114.63333,Indian ocean near coast
5466112,7112,,Globoquadrina,,eggeri,,,,,2,,tow,1542,"1968,O467",18616,Oceanographer,20-Dec,20/08/67,,,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5466113,7113,,Globoquadrina,,eggeri,,,,,15,,tow,1544,"1968,O457",18606,Oceanographer,04-Feb,03/07/67,"same as 1968,O434",,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466114,7114,,Globoquadrina,,eggeri,,,,,6,,tow,1554,"1968,O463",18612,Oceanographer,16-Aug,18/08/67,,,1,-1590,50,27,,,,,18,23,0,S,113,23,0,E,-18.38333,113.38333,Indian ocean
5466115,7115,,Globoquadrina,,eggeri,,,,,1,,tow,1564,"1968,O462",18611,Oceanographer,15-Jul,17/08/67,,,1,-2506,50,27,,,,,16,39,0,S,113,3,0,E,-16.65,113.05,Indian ocean
5466120,7120,,Pulleniatina ,,obliquiloculata,,,,,1,,tow,1284,"1968,O431",18579,Oceanographer,1B & 1U,26/06/67,,,1,-123,50,27,,,,,17,18,0,N,72,8,0,E,17.3,72.13333,Indian ocean near coast
5466121,7121,,Pulleniatina ,,obliquiloculata,,,,,2,,tow,1291,"1968,O432",18580,Oceanographer,2B,30/06/67,,,1,-2236,50,27,,,,,12,19,0,N,73,13,0,E,12.31667,73.21667,Indian ocean
5466122,7122,,Pulleniatina ,,obliquiloculata,,,,,5,,tow,1300,"1968,O433",18581,Oceanographer,3B,01/07/67,,Icita net,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5466123,7123,,Pulleniatina ,,obliquiloculata,,,,,4,,tow,1304,"1968,O434",18582,Oceanographer,4B,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466124,7124,,Pulleniatina ,,obliquiloculata,,,,,4,,tow,1309,"1968,O434",18582,Oceanographer,4U,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466125,7125,,Pulleniatina ,,obliquiloculata,,,,,3,,tow,1320,"1968,O435",18584,Oceanographer,5U,03/07/67,,,1,-70,50,27,,,,,5,55,0,N,80,8,0,E,5.91667,80.13333,Indian ocean near coast
5466126,7126,,Pulleniatina ,,obliquiloculata,,,,,4,,tow,1326,"1968,O435",18583,Oceanographer,5B,03/07/67,,,1,-70,50,27,,,,,5,55,0,N,80,7,0,E,5.91667,80.11667,Indian ocean near coast
5466127,7127,,Pulleniatina ,,obliquiloculata,,,,,4,,tow,1328,"1968,O436",18585,Oceanographer,6B,04/07/67,,Icita net,1,-4052,50,27,,,,,5,34,0,N,83,38,0,E,5.566667,83.633333,Indian ocean
5466128,7128,,Pulleniatina ,,obliquiloculata,,,,,3,,tow,1338,"1968,O437",18586,Oceanographer,7B,05/07/67,,Icita Net,1,-4025,50,27,,,,,5,26,0,N,85,37,0,E,5.43333,85.61667,Indian ocean
5466129,7129,,Pulleniatina ,,obliquiloculata,,,,,4,,tow,1348,"1968,O438",18587,Oceanographer,8B & 8U,05/07/67,,Icita Net,1,-3936,50,27,,,,,5,11,0,N,88,7,0,E,5.18333,88.11667,Indian ocean
5466130,7130,,Pulleniatina ,,obliquiloculata,,,,,5,,tow,1357,"1968,O439",18588,Oceanographer,9B & 9U,06/07/67,,Icita Net,1,-3295,50,27,,,,,5,4,0,N,90,22,0,E,5.067,90.36667,Indian ocean
5466131,7131,,Pulleniatina ,,obliquiloculata,,,,,1,,tow,1367,"1968,O441",18590,Oceanographer,11B & 11U,11/08/67,"same as 1968,O458",Icita net,1,-30,50,27,,,,,6,23,0,S,112,34,0,E,-6.38333,112.56667,Java Sea
5466132,7132,,Pulleniatina ,,obliquiloculata,,,,,5,,tow,1400,"1968,O446",18595,Oceanographer,16,17/08/67,,Icita Net,1,-1590,50,27,,,,,18,23,0,S,113,22,0,E,-18.38333,113.36667,Indian ocean
5466133,7133,,Pulleniatina ,,obliquiloculata,,,,,1,,tow,1413,"1968,O448",18597,Oceanographer,18,19/08/67,,Icita Net,1,-114,50,27,,,,,24,30,0,S,112,31,0,E,-24.5,112.51667,Indian ocean near coast
5466134,7134,,Pulleniatina ,,obliquiloculata,,,,,2,,tow,1420,"1968,O449",18598,Oceanographer,19,20/08/67,,Icita Net,1,-1056,50,27,,,,,26,5,0,S,111,36,0,E,-26.08333,111.6,Indian ocean
5466135,7135,,Pulleniatina ,,obliquiloculata,,,,,1,,tow,1423,"1968,O450",18599,Oceanographer,20,20/08/67,,Icita Net,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5466136,7136,,Pulleniatina ,,obliquiloculata,,,,,1,,tow,1451,"1968,O460",18609,Oceanographer,13-May,12/08/67,,,1,-1335,50,27,,,,,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5466137,7137,,Pulleniatina ,,obliquiloculata,,,,,2,,tow,1479,"1968,O466",18615,Oceanographer,19-Nov,20/08/67,,,1,-1155,50,27,,,,,26,5,0,S,111,34,0,E,-26.08333,111.56667,Indian ocean near coast
5466138,7138,,Pulleniatina ,,obliquiloculata,,,,,4,,tow,1493,"1968,O456",18605,Oceanographer,03-Jan,01/07/67,"same as 1968,O433",,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5466139,7139,,Pulleniatina ,,obliquiloculata,,,,,1,,tow,1507,"1968,O453",18602,Oceanographer,23B & 23U,22/08/67,,Icita Net,1,-2746,50,27,,,,,28,56,0,S,113,6,0,E,-28.933333,113.1,Indian ocean
5466140,7140,,Pulleniatina ,,obliquiloculata,,,,,3,,tow,1519,"1968,O455",18604,Oceanographer,25B & 25U,23/08/67,,,1,-210,50,27,,,,,30,42,0,S,114,41,0,E,-30.7,114.68333,Indian ocean near coast
5466141,7141,,Pulleniatina ,,obliquiloculata,,,,,1,,tow,1537,"1968,O471",18620,Oceanographer,24-16,22/08/67,,,1,-298,50,27,,,,,30,30,0,S,114,38,0,E,-30.5,114.63333,Indian ocean near coast
5466142,7142,,Pulleniatina ,,obliquiloculata,,,,,2,,tow,1540,"1968,O467",18616,Oceanographer,20-Dec,20/08/67,,,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5466143,7143,,Pulleniatina ,,obliquiloculata,,,,,3,,tow,1546,"1968,O457",18606,Oceanographer,04-Feb,03/07/67,"same as 1968,O434",,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466144,7144,,Pulleniatina ,,obliquiloculata,,,,,4,,tow,1556,"1968,O463",18612,Oceanographer,16-Aug,18/08/67,,,1,-1590,50,27,,,,,18,23,0,S,113,23,0,E,-18.38333,113.38333,Indian ocean
5466145,7145,,Pulleniatina ,,obliquiloculata,,,,,6,,tow,1559,"1968,O462",18611,Oceanographer,15-Jul,17/08/67,,,1,-2506,50,27,,,,,16,39,0,S,113,3,0,E,-16.65,113.05,Indian ocean
5466146,7146,,Pulleniatina ,,obliquiloculata,,,,,6,,tow,1363,"1968,O440",18589,Oceanographer,10B & 10U,06/07/67,,,1,-4406,50,27,,,,,5,7,0,N,92,45,0,E,5.11667,92.75,Indian ocean
5466152,7152,,Globigerinella,,aequilateralis/siphonifera,,,,,23,,tow,1047,"1967,O372",18275,Zapiola,,Sep-63,,Surface plankton tow,1,-3537,,,,,,,28,11,0,S,43,34,0,W,-28.18333,-43.56667,Atlantic ocean
5466154,7154,,Globigerinella,,aequilateralis/siphonifera,,,,,5,,tow,1070,,18718,Anton Bruun (A.B.) cruise 2,137,10/07/63,,"Plankton tow, Be net",1,-4968,0-125,,,,,,14,50,0,S,79,56,0,E,-14.83333,79.93333,Indian ocean
5466155,7155,,Globigerinella,,aequilateralis/siphonifera,,,,,9,,tow,1087,,18717,Anton Bruun (A.B.) cruise 1,Stn.97 no. 479,01/05/63,,Plankton tow,1,-3151,0-250,,,,,,13,8,0,N,86,12,0,E,13.13333,86.2,"Indian ocean, Bay of Bengal"
5466156,7156,,Globigerinella,,aequilateralis/siphonifera,,,,,4,,tow,1093,,18720,Anton Bruun (A.B.) cruise 2,St. 144 ; no. 834,17/07/63,Slide: 17/07/1967,Plankton tow,1,-4379,500-1000,,,,,,4,18,0,N,80,8,0,E,4.3,80.13333,Indian ocean near coast
5466157,7157,,Globigerinella,,aequilateralis/siphonifera,,,,,16,,tow,1104,,18719,Anton Bruun (A.B.) cruise 2,"Stn 139, no. 796",12/07/63,,Plankton tow,1,-5228,0-250,,,,,,8,37,0,S,79,34,0,E,-8.61667,79.56667,Indian ocean
5466159,7159,,Globigerinella,,aequilateralis/siphonifera & ruber,,,,,4,,tow,1142,,,Eltanin Cruise 24,"no.1613, Stn 6",25/07/66,,Plankton tow,1,-5367,0-10,,,,,,40,0,0,S,144,44,0,W,-40,-144.73333,Pacific ocean
5466163,7163,,Globigerinella,,aequilateralis/siphonifera,,marina: one speciemen completely broken,,,0,,tow,1292,"1968,O432",18580,Oceanographer,2B,30/06/67,,,1,-2236,50,27,,,,,12,19,0,N,73,13,0,E,12.31667,73.21667,Indian ocean
5466164,7164,,Globigerinella,,aequilateralis/siphonifera,,,,,2,,tow,1296,"1968,O433",18581,Oceanographer,3B,01/07/67,,Icita net,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
