IRN,ZF no.,Square,Genus,,Species,Sub-species,Notes on slides,Era,Grade,No. of individuals,No. positioned individuals,Observations Marina,Buckley Slide/SL,Museum no.,Residue IRN,Cruise name,Cruise station no.,Collection date,Observations,Collect info,tow,Sea Depth NOAA (m),Sea Depth (m),Sea Depth (fms),Sea Depth (feet),Sample depth (cm),sample_depth_min,sample_depth_max,Lat degrees,Lat minutes,Lat seconds,Lat N/S,Long degrees,Long minutes,Long seconds,Long W/E,Lat decimal,Long decimal,Ocean/Sea
5465824,6824,,Unknown forms,,various,,,,,4,,tow,1101,,18719,Anton Bruun (A.B.) cruise 2,"Stn 139, no. 796",12/07/63,,Plankton tow,1,-5228,0-250,,,,,,8,37,0,S,79,34,0,E,-8.61667,79.56667,Indian ocean
5465829,6829,,Globigerinoides,,trilobus,,Reuss;  f. typica,,,47,,tow,1231,"1968,O419",18567,Reine Pokou,19,02/08/63,,Oblique tow above the thermocline,1,-2800,< 100,,,,,,4,29,0,N,3,59,0,W,4.483333,-3.983333,Atlantic ocean near coast
5465830,6830,,"G. menardii, conglubatus, aequilateralis, sacculifera; O. universa",,"menardii, conglubatus, aequilateralis, sacculifera, universa",,,,,16,,tow,1143,,18716,Anton Bruun (A.B.) cruise 1,Stn.16 no. 91 SOSC,,,Plankton tow,1,-806,0-164,,,,,,7,31,0,N,96,11,0,E,7.516667,96.183333,Indian ocean/Andaman sea
5465834,6834,,G.,,"menardii, ruber, sacculifera, dutertrei",,,,,45,,tow,1682,"1972,O1",19259,HMS Beagle,,06/09/71,,,1,-34,33,18,,,,,4,20,30,S,56,17,0,E,-4.341667,56.283333,Pacific ocean/Seychelles
5465836,6836,,Globigerina,,sp,,,,,5,,tow,1344,"1968,O437",18586,Oceanographer,7U,05/07/67,,Icita Net,1,-4025,50,27,,,,,5,26,0,N,85,37,0,E,5.43333,85.61667,Indian ocean
5465837,6837,,Globigerina,,sp,,,,,1,,tow,1351,"1968,O438",18587,Oceanographer,8B & 8U,05/07/67,,Icita Net,1,-3936,50,27,,,,,5,11,0,N,88,7,0,E,5.18333,88.11667,Indian ocean
5465838,6838,,benthonics,,benthonic,,,,,2,,tow,1370,"1968,O441",18590,Oceanographer,11B & 11U,11/08/67,"same as 1968,O458",Icita net,1,-30,50,27,,,,,6,23,0,S,112,34,0,E,-6.38333,112.56667,Java Sea
5465839,6839,,Globigerina,,sp,,,,,1,,tow,1380,"1968,O443",18592,Oceanographer,13B & 13U,12/08/67,,,1,-1335,50,27,,,,,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5465840,6840,,Globigerinoides,,sp,,,,,15,,tow,1288,"1968,O431",18579,Oceanographer,1B & 1U,26/06/67,,,1,-123,50,27,,,,,17,18,0,N,72,8,0,E,17.3,72.13333,Indian ocean near coast
5465841,6841,,Globigerina,,sp,,juveniles,,,2,,tow,1392,"1968,O445",18594,Oceanographer,15B & 15U,17/08/67,,,1,-2506,50,27,,,,,16,38,0,S,113,3,0,E,-16.63333,113.05,Indian ocean
5465842,6842,,Globigerina,,sp,,,,,3,,tow,1350,"1968,O438",18587,Oceanographer,8B & 8U,05/07/67,,Icita Net,1,-3936,50,27,,,,,5,11,0,N,88,7,0,E,5.18333,88.11667,Indian ocean
5465843,6843,,Globigerina,,sp,,,,,1,,tow,1402,"1968,O448",18597,Oceanographer,18,19/08/67,,,1,-114,50,27,,,,,24,30,0,S,112,31,0,E,-24.5,112.51667,Indian ocean near coast
5465844,6844,,Globigerinoides,,sp,,,,,1,,tow,1515,"1968,O455",18604,Oceanographer,25B & 25U,23/08/67,,,1,-210,50,27,,,,,30,42,0,S,114,41,0,E,-30.7,114.68333,Indian ocean near coast
5465850,6850,,benthonic,,benthonic,,,,,1,,tow,1488,"1968,O458",18607,Oceanographer,11-Mar,11/08/67,,Icita Net,1,-30,50,27,,,,,6,23,0,S,112,34,0,E,-6.38333,112.56667,Java Sea
5465851,6851,,Globigerina,,sp,,,,,2,,tow,1508,"1968,O453",18602,Oceanographer,23,22/08/67,,Icita Net,1,-2746,50,27,,,,,28,56,0,S,113,6,0,E,-28.933333,113.1,Indian ocean
5465852,6852,,Globorotalia,,sp,,,,,1,,tow,1384,"1968,O444",18593,Oceanographer,14B & 14U,16/08/67,,Icita net,1,-5228,50,27,,,,,13,31,0,S,114,0,0,E,-13.51667,114,Indian ocean
5465853,6853,,Globigerinella,,sp,,,,,2,,tow,1307,"1968,O434",18582,Oceanographer,4B,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5465854,6854,,Globigerinoides,,sp,,,,,1,,tow,1335,"1968,O436",18585,Oceanographer,6U,04/07/67,,Icita net,1,-4052,50,27,,,,,5,34,0,N,83,38,0,E,5.566667,83.633333,Indian ocean
5465857,6857,,Globorotalia,,menardii,,,,,13,hard to see them,tow,1048,"1967,O373",18276,Zapiola,,Sep-63,,Surface plankton tow,1,-3537,,,,,,,28,11,0,S,43,34,0,W,-28.18333,-43.56667,Atlantic Ocean
5465859,6859,,Globorotalia,,menardii,,,,,5,3,tow,1072,,18718,Anton Bruun (A.B.) cruise 2,137,10/07/63,,"Plankton tow, Be net",1,-4968,0-125,,,,,,14,50,0,S,79,56,0,E,-14.83333,79.93333,Indian ocean
5465860,6860,,Globorotalia,,menardii,,,,,10,8,tow,1085,,18717,Anton Bruun (A.B.) cruise 1,Stn.97 no. 479,01/05/63,,Plankton tow,1,-3151,0-250,,,,,,13,8,0,N,86,12,0,E,13.13333,86.2,"Indian ocean, Bay of Bengal"
5465861,6861,,Globorotalia,,menardii,,,,,16,14,tow,1095,,18720,Anton Bruun (A.B.) cruise 2,St. 144 ; no. 834,17/07/63,Slide: 17/07/1967,Plankton tow,1,-4379,500-1000,,,,,,4,18,0,N,80,8,0,E,4.3,80.13333,Indian ocean near coast
,6861,,,,digitata?,,,,,1,0,tow,1095,,18720,Anton Bruun (A.B.) cruise 2,St. 144 ; no. 834,17/07/63,Slide: 17/07/1967,Plankton tow,1,-4379,500-1000,,,,,,4,18,0,N,80,8,0,E,4.3,80.13333,Indian ocean near coast
5465862,6862,,Globorotalia,,menardii,,,,,39,34,tow,1106,,18719,Anton Bruun (A.B.) cruise 2,"Stn 139, no. 796",12/07/63,,Plankton tow,1,-5228,0-250,,,,,,8,37,0,S,79,34,0,E,-8.61667,79.56667,Indian ocean
5465863,6863,,Globorotalia,,menardii,,,,,7,5,tow,1108,,,J.I.O.E. Meteor,197,16/02/65,,Plankton tow,1,-2016,0-150,,,,,,14,18,30,N,72,44,12,E,14.30833,72.73667,Indian ocean near coast
5465867,6867,,Globorotalia,,menardii,,d'Orbigny ; f. typica ,,,44,30,tow,1233,"1968,O421",18569,Reine Pokou,26,04/08/63,,Oblique tow above the thermocline,1,-5111,< 100,,,,,,0,58,0,N,4,4,0,W,0.96667,-4.06667,Atlantic ocean
5465868,6868,,Globorotalia,,menardii,,d'Orbigny ; forma typica ,,,4,4,tow,1239,"1968,O427",18575,Omango Cruise 20,514,08/09/64,Slide:  Ombango,Surface layer,1,-5067,,,,,,,7,36,0,S,5,25,0,E,-7.6,5.41667,Atlantic ocean
5465870,6870,,Globorotalia,,menardii,,,,,3,2,tow,1299,"1968,O433",18581,Oceanographer,3B,01/07/67,,Icita net,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5465871,6871,,Globorotalia,,menardii,,,,,1,,tow,1310,"1968,O434",18582,Oceanographer,4U,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5465872,6872,,Globorotalia,,menardii,,,,,1,,tow,1327,"1968,O435",18583,Oceanographer,5B,03/07/67,,,1,-70,50,27,,,,,5,55,0,N,80,7,0,E,5.91667,80.11667,Indian ocean near coast
5465873,6873,,Globorotalia,,menardii,,,,,3,,tow,1331,"1968,O436",18585,Oceanographer,6B,04/07/67,,Icita net,1,-4052,50,27,,,,,5,34,0,N,83,38,0,E,5.566667,83.633333,Indian ocean
5465874,6874,,Globorotalia,,menardii,,,,,4,,tow,1336,"1968,O437",18586,Oceanographer,7B,05/07/67,,Icita Net,1,-4025,50,27,,,,,5,26,0,N,85,37,0,E,5.43333,85.61667,Indian ocean
5465875,6875,,Globorotalia,,menardii,,,,,23,,tow,1371,"1968,O442",18591,Oceanographer,12B,12/08/67,,Icita Net,1,-77,50,27,,,,,6,43,0,S,114,26,0,E,-6.71667,114.43333,Java Sea
5465876,6876,,Globorotalia,,menardii,,,,,13,,tow,1374,"1968,O443",18592,Oceanographer,13B & 13U,12/08/67,,,1,-1335,50,27,,,,,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5465877,6877,,Globorotalia,,menardii,,,,,19,,tow,1381,"1968,O444",18593,Oceanographer,14B & 14U,16/08/67,,Icita net,1,-5228,50,27,,,,,13,31,0,S,114,0,0,E,-13.51667,114,Indian ocean
5465878,6878,,Globorotalia,,menardii,,,,,17,,tow,1385,"1968,O445",18594,Oceanographer,15B & 15U,17/08/67,,,1,-2506,50,27,,,,,16,38,0,S,113,3,0,E,-16.63333,113.05,Indian ocean
5465879,6879,,Globorotalia,,menardii,,,,,9,,tow,1396,"1968,O446",18595,Oceanographer,16,17/08/67,,,1,-1590,50,27,,,,,18,23,0,S,113,22,0,E,-18.38333,113.36667,Indian ocean
5465880,6880,,Globorotalia,,menardii,,,,,10,,tow,1403,"1968,O448",18597,Oceanographer,18,19/08/67,,,1,-114,50,27,,,,,24,30,0,S,112,31,0,E,-24.5,112.51667,Indian ocean near coast
5465881,6881,,Globorotalia,,menardii,,,,,5,,tow,1414,"1968,O449",18598,Oceanographer,19,20/08/67,,,1,-1056,50,27,,,,,26,5,0,S,111,36,0,E,-26.08333,111.6,Indian ocean
5465882,6882,,Globorotalia,,menardii,,,,,16,,tow,1421,"1968,O450",18599,Oceanographer,20,20/08/67,,,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5465883,6883,,Globorotalia,,menardii,,,,,43,,tow,1436,"1968,O451",18600,Oceanographer,21,21/08/67,,,1,-431,50,27,,,,,28,13,0,S,113,17,0,E,-28.21667,113.28333,Indian ocean near coast
5465884,6884,,Globorotalia,,menardii,,,,,9,,tow,1437,"1968,O461",18610,Oceanographer,14-Jun,16/08/67,,Icita net,1,-5222,50,27,,,,,13,32,0,S,114,1,0,E,-13.53333,114.01667,Indian ocean
5465885,6885,,Globorotalia,,menardii,,,,,10,,tow,1438,"1968,O470",18619,Oceanographer,23-15,22/08/67,,,1,-98,50,27,,,,,23,57,0,S,113,6,0,E,-23.95,113.1,Indian ocean near coast
5465886,6886,,Globorotalia,,menardii,,,,,27,,tow,1452,"1968,O460",18609,Oceanographer,13-May,12/08/67,,,1,-1335,50,27,,,,,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5465887,6887,,Globorotalia,,menardii,,,,,14,,tow,1454,"1968,O469",18618,Oceanographer,22-14,21/08/67,,,1,-866,50,27,,,,,28,23,0,S,112,59,0,E,-28.38333,112.98333,Indian ocean near coast
5465889,6889,,Globorotalia,,menardii,,,,,10,,tow,1476,"1968,O466",18615,Oceanographer,19-Nov,20/08/67,,,1,-1155,50,27,,,,,26,5,0,S,111,34,0,E,-26.08333,111.56667,Indian ocean near coast
5465890,6890,,Globorotalia,,menardii,,,,,19,,tow,1480,"1968,O459",18608,Oceanographer,12-Apr,12/08/67,,,1,-77,50,27,,,,,6,44,0,S,114,25,0,E,-6.73333,114.41667,Java Sea
5465891,6891,,Globorotalia,,menardii,,,,,5,,tow,1489,"1968,O456",18605,Oceanographer,03-Jan,01/07/67,"same as 1968,O433",,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5465892,6892,,Globorotalia,,menardii,,marina: almost all broken,,,9,,tow,1496,"1968,O452",18601,Oceanographer,22B & 22U,21/08/67,,,1,-866,50,27,,,,,28,22,0,S,112,59,0,E,-28.36667,112.98333,Indian ocean near coast
5465893,6893,,Globorotalia,,menardii,,,,,27,,tow,1500,"1968,O453",18602,Oceanographer,23B & 23U,22/08/67,,Icita Net,1,-2746,50,27,,,,,28,56,0,S,113,6,0,E,-28.933333,113.1,Indian ocean
5465894,6894,,Globorotalia,,menardii,,,,,4,,tow,1509,"1968,O454",18603,Oceanographer,24B & 24U,22/08/67,,Icita net,1,-270,50,27,,,,,30,26,0,S,114,37,0,E,-30.43333,114.61667,Indian ocean near coast
5465895,6895,,Globorotalia,,menardii,,,,,31,,tow,1513,"1968,O455",18604,Oceanographer,25B & 25U,23/08/67,,,1,-210,50,27,,,,,30,42,0,S,114,41,0,E,-30.7,114.68333,Indian ocean near coast
5465896,6896,,Globorotalia,,menardii,,,,,10,,tow,1525,"1968,O465",18614,Oceanographer,18-Oct,19/08/67,,,1,-114,50,27,,,,,24,33,0,S,112,31,0,E,-24.55,112.51667,Indian ocean near coast
5465897,6897,,Globorotalia,,menardii,,,,,7,,tow,1530,"1968,O471",18620,Oceanographer,24-16,22/08/67,,,1,-298,50,27,,,,,30,30,0,S,114,38,0,E,-30.5,114.63333,Indian ocean near coast
5465898,6898,,Globorotalia,,menardii,,,,,8,,tow,1539,"1968,O467",18616,Oceanographer,20-Dec,20/08/67,,,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5465899,6899,,Globorotalia,,menardii,,,,,34,,tow,1551,"1968,O463",18612,Oceanographer,16-Aug,18/08/67,,,1,-1590,50,27,,,,,18,23,0,S,113,23,0,E,-18.38333,113.38333,Indian ocean
5465903,6903,,Globorotalia,,truncatulinoides,,,,,7,5,tow,1501,"1968,O453",18602,Oceanographer,23B & 23U,22/08/67,,Icita Net,1,-2746,50,27,,,,,28,56,0,S,113,6,0,E,-28.933333,113.1,Indian ocean
5465904,6904,,Globorotalia,,truncatulinoides,,,,,5,2,tow,1517,"1968,O455",18604,Oceanographer,25B & 25U,23/08/67,,,1,-210,50,27,,,,,30,42,0,S,114,41,0,E,-30.7,114.68333,Indian ocean near coast
5465905,6905,,Globorotalia,,truncatulinoides,,,,,3,1,tow,1526,"1968,O471",18614,Oceanographer,18-Oct,19/08/67,,,1,-114,50,27,,,,,24,33,0,S,112,31,0,E,-24.55,112.51667,Indian ocean near coast
5465906,6906,,Globorotalia,,truncatulinoides,,,,,5,0,tow,1532,"1968,O471",18620,Oceanographer,24-16,22/08/67,,,1,-298,50,27,,,,,30,30,0,S,114,38,0,E,-30.5,114.63333,Indian ocean near coast
5465944,6944,,Globigerinoides,,sacculifera,,trilobus TYPE,,,41,,tow - hard to see,1043,"1967,O368",18270,Zapiola,,Sep-63,,Surface plankton tow,1,-3523,,,,,,,28,11,0,S,44,17,0,W,-28.18333,-44.28333,Atlantic ocean
5465945,6945,,Globigerinoides,,sacculifera,,cf. sacculiferal,,,1,1,tow,1044,"1967,O369",18271,Zapiola,,Sep-63,,Surface plankton tow,1,-3889,,,,,,,30,31,0,S,43,0,0,W,-30.51667,-43,Atlantic ocean
5465946,6946,,Globigerinoides,,sacculifera,,,,,20,,tow - hard to see,1073,,18718,Anton Bruun (A.B.) cruise 2,137,10/07/63,,"Plankton tow, Be net",1,-4968,0-125,,,,,,14,50,0,S,79,56,0,E,-14.83333,79.93333,Indian ocean
5465947,6947,,Globigerinoides,,sacculifera,,,,,23,,tow,1082,,18717,Anton Bruun (A.B.) cruise 1,Stn.97 no. 479,01/05/63,,Plankton tow,1,-3151,0-250,,,,,,13,8,0,N,86,12,0,E,13.13333,86.2,"Indian ocean, Bay of Bengal"
5465948,6948,,Globigerinoides,,sacculifera,,,,,2,,tow,1094,,18720,Anton Bruun (A.B.) cruise 2,St. 144 ; no. 834,17/07/63,Slide: 17/07/1967,Plankton tow,1,-4379,500-1000,,,,,,4,18,0,N,80,8,0,E,4.3,80.13333,Indian ocean near coast
5465949,6949,*,Globigerinoides,,sacculifera,,marina: something else on the slide as well,,,63,,tow,1107,,18719,Anton Bruun (A.B.) cruise 2,"Stn 139, no. 796",12/07/63,,Plankton tow,1,-5228,0-250,,,,,,8,37,0,S,79,34,0,E,-8.61667,79.56667,Indian ocean
5465952,6952,,Globigerinoides,,sacculifera,,,,,71,,tow,1149,"1968,O432",18580,Oceanographer,B.P. 2U,30/06/67,Residue OBD: Sta 2B,,1,-2236,50,27,,,,,12,19,0,N,73,13,0,E,12.31667,73.21667,Indian ocean
5465955,6955,,Globigerinoides,,sacculifera,,,,,3,,tow,1285,"1968,O431",18579,Oceanographer,1B & 1U,26/06/67,,,1,-123,50,27,,,,,17,18,0,N,72,8,0,E,17.3,72.13333,Indian ocean near coast
5465956,6956,,Globigerinoides,,sacculifera,,,,,21,,tow,1289,"1968,O432",18580,Oceanographer,2B,30/06/67,,,1,-2236,50,27,,,,,12,19,0,N,73,13,0,E,12.31667,73.21667,Indian ocean
5465957,6957,,Globigerinoides,,sacculifera,,,,,8,,tow,1301,"1968,O433",18581,Oceanographer,3B,01/07/67,,Icita net,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5465958,6958,,Globigerinoides,,sacculifera,,,,,5,,tow,1303,"1968,O434",18582,Oceanographer,4B,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5465959,6959,,Globigerinoides,,sacculifera,,,,,3,,tow,1313,"1968,O434",18582,Oceanographer,4U,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5465960,6960,,Globigerinoides,,sacculifera,,,,,6,,tow,1318,"1968,O435",18584,Oceanographer,5U,03/07/67,,,1,-70,50,27,,,,,5,55,0,N,80,8,0,E,5.91667,80.13333,Indian ocean near coast
5465961,6961,,Globigerinoides,,sacculifera,,,,,6,,tow,1325,"1968,O435",18583,Oceanographer,5B,03/07/67,,,1,-70,50,27,,,,,5,55,0,N,80,7,0,E,5.91667,80.11667,Indian ocean near coast
5465962,6962,,Globigerinoides,,sacculifera,,,,,9,,tow,1330,"1968,O436",18585,Oceanographer,6B,04/07/67,,Icita net,1,-4052,50,27,,,,,5,34,0,N,83,38,0,E,5.566667,83.633333,Indian ocean
5465963,6963,,Globigerinoides,,sacculifera,,,,,10,,tow,1339,"1968,O437",18586,Oceanographer,7B,05/07/67,,Icita Net,1,-4025,50,27,,,,,5,26,0,N,85,37,0,E,5.43333,85.61667,Indian ocean
5465964,6964,,Globigerinoides,,sacculifera,,,,,16,,tow,1347,"1968,O438",18587,Oceanographer,8B & 8U,05/07/67,,Icita Net,1,-3936,50,27,,,,,5,11,0,N,88,7,0,E,5.18333,88.11667,Indian ocean
5465965,6965,,Globigerinoides,,sacculifera,,,,,14,,tow,1354,"1968,O439",18588,Oceanographer,9B & 9U,06/07/67,,Icita Net,1,-3295,50,27,,,,,5,4,0,N,90,22,0,E,5.067,90.36667,Indian ocean
5465966,6966,,Globigerinoides,,sacculifera,,,,,7,,tow,1359,"1968,O440",18589,Oceanographer,10B & 10U,06/07/67,,Icita Net,1,-4406,50,27,,,,,5,7,0,N,92,45,0,E,5.11667,92.75,Indian ocean
5465967,6967,,Globigerinoides,,sacculifera,,,,,6,,tow,1365,"1968,O441",18590,Oceanographer,11B & 11U,11/08/67,"same as 1968,O458",Icita net,1,-30,50,27,,,,,6,23,0,S,112,34,0,E,-6.38333,112.56667,Java Sea
5465968,6968,*,Globigerinoides,,sacculifera,,,,,6,,tow,1372,"1968,O442",18591,Oceanographer,12B,12/08/67,,Icita Net,1,-77,50,27,,,,,6,43,0,S,114,26,0,E,-6.71667,114.43333,Java Sea
5465969,6969,,Globigerinoides,,sacculifera,,,,,3,,tow,1375,"1968,O443",18592,Oceanographer,13B & 13U,12/08/67,,Icita Net,1,-1335,50,27,,,,,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5465970,6970,,Globigerinoides,,sacculifera,,,,,15,,tow,1386,"1968,O445",18594,Oceanographer,15B & 15U,17/08/67,,Icita Net,1,-2506,50,27,,,,,16,38,0,S,113,3,0,E,-16.63333,113.05,Indian ocean
5465971,6971,,Globigerinoides,,sacculifera,,,,,6,,tow,1401,"1968,O446",18595,Oceanographer,16,17/08/67,,Icita Net,1,-1590,50,27,,,,,18,23,0,S,113,22,0,E,-18.38333,113.36667,Indian ocean
5465972,6972,,Globigerinoides,,sacculifera,,,,,2,,tow,1408,"1968,O448",18597,Oceanographer,18,19/08/67,,Icita Net,1,-114,50,27,,,,,24,30,0,S,112,31,0,E,-24.5,112.51667,Indian ocean near coast
5465973,6973,,Globigerinoides,,sacculifera,,,,,4,,tow,1417,"1968,O449",18598,Oceanographer,19,20/08/67,,Icita Net,1,-1056,50,27,,,,,26,5,0,S,111,36,0,E,-26.08333,111.6,Indian ocean
5465974,6974,,Globigerinoides,,sacculifera,,,,,3,,tow,1425,"1968,O450",18599,Oceanographer,20,20/08/67,,Icita Net,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5465975,6975,,Globigerinoides,,sacculifera,,,,,1,,tow,1435,"1968,O451",18600,Oceanographer,21,21/08/67,,Icita Net,1,-431,50,27,,,,,28,13,0,S,113,17,0,E,-28.21667,113.28333,Indian ocean near coast
5465976,6976,,Globigerinoides,,sacculifera,,,,,2,,tow,1445,"1968,O470",18619,Oceanographer,23-15,22/08/67,,,1,-98,50,27,,,,,23,57,0,S,113,6,0,E,-23.95,113.1,Indian ocean near coast
5465977,6977,,Globigerinoides,,sacculifera,,,,,3,,tow,1446,"1968,O460",18609,Oceanographer,13-May,12/08/67,,,1,-1335,50,27,,,,,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5465978,6978,,Globigerinoides,,sacculifera + ruber,,,,,2,,tow,1456,"1968,O469",18618,Oceanographer,22-14,21/08/67,,,1,-866,50,27,,,,,28,23,0,S,112,59,0,E,-28.38333,112.98333,Indian ocean near coast
5465980,6980,,Globigerinoides,,sacculifera,,,,,1,,tow,1477,"1968,O466",18615,Oceanographer,19-Nov,20/08/67,,,1,-1155,50,27,,,,,26,5,0,S,111,34,0,E,-26.08333,111.56667,Indian ocean near coast
5465981,6981,,Globigerinoides,,sacculifera,,,,,3,,tow,1482,"1968,O459",18608,Oceanographer,12-Apr,12/08/67,,,1,-77,50,27,,,,,6,44,0,S,114,25,0,E,-6.73333,114.41667,Java Sea
5465982,6982,,Globigerinoides,,sacculifera,,,,,3,,tow,1484,"1968,O458",18607,Oceanographer,11-Mar,11/08/67,,Icita Net,1,-30,50,27,,,,,6,23,0,S,112,34,0,E,-6.38333,112.56667,Java Sea
5465983,6983,,Globigerinoides,,sacculifera,,,,,27,,tow,1490,"1968,O456",18605,Oceanographer,03-Jan,01/07/67,"same as 1968,O433",,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5465984,6984,,Globigerinoides,,sacculifera,,,,,2,,tow,1504,"1968,O453",18602,Oceanographer,23B & 23U,22/08/67,,Icita Net,1,-2746,50,27,,,,,28,56,0,S,113,6,0,E,-28.933333,113.1,Indian ocean
5465985,6985,,Globigerinoides,,sacculifera,,,,,4,,tow,1514,"1968,O455",18604,Oceanographer,25B & 25U,23/08/67,,,1,-210,50,27,,,,,30,42,0,S,114,41,0,E,-30.7,114.68333,Indian ocean near coast
5465986,6986,,Globigerinoides,,sacculifera,,,,,17,,tow,1545,"1968,O457",18606,Oceanographer,04-Feb,03/07/67,"same as 1968,O434",,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5465990,6990,,Globigerinoides,,ruber,,,,,9,,tow,1033,"1967,O85",18329,Zapiola,,Sep-63,,Surface tow,1,-3012,,,,,,,28,11,0,S,43,0,0,W,-28.18333,-43,Atlantic ocean
5465991,6991,,Globigerinoides,,ruber,,f. rosea,,,27,,tow,1045,"1967,O370",18273,Zapiola,,Sep-63,,Surface plankton tow,1,-3537,,,,,,,28,11,0,S,43,34,0,W,-28.18333,-43.56667,Atlantic ocean
5465992,6992,,Globigerinoides,,ruber,,f. alba,,,22,,tow,1046,"1967,O371",18274,Zapiola,,Sep-63,,Surface plankton tow,1,-3012,,,,,,,28,11,0,S,43,0,0,W,-28.18333,-43,Atlantic ocean
5465995,6995,,Globigerinoides,,ruber,,?,,,1,,tow,1103,,18719,Anton Bruun (A.B.) cruise 2,"Stn 139, no. 796",12/07/63,,Plankton tow,1,-5228,0-250,,,,,,8,37,0,S,79,34,0,E,-8.61667,79.56667,Indian ocean
5465996,6996,,Globigerinoides,,ruber,,,,,3,,tow,1089,,18720,Anton Bruun (A.B.) cruise 2,St. 144 ; no. 834,17/07/63,Slide: 17/07/1967,Plankton tow,1,-4379,500-1000,,,,,,4,18,0,N,80,8,0,E,4.3,80.13333,Indian ocean near coast
5465998,6998,,Globigerinoides,,ruber,,,,,23,,tow - very good picture,1150,,18580,Oceanographer,B.P. 2U,30/06/67,Residue OBD: Sta 2B,Plankton tow,1,-2236,50,27,,,,,12,19,0,N,73,13,0,E,12.31667,73.21667,Indian ocean
5465999,6999,,Globigerinoides,,ruber,rubescens,,,,19,,tow,1151,,18580,Oceanographer,B.P. 2U,30/06/67,Residue OBD: Sta 2B,Plankton tow,1,-2236,50,27,,,,,12,19,0,N,73,13,0,E,12.31667,73.21667,Indian ocean
5466002,7002,,Globigerinoides,,ruber,,,,,1,,tow - red cuties!!!!,1287,"1968,O431",18579,Oceanographer,1B & 1U,26/06/67,,,1,-123,50,27,,,,,17,18,0,N,72,8,0,E,17.3,72.13333,Indian ocean near coast
5466003,7003,,Globigerinoides,,ruber,,f. rosea (d'Orbigny),,,32,,tow,1232,"1968,O420",18568,Reine Pokou,27,04/08/63,,Oblique tow above the thermocline,1,-5122,< 100,,,,,,0,30,0,N,4,7,0,W,0.5,-4.11667,Atlantic ocean
5466004,7004,,Globigerinoides,,ruber,,,,,7,,tow,1294,"1968,O432",18580,Oceanographer,2B,30/06/67,,,1,-2236,50,27,,,,,12,19,0,N,73,13,0,E,12.31667,73.21667,Indian ocean
5466005,7005,,Globigerinoides,,ruber,,f. alba (d'Orbigny),,,47,,tow,1238,"1968,O426",18574,Bertioga,A-14,,date 25/?/1963,Oblique tow above the thermocline,1,-4756,< 100,,,,,,9,33,0,N,48,16,0,W,9.55,-48.26667,Atlantic ocean
5466006,7006,*,Globigerinoides,,ruber,,,,,7,,tow,1298,"1968,O433",18581,Oceanographer,3B,01/07/67,,Icita net,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5466007,7007,,Globigerinoides,,ruber,,,,,7,,tow,1312,"1968,O434",18582,Oceanographer,4U,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466008,7008,,Globigerinoides,,ruber,,,,,7,,tow,1306,"1968,O434",18582,Oceanographer,4B,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466009,7009,,Globigerinoides,,ruber,,,,,7,,tow,1317,"1968,O435",18584,Oceanographer,5U,03/07/67,,,1,-70,50,27,,,,,5,55,0,N,80,8,0,E,5.91667,80.13333,Indian ocean near coast
5466010,7010,,Globigerinoides,,ruber,,,,,9,,tow,1324,"1968,O435",18583,Oceanographer,5B,03/07/67,,,1,-70,50,27,,,,,5,55,0,N,80,7,0,E,5.91667,80.11667,Indian ocean near coast
